algo, name, norm, score, 0, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
LSTM, SMTP, False, fpr, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996
LSTM, SMTP, False, auc, 0.8083, 0.8197, 0.8147, 0.8213, 0.8169, 0.8210, 0.8164, 0.8143, 0.8196, 0.8080, 0.8235, 0.8209, 0.8191, 0.8170, 0.8188, 0.8259, 0.8131, 0.8201, 0.8116, 0.8192, 0.8216, 0.8183, 0.8145, 0.8216, 0.8137, 0.8255, 0.8144, 0.8171, 0.8233, 0.8200, 0.8108, 0.8191
LSTM, SMTP, True, fpr, 0.9996, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9996, 0.9997, 0.9997, 0.9997, 0.9996, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9996, 0.9997, 0.9997, 0.9997, 0.9996, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997
LSTM, SMTP, True, auc, 0.8082, 0.8113, 0.8043, 0.8113, 0.8124, 0.8113, 0.8169, 0.8105, 0.8125, 0.8138, 0.8251, 0.8172, 0.8097, 0.8151, 0.8097, 0.8097, 0.8129, 0.8144, 0.8051, 0.7988, 0.8198, 0.8106, 0.8198, 0.8198, 0.8129, 0.8157, 0.8208, 0.8110, 0.8235, 0.8114, 0.8235, 0.8235
GRU, SMTP, False, fpr, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996
GRU, SMTP, False, auc, 0.8289, 0.8289, 0.8289, 0.8220, 0.8289, 0.8364, 0.8220, 0.8292, 0.8315, 0.8238, 0.8238, 0.8320, 0.8316, 0.8320, 0.8320, 0.8320, 0.8274, 0.8218, 0.8266, 0.8272, 0.8266, 0.8266, 0.8272, 0.8266, 0.8371, 0.8507, 0.8317, 0.8317, 0.8303, 0.8303, 0.8303, 0.8303
GRU, SMTP, True, fpr, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9997, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9997, 0.9996, 0.9997, 0.9997, 0.9996, 0.9996, 0.9996, 0.9996, 0.9997, 0.9997, 0.9996, 0.9997
GRU, SMTP, True, auc, 0.8612, 0.8252, 0.8174, 0.8612, 0.8612, 0.8048, 0.8612, 0.8252, 0.7975, 0.7973, 0.7973, 0.7975, 0.7973, 0.7973, 0.8138, 0.8078, 0.8067, 0.8067, 0.8067, 0.8067, 0.8048, 0.7965, 0.8199, 0.8048, 0.8125, 0.8125, 0.8125, 0.8125, 0.8138, 0.7965, 0.8253, 0.7965
AE, SMTP, False, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, SMTP, False, auc, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588, 0.2588
