algo, name, norm, score, 0, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
FRR, occupancy, False, auc, 0.7718, 0.7720, 0.7713, 0.7668, 0.7724, 0.7668, 0.7681, 0.7700, 0.7727, 0.7697, 0.7696, 0.7712, 0.7709, 0.7700, 0.7712, 0.7767, 0.7728, 0.7761, 0.7692, 0.7673, 0.7763, 0.7698, 0.7773, 0.7714, 0.7709, 0.7730, 0.7729, 0.7717, 0.7729, 0.7653, 0.7703, 0.7711
FRR, occupancy, True, fpr, 0.7685, 0.7683, 0.7683, 0.7682, 0.7683, 0.7683, 0.7680, 0.7681, 0.7683, 0.7685, 0.7682, 0.7686, 0.7683, 0.7685, 0.7683, 0.7684, 0.7683, 0.7681, 0.7683, 0.7685, 0.7683, 0.7683, 0.7683, 0.7683, 0.7683, 0.7686, 0.7683, 0.7682, 0.7684, 0.7681, 0.7683, 0.7683
FRR, occupancy, True, auc, 0.7867, 0.7899, 0.7896, 0.7934, 0.7901, 0.7902, 0.7930, 0.7919, 0.7904, 0.7886, 0.7912, 0.7847, 0.7903, 0.7880, 0.7913, 0.7894, 0.7895, 0.7923, 0.7905, 0.7866, 0.7895, 0.7912, 0.7905, 0.7945, 0.7892, 0.7842, 0.7951, 0.7919, 0.7893, 0.7909, 0.7890, 0.7892
OCSVM, occupancy, False, fpr, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645, 0.7645
OCSVM, occupancy, False, auc, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656, 0.8656
OCSVM, occupancy, True, fpr, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258, 0.7258
OCSVM, occupancy, True, auc, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613, 0.7613
GMM, occupancy, False, fpr, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879
GMM, occupancy, False, auc, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516, 0.8516
GMM, occupancy, True, fpr, 0.3533, 0.3536, 0.3536, 0.4428, 0.3534, 0.4350, 0.4351, 0.4660, 0.4349, 0.4434, 0.3537, 0.4434, 0.4349, 0.4427, 0.4297, 0.3533, 0.4432, 0.3536, 0.4282, 0.4350, 0.4422, 0.4660, 0.4660, 0.3533, 0.4349, 0.3533, 0.3533, 0.4349, 0.4429, 0.3535, 0.4424, 0.4660
GMM, occupancy, True, auc, 0.8745, 0.8745, 0.8745, 0.8168, 0.8745, 0.8378, 0.8379, 0.8204, 0.8377, 0.8167, 0.8744, 0.8171, 0.8377, 0.8168, 0.8298, 0.8745, 0.8167, 0.8745, 0.8294, 0.8377, 0.8371, 0.8204, 0.8204, 0.8745, 0.8377, 0.8745, 0.8745, 0.8377, 0.8172, 0.8745, 0.8168, 0.8204
IF, occupancy, False, fpr, 0.6071, 0.5872, 0.5789, 0.5999, 0.6110, 0.6171, 0.5717, 0.5709, 0.5905, 0.5928, 0.6216, 0.6096, 0.5602, 0.5706, 0.5603, 0.5994, 0.5950, 0.5664, 0.6116, 0.5861, 0.5931, 0.6358, 0.5777, 0.5920, 0.6464, 0.5839, 0.5555, 0.5897, 0.6131, 0.6290, 0.5728, 0.6046
IF, occupancy, False, auc, 0.8318, 0.8466, 0.8521, 0.8601, 0.8563, 0.8341, 0.8573, 0.8414, 0.8503, 0.8487, 0.8388, 0.8279, 0.8730, 0.8369, 0.8675, 0.8697, 0.8781, 0.8489, 0.8406, 0.8585, 0.8581, 0.8430, 0.8667, 0.8467, 0.8167, 0.8596, 0.8553, 0.8565, 0.8329, 0.8517, 0.8664, 0.8407
IF, occupancy, True, fpr, 0.5831, 0.5809, 0.5690, 0.6274, 0.6025, 0.6222, 0.5754, 0.5788, 0.5810, 0.6066, 0.5941, 0.6164, 0.6367, 0.5984, 0.5738, 0.6013, 0.6039, 0.6368, 0.5703, 0.5943, 0.6096, 0.6077, 0.5964, 0.5821, 0.5894, 0.5770, 0.5777, 0.5973, 0.5693, 0.5895, 0.5861, 0.5911
IF, occupancy, True, auc, 0.8714, 0.8633, 0.8709, 0.8375, 0.8398, 0.8238, 0.8730, 0.8503, 0.8469, 0.8359, 0.8452, 0.8243, 0.8274, 0.8415, 0.8537, 0.8539, 0.8423, 0.8316, 0.8711, 0.8494, 0.8252, 0.8324, 0.8764, 0.8307, 0.8559, 0.8745, 0.8479, 0.8407, 0.8390, 0.8554, 0.8554, 0.8427
LSTM, occupancy, False, fpr, 0.6870, 0.6999, 0.6953, 0.6985, 0.6943, 0.6977, 0.6888, 0.6917, 0.6897, 0.6916, 0.6925, 0.6889, 0.6794, 0.7005, 0.6939, 0.7081, 0.6925, 0.6996, 0.6902, 0.6913, 0.6974, 0.6887, 0.6924, 0.6864, 0.6899, 0.6887, 0.6872, 0.6898, 0.6898, 0.7051, 0.6925, 0.6864
LSTM, occupancy, False, auc, 0.9151, 0.9130, 0.9138, 0.9133, 0.9139, 0.9134, 0.9148, 0.9144, 0.9147, 0.9144, 0.9143, 0.9147, 0.9162, 0.9129, 0.9141, 0.9120, 0.9143, 0.9130, 0.9146, 0.9144, 0.9134, 0.9149, 0.9144, 0.9151, 0.9147, 0.9148, 0.9150, 0.9147, 0.9147, 0.9122, 0.9143, 0.9151
LSTM, occupancy, True, fpr, 0.7685, 0.7688, 1.0000, 0.7662, 0.7685, 0.7688, 0.7689, 0.7688, 0.7686, 0.7689, 0.7688, 0.7688, 0.7685, 0.7685, 0.7689, 0.7686, 1.0000, 0.7688, 0.7687, 0.7677, 0.7689, 0.7689, 0.7689, 0.7682, 0.7677, 0.7687, 0.7689, 0.7684, 0.7661, 0.7689, 0.7689, 0.7689
LSTM, occupancy, True, auc, 0.7019, 0.5337, 0.5058, 0.6183, 0.5626, 0.6953, 0.6032, 0.4903, 0.6364, 0.6020, 0.5063, 0.6361, 0.5979, 0.5065, 0.5391, 0.6533, 0.5779, 0.5504, 0.5484, 0.6841, 0.5785, 0.5340, 0.4683, 0.6779, 0.6169, 0.5821, 0.5066, 0.6611, 0.5701, 0.5279, 0.5053, 0.5194
GRU, occupancy, False, fpr, 0.6870, 0.6910, 0.6903, 0.6884, 0.6929, 0.6945, 0.6938, 0.6911, 0.7008, 0.6898, 0.6974, 0.6924, 0.7008, 0.6900, 0.6899, 0.7005, 0.6925, 0.6973, 0.6961, 0.6978, 0.6948, 0.6965, 0.6938, 0.6964, 0.6902, 0.6961, 0.7033, 0.6973, 0.6911, 0.6887, 0.6910, 0.6904
