VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370, 0.8370
OCSVM, SMD, True, auc, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543, 0.7543
OCSVM, SMD, True, f1b, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898, 0.9898
DBSCAN, SMD, True, fpr, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432, 0.8432
DBSCAN, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
DBSCAN, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
GMM, SMD, True, fpr, 0.8387, 0.8387, 0.8387, 0.8386, 0.8386, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8386, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8386, 0.8387, 0.8386, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8387, 0.8386, 0.8386
GMM, SMD, True, auc, 0.9222, 0.9222, 0.9222, 0.9216, 0.9216, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9216, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9216, 0.9222, 0.9216, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9222, 0.9216, 0.9216
GMM, SMD, True, f1b, 0.9910, 0.9910, 0.9910, 0.9888, 0.9888, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9888, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9888, 0.9910, 0.9888, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9910, 0.9888, 0.9888
IF, SMD, True, fpr, 0.8369, 0.8368, 0.8351, 0.8399, 0.8343, 0.8337, 0.8384, 0.8414, 0.8393, 0.8328, 0.8323, 0.8415, 0.8394, 0.8377, 0.8388, 0.8352, 0.8368, 0.8399, 0.8409, 0.8353, 0.8415, 0.8342, 0.8354, 0.8322, 0.8327, 0.8386, 0.8358, 0.8257, 0.8397, 0.8283, 0.8374, 0.8396
IF, SMD, True, auc, 0.8521, 0.8247, 0.8372, 0.8227, 0.8410, 0.8524, 0.8177, 0.8504, 0.8257, 0.8455, 0.8304, 0.8637, 0.8234, 0.8297, 0.8181, 0.8533, 0.8380, 0.8447, 0.8474, 0.8390, 0.8317, 0.8337, 0.8269, 0.8408, 0.8150, 0.8527, 0.8307, 0.8356, 0.8394, 0.8314, 0.8517, 0.8566
IF, SMD, True, f1b, 0.9930, 0.9951, 0.9934, 0.9931, 0.9901, 0.9942, 0.9905, 0.9928, 0.9938, 0.9939, 0.9911, 0.9942, 0.9916, 0.9923, 0.9893, 0.9901, 0.9941, 0.9931, 0.9949, 0.9935, 0.9945, 0.9938, 0.9936, 0.9920, 0.9939, 0.9936, 0.9899, 0.9905, 0.9928, 0.9910, 0.9920, 0.9927
LSTM, SMD, True, fpr, 0.8430, 0.8431, 0.8428, 0.8423, 0.8430, 0.8431, 0.8431, 0.8434, 0.8428, 0.8431, 0.8428, 0.8429, 0.8426, 0.8434, 0.8432, 0.8432, 0.8429, 0.8426, 0.8421, 0.8434, 0.8399, 0.8429, 0.8433, 0.8433, 0.8434, 0.8432, 0.8408, 0.8434, 0.8422, 0.8429, 0.8433, 0.8434
LSTM, SMD, True, auc, 0.8952, 0.8976, 0.8846, 0.9070, 0.8978, 0.8915, 0.8957, 0.9059, 0.8851, 0.8988, 0.8914, 0.8818, 0.9041, 0.9157, 0.9181, 0.8816, 0.9007, 0.9023, 0.9055, 0.9086, 0.8970, 0.8794, 0.8979, 0.8989, 0.8944, 0.8677, 0.9177, 0.8795, 0.8959, 0.8806, 0.9035, 0.8977
LSTM, SMD, True, f1b, 0.9954, 0.9947, 0.9946, 0.9943, 0.9947, 0.9954, 0.9949, 0.9952, 0.9945, 0.9949, 0.9947, 0.9950, 0.9946, 0.9945, 0.9953, 0.9949, 0.9954, 0.9949, 0.9943, 0.9950, 0.9955, 0.9947, 0.9950, 0.9950, 0.9945, 0.9949, 0.9945, 0.9949, 0.9947, 0.9947, 0.9947, 0.9954
GRU, SMD, True, fpr, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8434, 0.8430, 0.8433, 0.8435, 0.8433, 0.8434, 1.0000, 0.8432, 0.8434, 0.8431, 0.8431, 0.8434, 1.0000, 0.8434, 0.8434, 0.8434, 0.8435, 0.8430, 1.0000, 0.8434, 0.8434, 0.8433, 0.8434, 0.8432, 0.8434, 0.8434, 0.8434
GRU, SMD, True, auc, 0.8973, 0.8932, 0.8836, 0.8825, 0.8861, 0.8977, 0.9011, 0.8913, 0.9110, 0.9010, 0.8896, 0.8722, 0.8861, 0.8596, 0.9137, 0.8974, 0.8839, 0.8915, 0.9164, 0.9021, 0.8984, 0.8795, 0.8706, 0.8740, 0.8950, 0.9118, 0.8923, 0.8845, 0.8919, 0.8858, 0.9034, 0.9019
GRU, SMD, True, f1b, 0.9932, 0.9946, 0.9947, 0.9945, 0.9943, 0.9938, 0.9943, 0.9945, 0.9943, 0.9942, 0.9938, 0.9945, 0.9947, 0.9947, 0.9942, 0.9945, 0.9945, 0.9946, 0.9950, 0.9946, 0.9943, 0.9943, 0.9946, 0.9941, 0.9943, 0.9946, 0.9945, 0.9939, 0.9943, 0.9943, 0.9937, 0.9945
AE, SMD, True, fpr, 0.8429, 0.8434, 0.8434, 0.8432, 0.8433, 0.8430, 0.8431, 0.8435, 0.8434, 0.8434, 0.8434, 0.8434, 0.8425, 0.8433, 0.8430, 0.8434, 0.8425, 0.8433, 0.8434, 0.8433, 0.8429, 0.8431, 0.8434, 0.8433, 0.8433, 0.8420, 0.8429, 0.8434, 0.8433, 0.8435, 0.8434, 0.8433
AE, SMD, True, auc, 0.7892, 0.8183, 0.7998, 0.7892, 0.8014, 0.7891, 0.7878, 0.7568, 0.8052, 0.7774, 0.7866, 0.8102, 0.7876, 0.7619, 0.8034, 0.7938, 0.7769, 0.7638, 0.8227, 0.8053, 0.7636, 0.7631, 0.7747, 0.7657, 0.7707, 0.7654, 0.8034, 0.7867, 0.7352, 0.7541, 0.8009, 0.7843
AE, SMD, True, f1b, 0.9926, 0.9904, 0.9916, 0.9927, 0.9928, 0.9910, 0.9926, 0.9926, 0.9901, 0.9914, 0.9905, 0.9925, 0.9922, 0.9946, 0.9915, 0.9935, 0.9914, 0.9921, 0.9899, 0.9925, 0.9918, 0.9922, 0.9905, 0.9920, 0.9914, 0.9918, 0.9930, 0.9901, 0.9905, 0.9908, 0.9906, 0.9893
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.8435, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.8435, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.1805, 0.3703, 0.2615, 0.3058, 0.1504, 0.2149, 0.3822, 0.2649, 0.2545, 0.2988, 0.3094, 0.1581, 0.1255, 0.2683, 0.2266, 0.1852, 0.2249, 0.1960, 0.2746, 0.2778, 0.2208, 0.1982, 0.2114, 0.1929, 0.1082, 0.2361, 0.3491, 0.1666, 0.1501, 0.1968, 0.2399, 0.3108
VAE, SMD, True, f1b, 0.7268, 0.7486, 0.7094, 0.7230, 0.7142, 0.6779, 0.7252, 0.7279, 0.7193, 0.7149, 0.7436, 0.7219, 0.7070, 0.7416, 0.6818, 0.7190, 0.7079, 0.7168, 0.7251, 0.7368, 0.6742, 0.7220, 0.6919, 0.7087, 0.6712, 0.6642, 0.7114, 0.6752, 0.6949, 0.7277, 0.7017, 0.7003
OP, SMD, True, fpr, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433, 0.8433
OP, SMD, True, auc, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008
OP, SMD, True, f1b, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707, 0.2707
RAND, SMD, True, fpr, 0.8435, 0.8434, 0.8434, 0.8435, 1.0000, 1.0000, 0.8434, 0.8434, 0.8435, 1.0000, 0.8434, 0.8434, 0.8434, 0.8434, 0.8435, 0.8434, 0.8434, 0.8434, 0.8435, 0.8434, 0.8434, 1.0000, 0.8435, 0.8434, 1.0000, 0.8435, 0.8434, 0.8434, 0.8434, 0.8434, 0.8434, 0.8434
RAND, SMD, True, auc, 0.5020, 0.5007, 0.4998, 0.4914, 0.5039, 0.4857, 0.5089, 0.5029, 0.4990, 0.4973, 0.5035, 0.5015, 0.5014, 0.4955, 0.5015, 0.5049, 0.4957, 0.4943, 0.4976, 0.5035, 0.5043, 0.5039, 0.5068, 0.4969, 0.5041, 0.5025, 0.4989, 0.4982, 0.5042, 0.4975, 0.5164, 0.5059
RAND, SMD, True, f1b, 0.9755, 0.9712, 0.9737, 0.9667, 0.9731, 0.9773, 0.9737, 0.9734, 0.9760, 0.9728, 0.9770, 0.9764, 0.9528, 0.9771, 0.9674, 0.9759, 0.9769, 0.9610, 0.9757, 0.9757, 0.9760, 0.9652, 0.9625, 0.9612, 0.9760, 0.9728, 0.9657, 0.9708, 0.9709, 0.9761, 0.9706, 0.9700
