VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868
FRO, SMAP, True, auc, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161
FRO, SMAP, True, f1b, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502
FRL, SMAP, True, fpr, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868
FRL, SMAP, True, auc, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161
FRL, SMAP, True, f1b, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502
FRR, SMAP, True, fpr, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868
FRR, SMAP, True, auc, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161
FRR, SMAP, True, f1b, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502, 0.0502
OCSVM, SMAP, True, fpr, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868
OCSVM, SMAP, True, auc, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161, 0.7161
