VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9623, 0.9620, 0.9624, 0.9621, 0.9619, 0.9619, 0.9620, 0.9619, 0.9621, 0.9619, 0.9623, 0.9622, 0.9621, 0.9619, 0.9622, 0.9622, 0.9622, 0.9620, 0.9621, 0.9623, 0.9623, 0.9618, 0.9619, 0.9621, 0.9621, 0.9619, 0.9621, 0.9622, 0.9621, 0.9621, 0.9620, 0.9622
FRO, SMAP, True, auc, 0.8136, 0.8145, 0.8164, 0.8191, 0.8193, 0.8196, 0.8144, 0.8152, 0.8165, 0.8195, 0.8188, 0.8147, 0.8193, 0.8143, 0.8148, 0.8148, 0.8146, 0.8184, 0.8193, 0.8192, 0.8135, 0.8134, 0.8144, 0.8143, 0.8194, 0.8146, 0.8194, 0.8147, 0.8189, 0.8193, 0.8144, 0.8144
FRO, SMAP, True, f1b, 0.4529, 0.4529, 0.0725, 0.4529, 0.4529, 0.9153, 0.4529, 0.4529, 0.4529, 0.9137, 0.0725, 0.0725, 0.0725, 0.9153, 0.4529, 0.4529, 0.0725, 0.0725, 0.0725, 0.0725, 0.0725, 0.0725, 0.0725, 0.0725, 0.4529, 0.0725, 0.4529, 0.0725, 0.0725, 0.0725, 0.0725, 0.0725
FRL, SMAP, True, fpr, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607
FRL, SMAP, True, auc, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543, 0.8543
FRL, SMAP, True, f1b, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533, 0.4533
FRR, SMAP, True, fpr, 0.9621, 0.9624, 0.9623, 0.9620, 0.9621, 0.9621, 0.9621, 0.9621, 0.9621, 0.9620, 0.9620, 0.9623, 0.9624, 0.9624, 0.9619, 0.9621, 0.9621, 0.9624, 0.9619, 0.9624, 0.9624, 0.9621, 0.9619, 0.9619, 0.9621, 0.9619, 0.9621, 0.9621, 0.9621, 0.9624, 0.9621, 0.9623
FRR, SMAP, True, auc, 0.8141, 0.8203, 0.8247, 0.8158, 0.8143, 0.8143, 0.8143, 0.8189, 0.8189, 0.8141, 0.8141, 0.8131, 0.8200, 0.8200, 0.8146, 0.8189, 0.8143, 0.8153, 0.8146, 0.8200, 0.8153, 0.8189, 0.8148, 0.8192, 0.8189, 0.8146, 0.8143, 0.8141, 0.8143, 0.8153, 0.8143, 0.8143
FRR, SMAP, True, f1b, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529, 0.4529
OCSVM, SMAP, True, fpr, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607
OCSVM, SMAP, True, auc, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762, 0.7762
