VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899
FRO, SMAP, True, auc, 0.5271, 0.5271, 0.5270, 0.5270, 0.5271, 0.5270, 0.5270, 0.5269, 0.5271, 0.5271, 0.5270, 0.5270, 0.5270, 0.5271, 0.5270, 0.5271, 0.5271, 0.5270, 0.5271, 0.5272, 0.5270, 0.5271, 0.5270, 0.5270, 0.5271, 0.5271, 0.5271, 0.5270, 0.5272, 0.5271, 0.5270, 0.5271
FRO, SMAP, True, f1b, 0.0373, 0.0373, 0.0372, 0.0373, 0.0373, 0.0373, 0.0373, 0.0372, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373
FRL, SMAP, True, fpr, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900
FRL, SMAP, True, auc, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184, 0.5184
FRL, SMAP, True, f1b, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373
FRR, SMAP, True, fpr, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899, 0.9899
FRR, SMAP, True, auc, 0.5272, 0.5272, 0.5270, 0.5271, 0.5272, 0.5272, 0.5272, 0.5271, 0.5272, 0.5271, 0.5272, 0.5272, 0.5272, 0.5272, 0.5272, 0.5272, 0.5270, 0.5272, 0.5271, 0.5272, 0.5271, 0.5270, 0.5272, 0.5272, 0.5271, 0.5272, 0.5272, 0.5272, 0.5272, 0.5272, 0.5272, 0.5272
FRR, SMAP, True, f1b, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373, 0.0373
OCSVM, SMAP, True, fpr, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900, 0.9900
OCSVM, SMAP, True, auc, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104
