VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816, 0.9816
OCSVM, SMD, True, auc, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125, 0.8125
OCSVM, SMD, True, f1b, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357, 0.9357
DBSCAN, SMD, True, fpr, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817
DBSCAN, SMD, True, auc, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117, 0.5117
DBSCAN, SMD, True, f1b, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378
GMM, SMD, True, fpr, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819, 0.9819
GMM, SMD, True, auc, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858
GMM, SMD, True, f1b, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119, 0.9119
IF, SMD, True, fpr, 0.9820, 0.9820, 0.9820, 0.9818, 0.9820, 0.9820, 0.9820, 0.9820, 0.9819, 0.9819, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9819, 0.9820, 0.9820, 0.9820, 0.9819, 0.9820, 0.9820, 0.9820, 0.9820, 0.9818, 0.9820, 0.9819, 0.9820, 0.9819, 0.9818, 0.9816
IF, SMD, True, auc, 0.8336, 0.8330, 0.8321, 0.8435, 0.8284, 0.8288, 0.8273, 0.8240, 0.8353, 0.8316, 0.8251, 0.8249, 0.8260, 0.8188, 0.8229, 0.8184, 0.8242, 0.8267, 0.8329, 0.8286, 0.8326, 0.8258, 0.8252, 0.8196, 0.8261, 0.8234, 0.8350, 0.8292, 0.8205, 0.8285, 0.8282, 0.8393
IF, SMD, True, f1b, 0.9558, 0.9581, 0.9182, 0.9490, 0.9434, 0.9434, 0.9313, 0.9512, 0.9581, 0.9143, 0.9558, 0.9569, 0.9302, 0.9238, 0.9650, 0.8850, 0.9456, 0.9650, 0.9445, 0.9479, 0.9259, 0.9615, 0.9604, 0.9271, 0.9569, 0.9445, 0.9650, 0.9467, 0.8743, 0.9390, 0.9490, 0.9512
LSTM, SMD, True, fpr, 0.9817, 0.9815, 0.9819, 0.9818, 0.9818, 0.9819, 0.9812, 0.9816, 0.9819, 0.9817, 0.9816, 0.9820, 0.9816, 0.9820, 0.9816, 0.9818, 0.9816, 0.9815, 0.9816, 0.9818, 0.9818, 0.9818, 0.9820, 0.9819, 0.9817, 0.9819, 0.9814, 0.9814, 0.9814, 0.9817, 0.9818, 0.9819
LSTM, SMD, True, auc, 0.6872, 0.6849, 0.6697, 0.7226, 0.7077, 0.6621, 0.6802, 0.6906, 0.7022, 0.6751, 0.6827, 0.7010, 0.6858, 0.6919, 0.7155, 0.6733, 0.6727, 0.6809, 0.6798, 0.6646, 0.6769, 0.6898, 0.6608, 0.6694, 0.7025, 0.6780, 0.6907, 0.7139, 0.6774, 0.7015, 0.6930, 0.6764
LSTM, SMD, True, f1b, 0.9674, 0.9674, 0.9700, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9688, 0.9677, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9688, 0.9677, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9674, 0.9688, 0.9688, 0.9677, 0.9674, 0.9700
GRU, SMD, True, fpr, 0.9810, 0.9815, 0.9817, 0.9818, 0.9819, 0.9814, 0.9819, 0.9819, 0.9816, 0.9816, 0.9818, 0.9819, 0.9818, 0.9820, 0.9817, 0.9818, 0.9819, 0.9818, 0.9815, 0.9817, 0.9814, 0.9815, 0.9818, 0.9817, 0.9815, 0.9819, 0.9818, 0.9816, 0.9816, 0.9812, 0.9816, 0.9817
GRU, SMD, True, auc, 0.6969, 0.7061, 0.7128, 0.6944, 0.6842, 0.7364, 0.6889, 0.6669, 0.6890, 0.7053, 0.6815, 0.7041, 0.7461, 0.6866, 0.6903, 0.6918, 0.6952, 0.6720, 0.7119, 0.6866, 0.6736, 0.6789, 0.6717, 0.7036, 0.6854, 0.7109, 0.7000, 0.7350, 0.7058, 0.6885, 0.6995, 0.6991
GRU, SMD, True, f1b, 0.9665, 0.9665, 0.9551, 0.9674, 0.9654, 0.9665, 0.9665, 0.9585, 0.9674, 0.9677, 0.9423, 0.9665, 0.9677, 0.9662, 0.9619, 0.9712, 0.9472, 0.9608, 0.9674, 0.9700, 0.9665, 0.9619, 0.9654, 0.9551, 0.9674, 0.9665, 0.9665, 0.9665, 0.9665, 0.9674, 0.9450, 0.9654
AE, SMD, True, fpr, 0.9818, 0.9818, 0.9818, 0.9813, 0.9817, 0.9819, 0.9817, 0.9814, 0.9813, 0.9819, 0.9818, 0.9819, 0.9820, 0.9817, 0.9815, 0.9820, 0.9819, 0.9819, 0.9818, 0.9816, 0.9818, 0.9816, 0.9820, 0.9820, 0.9818, 0.9818, 0.9819, 0.9818, 0.9819, 0.9819, 0.9820, 0.9819
AE, SMD, True, auc, 0.8748, 0.8650, 0.8728, 0.8702, 0.8711, 0.8386, 0.8678, 0.8712, 0.8703, 0.8814, 0.8626, 0.8631, 0.8617, 0.8697, 0.8808, 0.8725, 0.8716, 0.8608, 0.8702, 0.8669, 0.8644, 0.8705, 0.8775, 0.8616, 0.8690, 0.8782, 0.8736, 0.8669, 0.8734, 0.8554, 0.8633, 0.8681
AE, SMD, True, f1b, 0.8703, 0.8959, 0.8987, 0.8829, 0.8940, 0.8894, 0.8978, 0.9181, 0.8829, 0.9221, 0.8857, 0.8959, 0.9045, 0.8940, 0.9054, 0.8968, 0.9171, 0.9151, 0.9241, 0.9064, 0.8667, 0.8847, 0.9142, 0.8903, 0.8857, 0.9103, 0.9161, 0.8589, 0.9151, 0.8857, 0.8987, 0.8784
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.2383, 0.2312, 0.2169, 0.2149, 0.2275, 0.2326, 0.1950, 0.2245, 0.2083, 0.2188, 0.1977, 0.2290, 0.2338, 0.2165, 0.2145, 0.2783, 0.2339, 0.2565, 0.2193, 0.2259, 0.2262, 0.1929, 0.2045, 0.2081, 0.2499, 0.2257, 0.2201, 0.1848, 0.2410, 0.2489, 0.2544, 0.2032
VAE, SMD, True, f1b, 0.1380, 0.1398, 0.2295, 0.1271, 0.1277, 0.1696, 0.1258, 0.1446, 0.1078, 0.1176, 0.1413, 0.1581, 0.1729, 0.1656, 0.1962, 0.1480, 0.2133, 0.1240, 0.1569, 0.1971, 0.1696, 0.1241, 0.1435, 0.1524, 0.1361, 0.1695, 0.1480, 0.1273, 0.1439, 0.1648, 0.1961, 0.1539
OP, SMD, True, fpr, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817, 0.9817
OP, SMD, True, auc, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059, 0.5059
OP, SMD, True, f1b, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378, 0.7378
RAND, SMD, True, fpr, 0.9819, 0.9820, 0.9819, 0.9820, 0.9819, 0.9820, 0.9820, 0.9820, 0.9819, 0.9818, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9820, 0.9819, 0.9820, 0.9819, 0.9820, 0.9820, 0.9820, 0.9819, 0.9820
RAND, SMD, True, auc, 0.4926, 0.4831, 0.5118, 0.5070, 0.5118, 0.5008, 0.5009, 0.5195, 0.5244, 0.4815, 0.5283, 0.5176, 0.4740, 0.4825, 0.5191, 0.5048, 0.4868, 0.4912, 0.5027, 0.5121, 0.5139, 0.5154, 0.5001, 0.5012, 0.4900, 0.5024, 0.5151, 0.4701, 0.4947, 0.5233, 0.4887, 0.5156
RAND, SMD, True, f1b, 0.6861, 0.8105, 0.7428, 0.8529, 0.7054, 0.7196, 0.7715, 0.8290, 0.6712, 0.6390, 0.7678, 0.6832, 0.6415, 0.7629, 0.8132, 0.6513, 0.7210, 0.7456, 0.6093, 0.7752, 0.6954, 0.6658, 0.7852, 0.7449, 0.7360, 0.6172, 0.7442, 0.6590, 0.6436, 0.6957, 0.7976, 0.6756
