VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.6208, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.6208, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRO, SMAP, True, auc, 0.7471, 0.7474, 0.7465, 0.7468, 0.7454, 0.7471, 0.7475, 0.7460, 0.7441, 0.7470, 0.7469, 0.7483, 0.7472, 0.7472, 0.7479, 0.7483, 0.7455, 0.7424, 0.7470, 0.7472, 0.7481, 0.7467, 0.7465, 0.7472, 0.7480, 0.7468, 0.7475, 0.7470, 0.7479, 0.7462, 0.7466, 0.7464
FRO, SMAP, True, f1b, 0.9839, 1.0000, 0.5497, 0.9839, 1.0000, 1.0000, 0.5497, 1.0000, 0.9839, 1.0000, 0.5497, 0.5497, 0.9839, 1.0000, 0.9839, 0.9839, 0.9839, 0.5497, 0.9839, 1.0000, 0.9839, 0.9839, 1.0000, 1.0000, 1.0000, 1.0000, 0.9839, 1.0000, 0.9839, 1.0000, 1.0000, 0.9839
FRL, SMAP, True, fpr, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398, 0.5398
FRL, SMAP, True, auc, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7562, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563, 0.7563
FRL, SMAP, True, f1b, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839
FRR, SMAP, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRR, SMAP, True, auc, 0.7460, 0.7488, 0.7483, 0.7486, 0.7500, 0.7482, 0.7477, 0.7480, 0.7484, 0.7469, 0.7474, 0.7485, 0.7481, 0.7487, 0.7477, 0.7466, 0.7464, 0.7479, 0.7473, 0.7466, 0.7476, 0.7476, 0.7478, 0.7475, 0.7465, 0.7474, 0.7482, 0.7481, 0.7474, 0.7473, 0.7500, 0.7485
FRR, SMAP, True, f1b, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 1.0000, 0.9839, 0.9839, 0.9839, 1.0000, 0.9839, 0.9839, 1.0000, 1.0000, 0.9839, 0.9839, 0.9839, 0.9839, 1.0000, 0.9839, 1.0000, 0.9839, 0.9839, 0.9839, 1.0000, 0.9839, 0.9839, 1.0000
OCSVM, SMAP, True, fpr, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209
OCSVM, SMAP, True, auc, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287, 0.3287
