VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9608, 0.9608, 0.9607, 0.9607, 0.9607, 0.9607, 0.9607, 0.9608, 0.9607, 0.9608, 0.9607, 0.9607, 0.9607, 0.9607, 0.9608, 0.9608, 0.9607, 0.9608, 0.9607, 0.9608, 0.9607, 0.9588, 0.9607, 0.9607, 0.9608, 0.9608, 0.9608
FRO, SMAP, True, auc, 0.5139, 0.5149, 0.5143, 0.5139, 0.5142, 0.5140, 0.5146, 0.5140, 0.5142, 0.5137, 0.5136, 0.5139, 0.5137, 0.5139, 0.5145, 0.5138, 0.5139, 0.5138, 0.5139, 0.5138, 0.5141, 0.5139, 0.5145, 0.5137, 0.5139, 0.5150, 0.5132, 0.5138, 0.5140, 0.5139, 0.5145, 0.5143
FRO, SMAP, True, f1b, 0.0743, 0.9984, 0.9984, 0.0743, 0.9969, 0.9984, 0.9984, 0.0743, 0.9969, 0.0743, 0.4387, 0.0743, 0.0743, 0.0743, 0.9984, 0.0743, 0.0743, 0.0743, 0.0743, 0.0743, 0.0743, 0.4390, 0.9969, 0.0743, 0.4390, 0.0743, 0.0743, 0.0743, 0.4396, 0.0743, 1.0000, 0.9984
FRL, SMAP, True, fpr, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592
FRL, SMAP, True, auc, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4865, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864, 0.4864
FRL, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRR, SMAP, True, fpr, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588, 0.9588
FRR, SMAP, True, auc, 0.5134, 0.5134, 0.5134, 0.5135, 0.5135, 0.5137, 0.5134, 0.5134, 0.5138, 0.5138, 0.5134, 0.5135, 0.5134, 0.5135, 0.5138, 0.5135, 0.5135, 0.5134, 0.5135, 0.5134, 0.5135, 0.5135, 0.5138, 0.5134, 0.5134, 0.5137, 0.5137, 0.5134, 0.5135, 0.5134, 0.5137, 0.5134
FRR, SMAP, True, f1b, 0.4381, 0.4381, 0.4381, 0.4387, 0.4390, 0.8939, 0.4381, 0.4381, 0.8939, 0.8939, 0.4381, 0.4390, 0.4381, 0.4390, 0.8901, 0.4390, 0.4378, 0.4381, 0.4396, 0.4381, 0.4381, 0.4381, 0.8939, 0.4381, 0.4381, 0.8914, 0.8901, 0.4381, 0.4384, 0.4381, 0.8939, 0.4381
OCSVM, SMAP, True, fpr, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592, 0.9592
OCSVM, SMAP, True, auc, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866, 0.4866
