VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, MSL, True, fpr, 0.8584, 0.8584, 0.8584, 0.8544, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8586, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584
FRO, MSL, True, auc, 0.4363, 0.4353, 0.4360, 0.4338, 0.4343, 0.4353, 0.4359, 0.4354, 0.4361, 0.4359, 0.4359, 0.4353, 0.4366, 0.4345, 0.4352, 0.4353, 0.4363, 0.4352, 0.4350, 0.4364, 0.4351, 0.4362, 0.4351, 0.4343, 0.4364, 0.4352, 0.4342, 0.4352, 0.4360, 0.4357, 0.4351, 0.4361
FRO, MSL, True, f1b, 0.6067, 0.6067, 0.6054, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6042, 0.6067, 0.6067, 0.6067, 0.6067, 0.6054, 0.6067, 0.6067, 0.6061, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067
FRL, MSL, True, fpr, 0.8584, 0.8584, 0.8583, 0.8584, 0.8583, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8696, 0.8584, 0.8584, 0.8696, 0.8583, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8465, 0.8583, 0.8584, 0.8584, 0.8465, 0.8584, 0.8696, 0.8584, 0.8696, 0.8584, 0.8584
FRL, MSL, True, auc, 0.4375, 0.4375, 0.4377, 0.4375, 0.4377, 0.4375, 0.4375, 0.4375, 0.4375, 0.4375, 0.4383, 0.4370, 0.4375, 0.4383, 0.4377, 0.4375, 0.4375, 0.4375, 0.4375, 0.4375, 0.4369, 0.4380, 0.4377, 0.4375, 0.4375, 0.4380, 0.4375, 0.4383, 0.4375, 0.4383, 0.4375, 0.4375
FRL, MSL, True, f1b, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067
FRR, MSL, True, fpr, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8583, 0.8584, 0.8584, 0.8584, 0.8586, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584, 0.8584
FRR, MSL, True, auc, 0.4371, 0.4362, 0.4356, 0.4359, 0.4363, 0.4359, 0.4352, 0.4363, 0.4359, 0.4353, 0.4353, 0.4351, 0.4369, 0.4367, 0.4363, 0.4359, 0.4370, 0.4366, 0.4371, 0.4346, 0.4350, 0.4353, 0.4367, 0.4359, 0.4353, 0.4353, 0.4357, 0.4350, 0.4369, 0.4345, 0.4364, 0.4359
FRR, MSL, True, f1b, 0.6067, 0.6067, 0.6054, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6054, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6054, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067, 0.6067
OCSVM, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
