VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9697, 0.9697, 0.9697, 0.9697, 0.9697, 0.9698, 0.9698, 0.9697, 0.9697, 0.9697, 0.9698, 0.9698, 0.9698, 0.9698, 0.9697, 0.9697, 0.9697, 0.9697, 0.9697, 0.9697, 0.9698, 0.9697, 0.9697, 0.9697, 0.9698, 0.9697, 0.9697, 0.9698, 0.9697, 0.9697, 0.9697, 0.9698
FRO, SMAP, True, auc, 0.4773, 0.4766, 0.4761, 0.4733, 0.4736, 0.4817, 0.4739, 0.4759, 0.4771, 0.4772, 0.4789, 0.4768, 0.4737, 0.4764, 0.4762, 0.4738, 0.4731, 0.4769, 0.4736, 0.4736, 0.4735, 0.4734, 0.4772, 0.4820, 0.4737, 0.4774, 0.4760, 0.4787, 0.4770, 0.4736, 0.4767, 0.4736
FRO, SMAP, True, f1b, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.7415, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.7415, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586, 0.0586
FRL, SMAP, True, fpr, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696
FRL, SMAP, True, auc, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868, 0.4868
FRL, SMAP, True, f1b, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415
FRR, SMAP, True, fpr, 0.9697, 1.0000, 0.9697, 0.9697, 0.9697, 0.9698, 0.9697, 0.9698, 0.9697, 1.0000, 0.9697, 0.9698, 0.9698, 0.9697, 0.9697, 0.9697, 1.0000, 0.9697, 0.9698, 0.9698, 0.9697, 0.9697, 0.9698, 0.9697, 0.9698, 0.9698, 0.9697, 0.9697, 0.9697, 0.9698, 1.0000, 0.9697
FRR, SMAP, True, auc, 0.4770, 0.4735, 0.4757, 0.4763, 0.4770, 0.4735, 0.4736, 0.4767, 0.4757, 0.4763, 0.4730, 0.4817, 0.4737, 0.4732, 0.4772, 0.4734, 0.4736, 0.4769, 0.4766, 0.4767, 0.4735, 0.4736, 0.4735, 0.4737, 0.4737, 0.4735, 0.4737, 0.4732, 0.4768, 0.4765, 0.4764, 0.4736
FRR, SMAP, True, f1b, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415, 0.7415
OCSVM, SMAP, True, fpr, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696, 0.9696
OCSVM, SMAP, True, auc, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879, 0.4879
