VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.6114, 0.6114, 0.6116, 0.6114, 0.6115, 1.0000, 0.6116, 0.6114, 0.6114, 0.6114, 0.6115, 0.6114, 0.6148, 1.0000, 0.6114, 0.6116, 0.6114, 0.6116, 0.6115, 0.6114, 0.6114, 0.6116, 1.0000, 0.6114, 0.6115, 0.6116, 1.0000, 0.6114, 0.6114, 0.6114, 0.6114, 0.6116
FRO, SMAP, True, auc, 0.9448, 0.9448, 0.9448, 0.9446, 0.9446, 0.9448, 0.9448, 0.9445, 0.9448, 0.9448, 0.9446, 0.9448, 0.9447, 0.9446, 0.9448, 0.9449, 0.9448, 0.9448, 0.9449, 0.9446, 0.9444, 0.9449, 0.9447, 0.9449, 0.9446, 0.9448, 0.9447, 0.9448, 0.9448, 0.9448, 0.9448, 0.9450
FRO, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 1.0000, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 1.0000, 0.9998, 1.0000, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 1.0000
FRL, SMAP, True, fpr, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303, 0.5303
FRL, SMAP, True, auc, 0.9466, 0.9467, 0.9467, 0.9467, 0.9467, 0.9467, 0.9467, 0.9467, 0.9466, 0.9467, 0.9467, 0.9466, 0.9467, 0.9467, 0.9467, 0.9467, 0.9466, 0.9467, 0.9466, 0.9466, 0.9467, 0.9467, 0.9467, 0.9466, 0.9466, 0.9467, 0.9467, 0.9467, 0.9466, 0.9467, 0.9466, 0.9467
FRL, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
FRR, SMAP, True, fpr, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6149, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116, 0.6116
FRR, SMAP, True, auc, 0.9449, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9449, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9449, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450, 0.9450
FRR, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
OCSVM, SMAP, True, fpr, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171, 0.6171
OCSVM, SMAP, True, auc, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566, 0.0566
