VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.6465, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRO, SMAP, True, auc, 0.7589, 0.7611, 0.7601, 0.7598, 0.7609, 0.7595, 0.7609, 0.7592, 0.7575, 0.7610, 0.7600, 0.7602, 0.7549, 0.7580, 0.7613, 0.7601, 0.7581, 0.7607, 0.7605, 0.7604, 0.7597, 0.7611, 0.7556, 0.7600, 0.7562, 0.7607, 0.7604, 0.7581, 0.7602, 0.7578, 0.7603, 0.7545
FRO, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.5223, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.5223, 0.9998, 0.9998
FRL, SMAP, True, fpr, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6109, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110, 0.6110
FRL, SMAP, True, auc, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7780, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779, 0.7779
FRL, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
FRR, SMAP, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRR, SMAP, True, auc, 0.7565, 0.7571, 0.7620, 0.7581, 0.7587, 0.7610, 0.7600, 0.7588, 0.7593, 0.7619, 0.7576, 0.7569, 0.7607, 0.7565, 0.7610, 0.7581, 0.7611, 0.7612, 0.7571, 0.7587, 0.7617, 0.7558, 0.7573, 0.7582, 0.7545, 0.7618, 0.7546, 0.7616, 0.7607, 0.7615, 0.7610, 0.7579
FRR, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
OCSVM, SMAP, True, fpr, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701, 0.5701
OCSVM, SMAP, True, auc, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537, 0.7537
