VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675, 0.9675
OCSVM, SMD, True, auc, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520, 0.7520
OCSVM, SMD, True, f1b, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274, 0.9274
DBSCAN, SMD, True, fpr, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677
DBSCAN, SMD, True, auc, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007, 0.5007
DBSCAN, SMD, True, f1b, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624, 0.0624
GMM, SMD, True, fpr, 0.9677, 0.9671, 0.9677, 0.9671, 0.9671, 0.9677, 0.9671, 0.9671, 0.9677, 0.9677, 0.9671, 0.9677, 0.9671, 0.9677, 0.9671, 0.9677, 0.9677, 0.9677, 0.9677, 0.9671, 0.9677, 0.9677, 0.9677, 0.9677, 0.9671, 0.9677, 0.9671, 0.9677, 0.9677, 0.9671, 0.9671, 0.9677
GMM, SMD, True, auc, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733, 0.8733
GMM, SMD, True, f1b, 0.9750, 0.9744, 0.9750, 0.9744, 0.9744, 0.9750, 0.9744, 0.9744, 0.9750, 0.9750, 0.9744, 0.9750, 0.9744, 0.9750, 0.9744, 0.9750, 0.9750, 0.9750, 0.9750, 0.9744, 0.9750, 0.9750, 0.9750, 0.9750, 0.9744, 0.9750, 0.9744, 0.9750, 0.9750, 0.9744, 0.9744, 0.9750
IF, SMD, True, fpr, 0.9652, 0.9666, 0.9678, 0.9677, 0.9674, 0.9673, 0.9668, 0.9674, 0.9674, 0.9664, 0.9676, 0.9671, 0.9672, 0.9662, 0.9668, 0.9665, 0.9669, 0.9669, 0.9675, 0.9669, 0.9674, 0.9678, 0.9678, 0.9662, 0.9674, 0.9677, 0.9678, 0.9674, 0.9678, 0.9665, 0.9673, 0.9670
IF, SMD, True, auc, 0.8756, 0.8640, 0.8491, 0.8609, 0.8687, 0.8545, 0.8532, 0.8778, 0.8753, 0.8498, 0.8643, 0.8490, 0.8415, 0.8779, 0.8622, 0.8538, 0.8687, 0.8569, 0.8428, 0.8491, 0.8531, 0.8502, 0.8535, 0.8736, 0.8577, 0.8454, 0.8518, 0.8560, 0.8548, 0.8750, 0.8818, 0.8643
IF, SMD, True, f1b, 0.8447, 0.9078, 0.8613, 0.8639, 0.8589, 0.9163, 0.8327, 0.9139, 0.8453, 0.8212, 0.8551, 0.9069, 0.8476, 0.8462, 0.8477, 0.8514, 0.9163, 0.9037, 0.8477, 0.8375, 0.8585, 0.8381, 0.8900, 0.9241, 0.8923, 0.8892, 0.8604, 0.9078, 0.8979, 0.8814, 0.8857, 0.8667
LSTM, SMD, True, fpr, 0.9677, 0.9673, 0.9676, 0.9677, 0.9676, 0.9671, 0.9677, 0.9676, 0.9671, 0.9675, 0.9677, 0.9670, 0.9676, 0.9675, 0.9674, 0.9674, 0.9675, 0.9673, 0.9671, 0.9675, 0.9675, 0.9676, 0.9676, 0.9675, 0.9678, 0.9676, 0.9671, 0.9674, 0.9674, 0.9677, 0.9678, 0.9676
LSTM, SMD, True, auc, 0.7357, 0.7497, 0.7197, 0.7347, 0.7339, 0.7324, 0.7331, 0.7320, 0.7476, 0.7465, 0.7271, 0.7566, 0.7156, 0.7125, 0.7138, 0.7440, 0.7297, 0.7324, 0.7175, 0.7329, 0.7600, 0.7506, 0.7398, 0.7251, 0.7613, 0.7492, 0.7346, 0.7665, 0.7421, 0.7487, 0.7204, 0.7338
LSTM, SMD, True, f1b, 0.9635, 0.9635, 0.9386, 0.9268, 0.9561, 0.9549, 0.9612, 0.9607, 0.9626, 0.9567, 0.9643, 0.9680, 0.9655, 0.9607, 0.9338, 0.9582, 0.9640, 0.9574, 0.9547, 0.9626, 0.9629, 0.9648, 0.9601, 0.9601, 0.9674, 0.9500, 0.9666, 0.9512, 0.9580, 0.9567, 0.9609, 0.9661
GRU, SMD, True, fpr, 0.9677, 0.9674, 0.9676, 0.9677, 0.9667, 0.9675, 0.9677, 0.9675, 0.9677, 0.9675, 0.9678, 0.9677, 0.9677, 0.9675, 0.9670, 0.9667, 0.9678, 0.9676, 0.9669, 0.9677, 0.9677, 0.9674, 0.9675, 0.9674, 0.9672, 0.9674, 0.9670, 0.9672, 0.9675, 0.9675, 0.9677, 0.9672
GRU, SMD, True, auc, 0.7267, 0.7333, 0.7218, 0.7416, 0.7220, 0.7131, 0.7353, 0.7257, 0.7195, 0.7413, 0.7124, 0.7458, 0.7295, 0.7149, 0.7268, 0.7268, 0.7189, 0.7094, 0.7222, 0.7281, 0.7318, 0.7221, 0.7462, 0.6916, 0.7065, 0.7254, 0.7356, 0.7310, 0.7282, 0.7559, 0.7258, 0.7326
GRU, SMD, True, f1b, 0.9672, 0.9683, 0.9615, 0.9555, 0.9647, 0.9628, 0.9563, 0.9642, 0.9543, 0.9596, 0.9664, 0.9540, 0.9634, 0.9578, 0.9571, 0.9524, 0.9561, 0.9653, 0.9611, 0.9592, 0.9615, 0.9512, 0.9648, 0.9518, 0.9599, 0.9653, 0.9619, 0.9609, 0.9605, 0.9613, 0.9596, 0.9590
AE, SMD, True, fpr, 0.9672, 0.9675, 0.9673, 0.9670, 0.9674, 0.9668, 0.9668, 0.9668, 0.9668, 0.9668, 0.9668, 0.9674, 0.9670, 0.9668, 0.9674, 0.9664, 0.9674, 0.9672, 0.9677, 0.9675, 0.9665, 0.9668, 0.9677, 0.9671, 0.9675, 0.9658, 0.9677, 0.9674, 0.9674, 0.9671, 0.9671, 0.9669
AE, SMD, True, auc, 0.8541, 0.8649, 0.8437, 0.8424, 0.8370, 0.8456, 0.8480, 0.8518, 0.8369, 0.8552, 0.8586, 0.8441, 0.8475, 0.8453, 0.8465, 0.8573, 0.8389, 0.8628, 0.8650, 0.8374, 0.8557, 0.8477, 0.8483, 0.8479, 0.8449, 0.8563, 0.8354, 0.8546, 0.8463, 0.8507, 0.8453, 0.8501
AE, SMD, True, f1b, 0.9896, 0.9876, 0.9883, 0.9851, 0.9851, 0.9864, 0.9832, 0.9890, 0.9896, 0.9883, 0.9858, 0.9839, 0.9909, 0.9916, 0.9864, 0.9909, 0.9864, 0.9820, 0.9839, 0.9864, 0.9858, 0.9839, 0.9851, 0.9858, 0.9839, 0.9832, 0.9832, 0.9844, 0.9890, 0.9871, 0.9851, 0.9832
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 0.9678, 1.0000, 0.9678, 1.0000, 1.0000, 1.0000, 0.9678, 1.0000, 0.9678, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9678, 1.0000, 1.0000, 0.9678, 0.9678, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.5276, 0.5464, 0.5615, 0.5889, 0.5469, 0.6135, 0.5318, 0.5322, 0.5490, 0.5533, 0.5684, 0.4963, 0.5637, 0.5736, 0.6122, 0.5274, 0.5662, 0.5659, 0.5440, 0.5612, 0.6131, 0.5847, 0.5415, 0.5440, 0.5754, 0.5241, 0.5311, 0.5842, 0.5841, 0.5599, 0.5497, 0.5447
VAE, SMD, True, f1b, 0.2661, 0.2366, 0.2471, 0.2727, 0.3038, 0.3970, 0.2436, 0.3397, 0.2547, 0.3305, 0.2347, 0.2321, 0.3677, 0.3011, 0.2760, 0.2435, 0.3108, 0.2976, 0.2686, 0.4316, 0.3025, 0.3006, 0.6251, 0.2576, 0.2715, 0.2440, 0.3084, 0.3243, 0.3564, 0.2317, 0.2359, 0.2729
OP, SMD, True, fpr, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677, 0.9677
OP, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OP, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
RAND, SMD, True, fpr, 0.9678, 0.9678, 0.9677, 0.9677, 0.9677, 0.9678, 0.9678, 0.9677, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9677, 0.9678, 0.9677, 0.9677, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9677, 0.9677, 0.9677, 0.9677, 0.9678, 0.9677, 0.9678, 0.9678, 0.9678
RAND, SMD, True, auc, 0.5042, 0.4962, 0.4969, 0.4872, 0.4868, 0.4822, 0.5060, 0.5030, 0.4924, 0.4986, 0.4818, 0.4860, 0.4970, 0.4889, 0.4869, 0.5075, 0.5126, 0.5014, 0.5155, 0.5162, 0.4916, 0.4908, 0.4951, 0.5046, 0.4901, 0.4840, 0.4921, 0.4984, 0.5033, 0.5035, 0.4887, 0.4929
RAND, SMD, True, f1b, 0.7457, 0.7718, 0.7359, 0.7498, 0.8107, 0.7014, 0.8117, 0.8700, 0.7808, 0.7744, 0.7135, 0.7487, 0.7401, 0.7059, 0.7012, 0.8131, 0.8277, 0.7668, 0.7835, 0.7698, 0.7867, 0.8559, 0.6330, 0.7259, 0.6609, 0.6833, 0.7279, 0.7242, 0.7617, 0.7762, 0.7367, 0.7407
