VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMAP, True, f1b, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178
DBSCAN, SMAP, True, fpr, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611
DBSCAN, SMAP, True, auc, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909
DBSCAN, SMAP, True, f1b, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178, 0.7178
GMM, SMAP, True, fpr, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918, 0.7918
GMM, SMAP, True, auc, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988, 0.4988
GMM, SMAP, True, f1b, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931, 0.3931
IF, SMAP, True, fpr, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611
IF, SMAP, True, auc, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911, 0.4911
IF, SMAP, True, f1b, 0.7185, 0.7185, 0.7185, 0.7185, 0.7185, 0.7185, 0.7185, 0.7183, 0.7183, 0.7185, 0.7185, 0.7183, 0.7185, 0.7185, 0.7185, 0.7185, 0.7185, 0.7183, 0.7185, 0.7183, 0.7186, 0.7185, 0.7185, 0.7185, 0.7183, 0.7186, 0.7183, 0.7188, 0.7185, 0.7185, 0.7185, 0.7185
LSTM, SMAP, True, fpr, 0.7931, 1.0000, 0.7931, 0.7930, 0.7930, 0.7928, 0.7926, 0.7930, 0.7931, 1.0000, 0.7695, 0.7927, 0.7931, 0.7929, 0.7924, 0.7931, 0.7931, 1.0000, 0.7929, 0.7930, 0.7930, 0.7931, 0.7925, 0.7931, 0.7931, 0.7931, 0.7930, 0.7928, 0.7929, 0.7931, 0.7931, 0.7930
LSTM, SMAP, True, auc, 0.4939, 0.4909, 0.4927, 0.4886, 0.4914, 0.4911, 0.4917, 0.4932, 0.4921, 0.4932, 0.4846, 0.4917, 0.4933, 0.4922, 0.4908, 0.4910, 0.4918, 0.4927, 0.4890, 0.4941, 0.4903, 0.4908, 0.4909, 0.4937, 0.4912, 0.4934, 0.4880, 0.4906, 0.4936, 0.4920, 0.4929, 0.4928
LSTM, SMAP, True, f1b, 0.9810, 0.9813, 0.9810, 0.9810, 0.9813, 0.9810, 0.9813, 0.9810, 0.9810, 0.9810, 0.9810, 0.9813, 0.9810, 0.9810, 0.9810, 0.9813, 0.9810, 0.9810, 0.9813, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9813, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810
GRU, SMAP, True, fpr, 1.0000, 0.7931, 1.0000, 0.7931, 0.7931, 0.7929, 0.7930, 0.7928, 0.7931, 0.7928, 0.7923, 0.7931, 0.7931, 0.7931, 1.0000, 0.7931, 1.0000, 0.7930, 0.7931, 0.7931, 0.7931, 0.7930, 1.0000, 0.7931, 0.7929, 0.7929, 1.0000, 1.0000, 0.7931, 0.7930, 1.0000, 0.7931
GRU, SMAP, True, auc, 0.4905, 0.4908, 0.4897, 0.4907, 0.4890, 0.4930, 0.4850, 0.4899, 0.4901, 0.4915, 0.4884, 0.4889, 0.4917, 0.4887, 0.4897, 0.4902, 0.4917, 0.4916, 0.4885, 0.4910, 0.4875, 0.4896, 0.4872, 0.4897, 0.4901, 0.4897, 0.4888, 0.4880, 0.4886, 0.4858, 0.4906, 0.4865
GRU, SMAP, True, f1b, 0.9810, 0.9810, 0.9810, 0.9810, 0.9813, 0.9810, 0.9813, 0.9813, 0.9813, 0.9810, 0.9813, 0.9813, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9810, 0.9813, 0.9810, 0.9813, 0.9810, 0.9813, 0.9810, 0.9813, 0.9810, 0.9813, 0.9810, 0.9810, 0.9810
AE, SMAP, True, fpr, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7918, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611, 0.7611
AE, SMAP, True, auc, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4988, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909, 0.4909
AE, SMAP, True, f1b, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428
VAE, SMAP, True, fpr, 0.7642, 0.7642, 0.7642, 0.7641, 0.7641, 0.7642, 0.7642, 0.7641, 0.7643, 0.7643, 0.7642, 0.7641, 0.7642, 0.7640, 0.7642, 0.7642, 0.7641, 0.7642, 0.7640, 0.7641, 0.7642, 0.7642, 0.7641, 0.7641, 0.7643, 0.7642, 0.7643, 0.7641, 0.7643, 0.7641, 0.7643, 0.7642
VAE, SMAP, True, auc, 0.5006, 0.5007, 0.5008, 0.5009, 0.5011, 0.5007, 0.5006, 0.5011, 0.5003, 0.5003, 0.5007, 0.5011, 0.5007, 0.5012, 0.5008, 0.5007, 0.5011, 0.5006, 0.5012, 0.5009, 0.5008, 0.5006, 0.5009, 0.5011, 0.5003, 0.5008, 0.5005, 0.5011, 0.5002, 0.5009, 0.5002, 0.5008
VAE, SMAP, True, f1b, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280, 0.7280
OP, SMAP, True, fpr, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241, 0.7241
OP, SMAP, True, auc, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995, 0.4995
OP, SMAP, True, f1b, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429, 0.3429
RAND, SMAP, True, fpr, 0.7931, 1.0000, 0.7931, 0.7930, 0.7927, 0.7931, 0.7931, 1.0000, 0.7930, 0.7930, 0.7931, 0.7930, 0.7931, 0.7931, 0.7931, 0.7931, 0.7931, 0.7931, 0.7931, 0.7931, 0.7931, 0.7930, 1.0000, 1.0000, 0.7931, 0.7931, 0.7931, 1.0000, 0.7931, 1.0000, 0.7930, 1.0000
RAND, SMAP, True, auc, 0.5005, 0.4968, 0.5029, 0.4981, 0.4839, 0.5031, 0.5146, 0.4962, 0.5028, 0.5072, 0.5076, 0.4920, 0.5059, 0.4976, 0.4828, 0.4927, 0.5092, 0.4988, 0.5002, 0.5049, 0.5093, 0.5031, 0.4962, 0.4997, 0.4987, 0.4855, 0.5073, 0.4914, 0.4968, 0.5012, 0.5115, 0.4933
RAND, SMAP, True, f1b, 1.0000, 0.9975, 0.9975, 0.9983, 0.9989, 0.9972, 0.9969, 0.9983, 0.9969, 1.0000, 0.9986, 1.0000, 0.9972, 0.9972, 0.9969, 0.9975, 0.9972, 0.9969, 0.9978, 1.0000, 0.9966, 1.0000, 1.0000, 0.9953, 0.9944, 0.9978, 0.9980, 1.0000, 0.9953, 1.0000, 0.9986, 0.9953
