VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174, 0.5174
OCSVM, MSL, True, f1b, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922
DBSCAN, MSL, True, fpr, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033
DBSCAN, MSL, True, auc, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148, 0.5148
DBSCAN, MSL, True, f1b, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930, 0.9930
GMM, MSL, True, fpr, 0.7033, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7009, 0.7032, 0.7033, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7032, 0.7029, 0.7029, 0.7032, 0.7032, 0.7033, 0.7033, 0.7009, 0.7032, 0.7033, 0.7009, 0.7033, 0.7032, 0.7032
GMM, MSL, True, auc, 0.4952, 0.5007, 0.5007, 0.5007, 0.5007, 0.5012, 0.4988, 0.5012, 0.4952, 0.5012, 0.5012, 0.5007, 0.5007, 0.5012, 0.5007, 0.4995, 0.5007, 0.5007, 0.5007, 0.4927, 0.4927, 0.5007, 0.5007, 0.4952, 0.4952, 0.4988, 0.5007, 0.4952, 0.4988, 0.4952, 0.5007, 0.5007
GMM, MSL, True, f1b, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9977, 0.9977, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984, 0.9984
IF, MSL, True, fpr, 0.7033, 0.7033, 0.7032, 0.7032, 0.7032, 0.7033, 0.7033, 0.7032, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7032, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033, 0.7033
IF, MSL, True, auc, 0.5285, 0.5274, 0.5258, 0.5259, 0.5269, 0.5288, 0.5283, 0.5272, 0.5321, 0.5274, 0.5289, 0.5245, 0.5226, 0.5290, 0.5260, 0.5278, 0.5295, 0.5288, 0.5297, 0.5268, 0.5308, 0.5304, 0.5244, 0.5284, 0.5273, 0.5249, 0.5284, 0.5305, 0.5310, 0.5276, 0.5333, 0.5309
IF, MSL, True, f1b, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9922, 0.9922, 0.9846, 0.9922, 0.9846, 0.9877, 0.9846, 0.9922, 0.9922, 0.9922, 0.9846, 0.9846, 0.9831, 0.9846, 0.9922, 0.9922, 0.9922, 0.9922, 0.9764, 0.9846, 0.9877, 0.9846, 0.9846, 0.9922, 0.9846, 0.9922, 0.9922
LSTM, MSL, True, fpr, 0.7002, 0.7029, 0.7033, 0.7026, 0.7018, 0.7032, 0.7029, 0.7030, 0.7033, 0.6994, 1.0000, 1.0000, 0.7019, 0.7033, 0.7033, 1.0000, 0.7029, 0.7027, 0.7027, 0.7033, 1.0000, 0.7022, 0.7032, 0.7025, 0.7020, 0.7033, 0.7030, 0.7029, 0.7032, 0.7033, 0.7029, 0.7027
LSTM, MSL, True, auc, 0.5795, 0.5563, 0.5597, 0.5538, 0.5563, 0.5533, 0.5660, 0.5744, 0.5738, 0.5813, 0.5725, 0.5626, 0.5697, 0.5772, 0.5348, 0.5725, 0.5710, 0.5719, 0.5808, 0.5618, 0.5759, 0.5263, 0.5442, 0.5779, 0.5704, 0.5759, 0.5717, 0.5738, 0.5548, 0.5698, 0.5597, 0.5741
LSTM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
GRU, MSL, True, fpr, 0.7029, 0.7029, 0.7033, 1.0000, 1.0000, 0.7016, 0.7029, 1.0000, 1.0000, 0.7032, 0.7025, 1.0000, 0.7033, 0.7027, 0.7032, 1.0000, 0.7032, 0.7029, 0.7030, 0.7018, 0.7022, 1.0000, 0.7026, 0.7032, 0.7022, 1.0000, 0.7033, 0.7033, 1.0000, 1.0000, 0.7032, 0.7032
GRU, MSL, True, auc, 0.5722, 0.5757, 0.5747, 0.5757, 0.5732, 0.5767, 0.5714, 0.5608, 0.5725, 0.5745, 0.5766, 0.5749, 0.5736, 0.5773, 0.5753, 0.5780, 0.5414, 0.5718, 0.5750, 0.5700, 0.5770, 0.5697, 0.5716, 0.5707, 0.5734, 0.5751, 0.5774, 0.5700, 0.5115, 0.5737, 0.5649, 0.5753
GRU, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, MSL, True, fpr, 0.7026, 0.7027, 0.6948, 0.7029, 0.7033, 1.0000, 1.0000, 1.0000, 0.7032, 1.0000, 0.7008, 0.6983, 0.6991, 0.7030, 0.7033, 0.6920, 0.7033, 0.7002, 0.7004, 0.7033, 0.7026, 0.7015, 0.7002, 0.7029, 0.6995, 0.6995, 1.0000, 0.6998, 0.7032, 0.7029, 0.7030, 0.7007
AE, MSL, True, auc, 0.5238, 0.5201, 0.5513, 0.5348, 0.5250, 0.5609, 0.4465, 0.4631, 0.5637, 0.5432, 0.4976, 0.5541, 0.5371, 0.5128, 0.5234, 0.5757, 0.5046, 0.5371, 0.5462, 0.5295, 0.4495, 0.5355, 0.5350, 0.5122, 0.5181, 0.5289, 0.5215, 0.5453, 0.5260, 0.5299, 0.5324, 0.5458
AE, MSL, True, f1b, 0.9946, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9977, 0.9946, 0.9984, 0.9969, 0.9992, 0.9992, 0.9969, 0.9984, 0.9969, 0.9992, 0.9992, 0.9984, 0.9953, 0.9953, 0.9946, 0.9984, 0.9969, 0.9946, 0.9984, 0.9969, 0.9977, 0.9953, 0.9992, 0.9969, 0.9992, 0.9992
VAE, MSL, True, fpr, 0.6951, 0.7032, 0.7030, 0.6998, 0.6902, 1.0000, 0.6990, 0.6963, 0.6907, 1.0000, 0.7033, 0.7032, 0.7032, 0.7033, 0.7032, 0.6916, 0.7032, 0.7033, 0.6995, 0.6981, 0.6947, 0.7029, 0.6866, 0.7029, 0.6987, 0.7033, 0.7022, 0.7000, 1.0000, 0.7033, 0.6872, 0.6928
VAE, MSL, True, auc, 0.4971, 0.4868, 0.4964, 0.4987, 0.4999, 0.4986, 0.5011, 0.5049, 0.5025, 0.4977, 0.4989, 0.4933, 0.4694, 0.4907, 0.4908, 0.5015, 0.4935, 0.5012, 0.4972, 0.4804, 0.4975, 0.5020, 0.5009, 0.5014, 0.4915, 0.4944, 0.4919, 0.4869, 0.4928, 0.4888, 0.5012, 0.4964
VAE, MSL, True, f1b, 0.9426, 0.9581, 0.9581, 0.9426, 0.9922, 0.9922, 0.9846, 0.9581, 0.9846, 0.9581, 0.9846, 0.9846, 0.9426, 0.9922, 0.9426, 0.9922, 0.9922, 0.9426, 0.9922, 0.9846, 0.9426, 0.9922, 0.9922, 0.9426, 0.9426, 0.9426, 0.9426, 0.9581, 0.9426, 0.9426, 0.9581, 0.9922
OP, MSL, True, fpr, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836, 0.6836
OP, MSL, True, auc, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997, 0.4997
OP, MSL, True, f1b, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992, 0.9992
RAND, MSL, True, fpr, 0.7033, 1.0000, 1.0000, 0.7027, 0.7026, 0.7032, 1.0000, 1.0000, 0.7032, 0.7029, 0.7032, 0.7033, 0.7033, 0.7019, 1.0000, 0.7032, 0.7033, 1.0000, 0.7033, 1.0000, 0.7032, 0.7032, 0.7032, 0.7033, 0.7033, 1.0000, 0.7029, 0.7032, 1.0000, 0.7032, 1.0000, 0.7026
RAND, MSL, True, auc, 0.5073, 0.4981, 0.4949, 0.4938, 0.5192, 0.5039, 0.4713, 0.5095, 0.5062, 0.5194, 0.4915, 0.5060, 0.5257, 0.5038, 0.5084, 0.4913, 0.4926, 0.5004, 0.4805, 0.4905, 0.4972, 0.5057, 0.5180, 0.5250, 0.5038, 0.4728, 0.5208, 0.5250, 0.4918, 0.4950, 0.5080, 0.4885
RAND, MSL, True, f1b, 0.9930, 0.9984, 0.9992, 1.0000, 1.0000, 0.9977, 1.0000, 0.9930, 1.0000, 0.9977, 1.0000, 0.9953, 0.9961, 1.0000, 0.9984, 1.0000, 0.9977, 0.9969, 0.9961, 0.9930, 0.9977, 1.0000, 0.9977, 0.9969, 1.0000, 1.0000, 0.9969, 1.0000, 0.9961, 0.9984, 0.9961, 0.9977
