VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771
OCSVM, SMD, True, auc, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927, 0.7927
OCSVM, SMD, True, f1b, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054, 0.9054
DBSCAN, SMD, True, fpr, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769
DBSCAN, SMD, True, auc, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055, 0.5055
DBSCAN, SMD, True, f1b, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756, 0.5756
GMM, SMD, True, fpr, 0.9757, 0.9757, 0.9757, 0.9757, 0.9765, 0.9757, 0.9765, 0.9757, 0.9757, 0.9757, 0.9765, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9757, 0.9765, 0.9757, 0.9757, 0.9757, 0.9765, 0.9757, 0.9765, 0.9757, 0.9757, 0.9757, 0.9757
GMM, SMD, True, auc, 0.8395, 0.8395, 0.8395, 0.8395, 0.8398, 0.8395, 0.8331, 0.8395, 0.8395, 0.8395, 0.8331, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8395, 0.8331, 0.8395, 0.8395, 0.8395, 0.8331, 0.8395, 0.8331, 0.8395, 0.8395, 0.8395, 0.8395
GMM, SMD, True, f1b, 0.9068, 0.9068, 0.9068, 0.9068, 0.9713, 0.9068, 0.9559, 0.9068, 0.9068, 0.9068, 0.9559, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9068, 0.9559, 0.9068, 0.9068, 0.9068, 0.9559, 0.9068, 0.9559, 0.9068, 0.9068, 0.9068, 0.9068
IF, SMD, True, fpr, 0.9769, 0.9771, 0.9771, 0.9771, 0.9771, 0.9769, 0.9770, 0.9770, 0.9771, 0.9771, 0.9771, 1.0000, 0.9771, 0.9771, 0.9771, 0.9771, 0.9767, 0.9770, 0.9771, 0.9771, 0.9771, 0.9771, 0.9770, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9770, 0.9771, 0.9771, 0.9771
IF, SMD, True, auc, 0.8218, 0.8240, 0.8272, 0.8153, 0.8202, 0.8191, 0.8187, 0.8315, 0.8331, 0.8204, 0.8213, 0.8265, 0.8317, 0.8218, 0.8256, 0.8139, 0.8209, 0.8330, 0.8146, 0.8191, 0.8228, 0.8174, 0.8233, 0.8123, 0.8175, 0.8251, 0.8224, 0.8220, 0.8141, 0.8212, 0.8227, 0.8220
IF, SMD, True, f1b, 0.8517, 0.8500, 0.8819, 0.8776, 0.8775, 0.8339, 0.8611, 0.8975, 0.9418, 0.8669, 0.8919, 0.9020, 0.9207, 0.8919, 0.9043, 0.9443, 0.8627, 0.8537, 0.8733, 0.9223, 0.8776, 0.8754, 0.9005, 0.9167, 0.8377, 0.8856, 0.8709, 0.9051, 0.9128, 0.8599, 0.8761, 0.8945
LSTM, SMD, True, fpr, 0.9769, 0.9766, 0.9767, 0.9768, 0.9767, 0.9770, 0.9770, 0.9769, 0.9767, 0.9770, 0.9770, 0.9769, 0.9770, 0.9767, 0.9768, 0.9767, 0.9769, 0.9769, 0.9769, 0.9769, 0.9770, 0.9770, 0.9769, 0.9770, 0.9766, 0.9770, 0.9771, 0.9768, 0.9767, 0.9765, 0.9763, 0.9770
LSTM, SMD, True, auc, 0.6653, 0.6289, 0.6480, 0.6686, 0.6315, 0.6137, 0.6288, 0.6101, 0.6405, 0.6486, 0.6350, 0.6731, 0.6327, 0.6344, 0.6438, 0.6431, 0.6308, 0.6438, 0.6071, 0.6546, 0.6384, 0.6243, 0.6349, 0.6242, 0.6414, 0.6499, 0.6353, 0.6134, 0.6428, 0.6162, 0.6608, 0.6125
LSTM, SMD, True, f1b, 0.8340, 0.8349, 0.8340, 0.8323, 0.8297, 0.8314, 0.8358, 0.8323, 0.8323, 0.8219, 0.8349, 0.8340, 0.8367, 0.8323, 0.8279, 0.8314, 0.8340, 0.8358, 0.8349, 0.8323, 0.7996, 0.8314, 0.8358, 0.8349, 0.8323, 0.8349, 0.8349, 0.8211, 0.8194, 0.8349, 0.8349, 0.8332
GRU, SMD, True, fpr, 0.9762, 0.9769, 0.9767, 0.9765, 0.9766, 0.9771, 0.9766, 0.9770, 0.9767, 0.9768, 0.9770, 0.9769, 0.9770, 0.9770, 0.9768, 0.9771, 0.9769, 0.9763, 0.9769, 0.9764, 0.9768, 0.9771, 0.9768, 0.9766, 0.9770, 0.9770, 0.9763, 0.9771, 0.9764, 0.9771, 0.9764, 0.9771
GRU, SMD, True, auc, 0.6472, 0.6681, 0.6429, 0.6231, 0.6310, 0.6479, 0.6389, 0.6171, 0.6432, 0.6580, 0.6257, 0.6545, 0.6323, 0.6188, 0.6505, 0.6253, 0.6275, 0.6043, 0.6368, 0.6341, 0.6396, 0.6278, 0.6493, 0.6298, 0.6281, 0.6392, 0.6541, 0.6383, 0.6528, 0.6480, 0.6316, 0.6324
GRU, SMD, True, f1b, 0.8349, 0.8237, 0.8305, 0.8332, 0.8288, 0.8135, 0.8262, 0.8288, 0.8077, 0.8219, 0.8219, 0.8305, 0.8135, 0.8271, 0.8149, 0.8245, 0.8160, 0.8211, 0.7956, 0.8219, 0.8288, 0.8152, 0.8271, 0.8340, 0.8349, 0.8332, 0.8245, 0.8194, 0.8323, 0.8254, 0.8340, 0.8061
AE, SMD, True, fpr, 0.9771, 0.9760, 0.9765, 0.9769, 0.9765, 0.9765, 0.9771, 0.9766, 0.9758, 0.9766, 0.9769, 0.9771, 0.9769, 0.9771, 0.9762, 0.9769, 0.9770, 0.9771, 0.9768, 0.9771, 0.9752, 0.9768, 0.9768, 0.9765, 0.9771, 0.9769, 0.9763, 0.9766, 0.9766, 0.9769, 0.9767, 0.9765
AE, SMD, True, auc, 0.8011, 0.8249, 0.8135, 0.7957, 0.8271, 0.8077, 0.8309, 0.8052, 0.8219, 0.8167, 0.8099, 0.8056, 0.8224, 0.8090, 0.8009, 0.8140, 0.8315, 0.7995, 0.7987, 0.8125, 0.8154, 0.8055, 0.7988, 0.8089, 0.8082, 0.8011, 0.8083, 0.7877, 0.8321, 0.8070, 0.8165, 0.8031
AE, SMD, True, f1b, 0.9245, 0.8358, 0.8295, 0.8105, 0.8317, 0.8843, 0.8610, 0.9136, 0.8592, 0.8188, 0.8196, 0.8909, 0.8878, 0.8902, 0.8253, 0.9148, 0.8843, 0.8482, 0.8794, 0.8608, 0.8900, 0.8138, 0.8914, 0.8988, 0.8179, 0.8900, 0.8728, 0.8126, 0.9003, 0.8453, 0.8749, 0.9074
VAE, SMD, True, fpr, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 1.0000, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771
VAE, SMD, True, auc, 0.3593, 0.4477, 0.3837, 0.3726, 0.3634, 0.3011, 0.3675, 0.3842, 0.3201, 0.4134, 0.3862, 0.3380, 0.3492, 0.3775, 0.3602, 0.3455, 0.4483, 0.3742, 0.4027, 0.3683, 0.3284, 0.3375, 0.3936, 0.3730, 0.3481, 0.3500, 0.4180, 0.3791, 0.3538, 0.3840, 0.3265, 0.3408
VAE, SMD, True, f1b, 0.2603, 0.1864, 0.1421, 0.1731, 0.1884, 0.1541, 0.1868, 0.1591, 0.1699, 0.2019, 0.1684, 0.1268, 0.1461, 0.1817, 0.1400, 0.1783, 0.2126, 0.1678, 0.1515, 0.1959, 0.1303, 0.1349, 0.1540, 0.1700, 0.1641, 0.1557, 0.2626, 0.1384, 0.1056, 0.1845, 0.1921, 0.1541
OP, SMD, True, fpr, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769, 0.9769
OP, SMD, True, auc, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018
OP, SMD, True, f1b, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684, 0.2684
RAND, SMD, True, fpr, 0.9770, 0.9770, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9770, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9770, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9771, 0.9770
RAND, SMD, True, auc, 0.4904, 0.5027, 0.5031, 0.5193, 0.4870, 0.5085, 0.4761, 0.5017, 0.5064, 0.5051, 0.5059, 0.4957, 0.4938, 0.4875, 0.5065, 0.4830, 0.5021, 0.5062, 0.4939, 0.5006, 0.4759, 0.4938, 0.4992, 0.4866, 0.4997, 0.4872, 0.5077, 0.4894, 0.4839, 0.5073, 0.5170, 0.4895
RAND, SMD, True, f1b, 0.6492, 0.6259, 0.7432, 0.5450, 0.6466, 0.6667, 0.5986, 0.7401, 0.7101, 0.6614, 0.6233, 0.5712, 0.6499, 0.7348, 0.6931, 0.5789, 0.5956, 0.7156, 0.6077, 0.6837, 0.7756, 0.6013, 0.6275, 0.7181, 0.7430, 0.6402, 0.7229, 0.6028, 0.5424, 0.6069, 0.7101, 0.5444
