VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.5449, 0.5441, 0.5444, 0.5447, 0.5447, 0.5449, 0.5451, 0.5445, 0.5448, 0.5450, 0.5452, 0.5449, 0.5450, 0.5449, 0.5445, 0.5448, 0.5450, 0.5445, 0.5443, 0.5442, 0.5449, 0.5447, 0.5448, 0.5443, 0.5450, 0.5445, 0.5446, 0.5452, 0.5443, 0.5447, 0.5449, 0.5447
FRO, SMAP, True, auc, 0.4482, 0.4512, 0.4501, 0.4491, 0.4491, 0.4485, 0.4476, 0.4497, 0.4487, 0.4478, 0.4472, 0.4485, 0.4480, 0.4480, 0.4497, 0.4487, 0.4478, 0.4500, 0.4506, 0.4510, 0.4485, 0.4489, 0.4487, 0.4508, 0.4478, 0.4500, 0.4493, 0.4472, 0.4508, 0.4491, 0.4483, 0.4489
FRO, SMAP, True, f1b, 0.6248, 0.9283, 0.6248, 0.9283, 0.9283, 0.6248, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.6248, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.6248, 0.9283, 0.9283, 0.9283, 0.9283
FRL, SMAP, True, fpr, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456
FRL, SMAP, True, auc, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453
FRL, SMAP, True, f1b, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283
FRR, SMAP, True, fpr, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5455, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5453, 0.5456, 0.5456, 0.5456, 0.5456
FRR, SMAP, True, auc, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4455, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4457, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4453, 0.4464, 0.4453, 0.4455, 0.4453, 0.4453
FRR, SMAP, True, f1b, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283, 0.9283
OCSVM, SMAP, True, fpr, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456, 0.5456
OCSVM, SMAP, True, auc, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449, 0.4449
