VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813, 0.9813
OCSVM, SMD, True, auc, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974, 0.8974
OCSVM, SMD, True, f1b, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780, 0.9780
DBSCAN, SMD, True, fpr, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818
DBSCAN, SMD, True, auc, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024, 0.5024
DBSCAN, SMD, True, f1b, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346, 0.0346
GMM, SMD, True, fpr, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823, 0.9823
GMM, SMD, True, auc, 0.8921, 0.8920, 0.8920, 0.8921, 0.8920, 0.8922, 0.8921, 0.8922, 0.8921, 0.8922, 0.8922, 0.8921, 0.8922, 0.8921, 0.8922, 0.8922, 0.8922, 0.8922, 0.8921, 0.8921, 0.8921, 0.8921, 0.8922, 0.8920, 0.8921, 0.8921, 0.8921, 0.8921, 0.8921, 0.8921, 0.8921, 0.8920
GMM, SMD, True, f1b, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402, 0.9402
IF, SMD, True, fpr, 0.9823, 0.9814, 0.9824, 0.9823, 0.9819, 0.9823, 0.9812, 0.9821, 0.9821, 0.9817, 0.9823, 0.9817, 0.9817, 0.9823, 0.9815, 0.9823, 0.9822, 0.9823, 0.9823, 0.9821, 0.9820, 0.9823, 0.9818, 0.9822, 0.9819, 0.9820, 0.9815, 0.9820, 0.9816, 0.9823, 0.9824, 0.9820
IF, SMD, True, auc, 0.9231, 0.9277, 0.9169, 0.9236, 0.9288, 0.9204, 0.9269, 0.9257, 0.9197, 0.9223, 0.9193, 0.9271, 0.9280, 0.9255, 0.9247, 0.9260, 0.9234, 0.9218, 0.9241, 0.9273, 0.9190, 0.9217, 0.9272, 0.9279, 0.9254, 0.9226, 0.9229, 0.9188, 0.9280, 0.9218, 0.9234, 0.9216
IF, SMD, True, f1b, 0.8449, 0.8449, 0.8449, 0.8499, 0.8565, 0.8907, 0.8449, 0.8847, 0.8449, 0.8449, 0.8699, 0.8935, 0.8868, 0.8701, 0.9008, 0.8876, 0.8640, 0.8449, 0.8449, 0.8726, 0.8449, 0.8449, 0.8449, 0.8449, 0.8449, 0.8994, 0.8449, 0.8559, 0.8603, 0.8449, 0.8449, 0.8449
LSTM, SMD, True, fpr, 0.9823, 0.9823, 0.9794, 0.9818, 0.9823, 0.9819, 0.9805, 0.9820, 0.9822, 0.9810, 0.9820, 0.9816, 0.9820, 0.9817, 0.9813, 0.9801, 0.9816, 0.9823, 0.9820, 0.9822, 0.9823, 0.9812, 0.9824, 0.9808, 0.9822, 0.9823, 0.9813, 0.9820, 0.9799, 0.9812, 0.9823, 0.9816
LSTM, SMD, True, auc, 0.6216, 0.6290, 0.7230, 0.6301, 0.6364, 0.6394, 0.6543, 0.6793, 0.6275, 0.7005, 0.6550, 0.6342, 0.6638, 0.7278, 0.6993, 0.7814, 0.6504, 0.7903, 0.6393, 0.6800, 0.6136, 0.7206, 0.6349, 0.6836, 0.6636, 0.5896, 0.6177, 0.6185, 0.8010, 0.6601, 0.5329, 0.6863
LSTM, SMD, True, f1b, 0.9785, 0.9703, 0.9808, 0.9820, 0.9844, 0.9808, 0.9750, 0.9680, 0.9832, 0.9738, 0.9879, 0.9832, 0.9832, 0.9715, 0.9879, 0.9879, 0.9796, 0.9808, 0.9855, 0.9703, 0.9785, 0.9832, 0.9669, 0.9867, 0.9820, 0.9761, 0.9761, 0.9879, 0.9879, 0.9808, 0.9879, 0.9855
GRU, SMD, True, fpr, 0.9818, 0.9819, 0.9818, 0.9816, 0.9816, 0.9824, 0.9819, 0.9814, 0.9816, 0.9817, 0.9798, 0.9822, 0.9813, 0.9816, 0.9808, 0.9823, 0.9814, 0.9819, 0.9824, 0.9817, 0.9819, 0.9810, 0.9823, 0.9823, 0.9822, 0.9819, 0.9816, 0.9822, 0.9816, 0.9810, 0.9808, 0.9811
GRU, SMD, True, auc, 0.6350, 0.8026, 0.8365, 0.7511, 0.6241, 0.5948, 0.7465, 0.7995, 0.8388, 0.7739, 0.7268, 0.7024, 0.7522, 0.7157, 0.7382, 0.6439, 0.8379, 0.6693, 0.6423, 0.7189, 0.7314, 0.8766, 0.6521, 0.6009, 0.7063, 0.6823, 0.7002, 0.7595, 0.7487, 0.6954, 0.7103, 0.6907
GRU, SMD, True, f1b, 0.9646, 0.9738, 0.9750, 0.9773, 0.9680, 0.9715, 0.9750, 0.9738, 0.9646, 0.9738, 0.9785, 0.9785, 0.9680, 0.9703, 0.9715, 0.9727, 0.9727, 0.9703, 0.9785, 0.9646, 0.9727, 0.9727, 0.9796, 0.9727, 0.9727, 0.9669, 0.9738, 0.9761, 0.9773, 0.9669, 0.9715, 0.9669
AE, SMD, True, fpr, 0.9822, 0.9824, 0.9824, 0.9824, 0.9802, 0.9824, 0.9816, 0.9818, 0.9822, 0.9821, 0.9821, 0.9823, 0.9823, 0.9824, 0.9823, 0.9822, 0.9824, 0.9821, 0.9823, 0.9824, 0.9823, 0.9822, 0.9822, 0.9823, 0.9816, 0.9818, 0.9824, 0.9823, 0.9824, 0.9822, 0.9823, 0.9823
AE, SMD, True, auc, 0.8354, 0.7563, 0.8754, 0.9059, 0.8891, 0.8718, 0.9093, 0.9162, 0.7905, 0.8643, 0.7361, 0.8289, 0.8571, 0.9073, 0.8815, 0.8758, 0.8862, 0.9054, 0.8982, 0.8966, 0.8952, 0.8996, 0.9051, 0.9074, 0.9139, 0.9013, 0.7958, 0.8822, 0.9053, 0.8975, 0.7545, 0.8967
AE, SMD, True, f1b, 0.9844, 0.9844, 0.9867, 0.9844, 0.9844, 0.9844, 0.9867, 0.9855, 0.9820, 0.9867, 0.9867, 0.9832, 0.9867, 0.9855, 0.9844, 0.9867, 0.9867, 0.9867, 0.9820, 0.9844, 0.9867, 0.9867, 0.9832, 0.9844, 0.9867, 0.9844, 0.9844, 0.9808, 0.9844, 0.9844, 0.9844, 0.9855
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.0997, 0.1244, 0.1304, 0.1415, 0.1230, 0.1244, 0.1274, 0.1406, 0.1444, 0.1341, 0.1396, 0.1412, 0.1461, 0.1318, 0.1496, 0.1237, 0.1625, 0.1391, 0.1340, 0.1302, 0.1424, 0.1370, 0.1609, 0.1420, 0.1263, 0.1425, 0.1351, 0.1296, 0.1428, 0.1432, 0.1369, 0.1343
VAE, SMD, True, f1b, 0.0408, 0.0376, 0.0357, 0.0400, 0.0357, 0.0367, 0.0352, 0.0403, 0.0354, 0.0363, 0.0373, 0.0381, 0.0382, 0.0367, 0.0406, 0.0355, 0.0393, 0.0382, 0.0357, 0.0372, 0.0363, 0.0357, 0.0418, 0.0362, 0.0372, 0.0388, 0.0361, 0.0354, 0.0369, 0.0363, 0.0390, 0.0376
OP, SMD, True, fpr, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818, 0.9818
OP, SMD, True, auc, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036, 0.5036
OP, SMD, True, f1b, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548, 0.8548
RAND, SMD, True, fpr, 0.9821, 0.9824, 0.9823, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824, 0.9823, 0.9824, 0.9823, 0.9823, 0.9823, 0.9824, 0.9823, 0.9824, 0.9824, 0.9824, 0.9823, 0.9824, 0.9824, 0.9824, 1.0000, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824, 0.9824
RAND, SMD, True, auc, 0.5143, 0.4762, 0.5101, 0.4974, 0.4896, 0.4915, 0.4981, 0.4734, 0.4927, 0.5159, 0.5047, 0.5190, 0.5157, 0.5190, 0.4961, 0.4896, 0.5092, 0.4800, 0.4755, 0.5197, 0.5022, 0.5104, 0.5036, 0.4987, 0.4970, 0.4950, 0.4912, 0.5119, 0.4841, 0.5166, 0.5002, 0.4992
RAND, SMD, True, f1b, 0.8243, 0.6800, 0.7193, 0.8449, 0.7791, 0.7494, 0.8079, 0.7077, 0.8578, 0.6387, 0.6573, 0.7692, 0.7210, 0.8449, 0.8069, 0.8155, 0.8090, 0.7237, 0.8079, 0.7731, 0.7861, 0.7384, 0.7954, 0.8089, 0.7947, 0.6187, 0.8079, 0.7744, 0.8058, 0.8294, 0.7967, 0.6586
