VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMAP, True, f1b, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727, 0.9727
DBSCAN, SMAP, True, fpr, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428
DBSCAN, SMAP, True, auc, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289, 0.5289
DBSCAN, SMAP, True, f1b, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845, 0.9845
GMM, SMAP, True, fpr, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428
GMM, SMAP, True, auc, 0.5288, 0.5457, 0.5288, 0.5288, 0.5457, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5457, 0.5288, 0.5457, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288, 0.5288
GMM, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
IF, SMAP, True, fpr, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428
IF, SMAP, True, auc, 0.5405, 0.5364, 0.5390, 0.5364, 0.5379, 0.5395, 0.5383, 0.5358, 0.5390, 0.5392, 0.5388, 0.5391, 0.5337, 0.5399, 0.5389, 0.5389, 0.5359, 0.5396, 0.5389, 0.5364, 0.5389, 0.5388, 0.5360, 0.5390, 0.5369, 0.5359, 0.5345, 0.5359, 0.5406, 0.5364, 0.5383, 0.5354
IF, SMAP, True, f1b, 0.9970, 0.9955, 1.0000, 0.9944, 0.9970, 0.9978, 1.0000, 0.9974, 0.9981, 0.9922, 0.9940, 0.9993, 0.9970, 1.0000, 0.9970, 0.9970, 0.9996, 0.9978, 0.9885, 0.9978, 0.9944, 0.9823, 0.9940, 0.9896, 0.9955, 0.9985, 1.0000, 0.9904, 0.9978, 0.9955, 0.9831, 0.9978
LSTM, SMAP, True, fpr, 0.8422, 0.8425, 0.8422, 0.8427, 0.8427, 0.8427, 0.8426, 0.8427, 0.8422, 0.8386, 0.8399, 0.8425, 0.8423, 0.8427, 0.8424, 0.8425, 0.8334, 0.8382, 0.8428, 0.8420, 0.8427, 0.8425, 0.8421, 0.8427, 0.8426, 0.8422, 0.8427, 0.8427, 0.8424, 0.8410, 0.8422, 0.8424
LSTM, SMAP, True, auc, 0.7739, 0.7869, 0.7758, 0.7743, 0.7658, 0.7766, 0.7786, 0.7734, 0.7788, 0.7664, 0.7736, 0.7683, 0.7691, 0.7402, 0.7721, 0.7741, 0.7785, 0.7721, 0.7761, 0.7712, 0.7867, 0.7748, 0.7702, 0.7699, 0.7656, 0.7773, 0.7776, 0.7659, 0.7749, 0.7741, 0.7830, 0.7693
LSTM, SMAP, True, f1b, 0.9993, 0.9993, 1.0000, 1.0000, 0.9981, 1.0000, 0.9993, 1.0000, 0.9985, 0.9993, 1.0000, 0.9970, 1.0000, 0.9900, 0.9970, 0.9993, 0.9978, 0.9996, 0.9974, 0.9970, 0.9989, 0.9974, 0.9970, 0.9996, 0.9996, 0.9896, 1.0000, 0.9970, 0.9981, 0.9985, 0.9985, 1.0000
GRU, SMAP, True, fpr, 0.8408, 0.8407, 0.8421, 0.8383, 0.8426, 0.8417, 0.8426, 0.8427, 0.8428, 0.8313, 0.8384, 0.8407, 0.8348, 0.8286, 0.8424, 0.8428, 0.8424, 0.8420, 0.8334, 0.8421, 1.0000, 0.8424, 0.8361, 0.8419, 0.8424, 0.8352, 0.8423, 0.8427, 0.8362, 0.8418, 0.8425, 0.8378
GRU, SMAP, True, auc, 0.7596, 0.7860, 0.7804, 0.7849, 0.7825, 0.7653, 0.7797, 0.7430, 0.7738, 0.7834, 0.7678, 0.7475, 0.7867, 0.7803, 0.7691, 0.7707, 0.7929, 0.7826, 0.7808, 0.7639, 0.7610, 0.7786, 0.7806, 0.7841, 0.7801, 0.7730, 0.7791, 0.7966, 0.7747, 0.7683, 0.7691, 0.7789
GRU, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9996, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9996, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, SMAP, True, fpr, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8417, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428
AE, SMAP, True, auc, 0.5414, 0.5426, 0.5432, 0.5478, 0.5413, 0.5448, 0.5464, 0.5290, 0.5425, 0.5447, 0.5447, 0.5413, 0.5465, 0.5288, 0.5463, 0.5468, 0.5432, 0.5307, 0.5303, 0.5448, 0.5429, 0.5289, 0.5702, 0.5482, 0.5414, 0.5464, 0.5431, 0.5446, 0.5464, 0.5430, 0.5465, 0.5304
AE, SMAP, True, f1b, 0.9985, 0.9993, 0.9993, 0.9981, 0.9981, 0.9981, 0.9993, 0.9981, 0.9993, 0.9981, 0.9981, 0.9981, 0.9993, 0.9985, 0.9993, 0.9993, 0.9981, 0.9981, 0.9974, 0.9981, 0.9981, 0.9981, 0.9981, 0.9993, 0.9993, 0.9981, 0.9981, 0.9993, 0.9981, 0.9981, 0.9981, 0.9993
VAE, SMAP, True, fpr, 1.0000, 0.8428, 0.8428, 1.0000, 0.8428, 0.8427, 1.0000, 0.8428, 1.0000, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 1.0000, 0.8428, 1.0000, 1.0000, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 1.0000, 0.8428, 1.0000
VAE, SMAP, True, auc, 0.4693, 0.4698, 0.4693, 0.4706, 0.4710, 0.4589, 0.4689, 0.4690, 0.4689, 0.4707, 0.4705, 0.4706, 0.4684, 0.4711, 0.4692, 0.4694, 0.4689, 0.4692, 0.4695, 0.4691, 0.4695, 0.4693, 0.4680, 0.4696, 0.4700, 0.4696, 0.4690, 0.4695, 0.4697, 0.4560, 0.4691, 0.4702
VAE, SMAP, True, f1b, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024, 0.3024
OP, SMAP, True, fpr, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428, 0.8428
OP, SMAP, True, auc, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993, 0.4993
OP, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
RAND, SMAP, True, fpr, 0.8428, 0.8428, 0.8427, 1.0000, 0.8426, 0.8428, 0.8428, 0.8427, 0.8423, 0.8428, 1.0000, 0.8424, 1.0000, 0.8428, 0.8428, 0.8427, 0.8428, 0.8428, 0.8428, 0.8427, 0.8428, 0.8425, 0.8427, 0.8428, 0.8426, 0.8428, 0.8427, 1.0000, 0.8427, 0.8426, 0.8428, 1.0000
RAND, SMAP, True, auc, 0.4954, 0.5088, 0.5022, 0.4936, 0.5119, 0.4940, 0.4967, 0.4914, 0.5000, 0.5013, 0.4885, 0.5079, 0.5063, 0.5003, 0.5064, 0.4976, 0.5067, 0.5038, 0.5026, 0.5123, 0.5019, 0.5102, 0.4908, 0.5026, 0.4924, 0.4976, 0.5079, 0.5028, 0.4973, 0.5070, 0.4974, 0.5074
RAND, SMAP, True, f1b, 1.0000, 0.9963, 0.9966, 0.9940, 1.0000, 0.9959, 0.9966, 0.9963, 0.9952, 0.9966, 0.9963, 0.9948, 0.9974, 1.0000, 0.9989, 0.9970, 0.9974, 0.9981, 0.9978, 0.9955, 0.9955, 0.9981, 0.9963, 0.9952, 0.9952, 0.9959, 0.9966, 0.9940, 0.9963, 0.9871, 1.0000, 0.9959
