VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844, 0.5844
OCSVM, MSL, True, f1b, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259, 0.9259
DBSCAN, MSL, True, fpr, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413, 0.9413
DBSCAN, MSL, True, auc, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009, 0.6009
DBSCAN, MSL, True, f1b, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715, 0.1715
GMM, MSL, True, fpr, 0.9510, 0.9510, 0.9509, 0.9546, 0.9510, 0.9546, 0.9509, 0.9510, 0.9509, 0.9510, 0.9546, 0.9510, 0.9546, 0.9510, 0.9509, 0.9509, 0.9510, 0.9509, 0.9510, 0.9529, 0.9510, 0.9510, 0.9510, 0.9510, 0.9546, 0.9509, 0.9510, 0.9510, 0.9617, 0.9509, 0.9510, 0.9509
GMM, MSL, True, auc, 0.5859, 0.5859, 0.4054, 0.5876, 0.5859, 0.5876, 0.4054, 0.5859, 0.4054, 0.5859, 0.5876, 0.5859, 0.5876, 0.5859, 0.4054, 0.4054, 0.5859, 0.4054, 0.5859, 0.4055, 0.5859, 0.5859, 0.5859, 0.5859, 0.5876, 0.4054, 0.5859, 0.5859, 0.3958, 0.4054, 0.5859, 0.4054
GMM, MSL, True, f1b, 0.9346, 0.9346, 0.9119, 0.8929, 0.9346, 0.8929, 0.9119, 0.9346, 0.9119, 0.9346, 0.8929, 0.9346, 0.8929, 0.9346, 0.9119, 0.9119, 0.9346, 0.9119, 0.9346, 0.9934, 0.9346, 0.9346, 0.9346, 0.9346, 0.8929, 0.9119, 0.9346, 0.9346, 0.9146, 0.9119, 0.9346, 0.9119
IF, MSL, True, fpr, 0.9598, 0.9597, 0.9598, 0.9598, 0.9598, 0.9598, 0.9597, 0.9598, 0.9598, 0.9597, 0.9598, 0.9597, 0.9597, 0.9598, 0.9597, 0.9597, 0.9597, 0.9598, 0.9597, 0.9597, 0.9598, 0.9598, 0.9598, 0.9597, 0.9597, 0.9598, 0.9598, 0.9597, 0.9598, 0.9598, 0.9598, 0.9598
IF, MSL, True, auc, 0.5843, 0.5844, 0.5842, 0.5842, 0.5842, 0.5845, 0.5841, 0.5844, 0.5846, 0.5843, 0.5842, 0.5843, 0.5845, 0.5844, 0.5845, 0.5842, 0.5842, 0.5840, 0.5842, 0.5843, 0.5843, 0.5840, 0.5843, 0.5843, 0.5843, 0.5843, 0.5844, 0.5843, 0.5844, 0.5844, 0.5841, 0.5843
IF, MSL, True, f1b, 0.9934, 0.9524, 0.8982, 0.8982, 0.9868, 0.8696, 0.9554, 0.8824, 0.9677, 0.9709, 0.9585, 0.8721, 0.9434, 0.9464, 0.9709, 0.9091, 0.8475, 0.8380, 0.9174, 0.9740, 0.9375, 0.8646, 0.9091, 0.9836, 0.9677, 0.9375, 0.9804, 0.8357, 0.9646, 0.9901, 0.8571, 0.9615
LSTM, MSL, True, fpr, 0.9615, 0.9617, 0.9615, 0.9617, 0.9613, 0.9612, 0.9611, 0.9615, 0.9615, 0.9617, 0.9617, 0.9615, 0.9616, 0.9616, 0.9616, 0.9617, 0.9617, 0.9615, 0.9615, 0.9613, 0.9617, 0.9613, 0.9616, 0.9616, 0.9612, 0.9615, 0.9616, 0.9616, 0.9617, 0.9613, 0.9616, 0.9612
LSTM, MSL, True, auc, 0.4168, 0.4179, 0.5659, 0.4100, 0.4119, 0.5411, 0.5283, 0.5493, 0.4540, 0.4131, 0.3936, 0.3908, 0.4254, 0.4012, 0.4060, 0.4160, 0.4074, 0.4150, 0.4202, 0.5403, 0.4091, 0.5451, 0.4295, 0.4167, 0.5559, 0.5572, 0.4249, 0.4130, 0.4055, 0.4183, 0.4092, 0.5440
LSTM, MSL, True, f1b, 0.9901, 0.9901, 0.9740, 0.9901, 0.9901, 0.9836, 0.9901, 0.9901, 0.9901, 0.9901, 0.9901, 0.9836, 0.9740, 0.9901, 0.9901, 0.9901, 0.9836, 0.9901, 0.9772, 0.9804, 0.9740, 0.9901, 0.9772, 0.9901, 0.9901, 0.9709, 0.9836, 0.9901, 0.9772, 0.9901, 0.9804, 0.9804
GRU, MSL, True, fpr, 1.0000, 0.9609, 0.9616, 1.0000, 1.0000, 0.9617, 0.9617, 0.9617, 0.9616, 0.9617, 0.9617, 0.9614, 0.9616, 1.0000, 0.9616, 0.9616, 0.9613, 1.0000, 0.9617, 0.9616, 0.9617, 0.9617, 0.9606, 0.9616, 0.9614, 0.9616, 0.9617, 0.9617, 0.9615, 0.9616, 0.9616, 0.9617
GRU, MSL, True, auc, 0.4217, 0.5573, 0.3950, 0.3975, 0.3956, 0.4144, 0.4419, 0.3998, 0.4163, 0.4066, 0.3867, 0.4336, 0.4020, 0.3948, 0.3980, 0.4214, 0.4453, 0.3969, 0.4071, 0.4342, 0.4051, 0.4314, 0.4890, 0.4107, 0.5075, 0.4160, 0.4095, 0.4243, 0.5308, 0.4109, 0.4460, 0.4090
GRU, MSL, True, f1b, 0.9901, 0.9901, 0.9836, 0.9901, 0.9772, 0.9901, 0.9901, 0.9901, 0.9804, 0.9901, 0.9804, 0.9740, 0.9901, 0.9804, 0.9901, 0.9836, 0.9901, 1.0000, 0.9901, 0.9901, 0.9804, 0.9901, 0.9868, 0.9901, 0.9901, 0.9901, 0.9901, 0.9901, 0.9804, 0.9740, 0.9901, 0.9901
AE, MSL, True, fpr, 0.9510, 0.9536, 0.9510, 0.9556, 0.9510, 0.9510, 0.9554, 0.9448, 0.9510, 0.9533, 0.9510, 0.9510, 1.0000, 0.9617, 0.9556, 0.9510, 0.9507, 0.9510, 0.9508, 0.9509, 0.9535, 0.9510, 0.9555, 0.9427, 0.9554, 0.9509, 0.9509, 0.9510, 0.9614, 0.9509, 0.9540, 0.9554
AE, MSL, True, auc, 0.5840, 0.5854, 0.5866, 0.5859, 0.5815, 0.5766, 0.5875, 0.5954, 0.5851, 0.5715, 0.5898, 0.5846, 0.5670, 0.5649, 0.5765, 0.5841, 0.5934, 0.5735, 0.5908, 0.5863, 0.5848, 0.5841, 0.5854, 0.5874, 0.5841, 0.5878, 0.5749, 0.5829, 0.5892, 0.5920, 0.5809, 0.5839
AE, MSL, True, f1b, 0.8523, 0.7143, 0.8197, 0.7299, 0.8043, 0.8451, 0.7895, 0.8671, 0.7979, 0.7500, 0.8021, 0.8380, 0.9009, 0.7500, 0.8876, 0.7653, 0.8571, 0.8929, 0.7813, 0.8596, 0.7958, 0.8152, 0.8219, 0.8242, 0.7874, 0.8696, 0.8043, 0.8475, 0.8621, 0.8876, 0.7389, 0.8043
VAE, MSL, True, fpr, 0.9612, 0.9610, 0.9611, 0.9613, 0.9611, 0.9612, 0.9612, 0.9609, 0.9609, 0.9612, 0.9610, 0.9612, 0.9614, 0.9612, 0.9612, 0.9614, 0.9613, 0.9610, 0.9611, 0.9612, 0.9611, 0.9613, 0.9616, 0.9614, 0.9614, 0.9611, 0.9610, 0.9611, 0.9611, 0.9608, 0.9614, 0.9610
VAE, MSL, True, auc, 0.3793, 0.3839, 0.3818, 0.3815, 0.3805, 0.3814, 0.3790, 0.3812, 0.3809, 0.3806, 0.3927, 0.3806, 0.3813, 0.3812, 0.3828, 0.3786, 0.3805, 0.3816, 0.3808, 0.3793, 0.3862, 0.3811, 0.3893, 0.3795, 0.3805, 0.3836, 0.3871, 0.3820, 0.3828, 0.3883, 0.3795, 0.3816
VAE, MSL, True, f1b, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178, 0.1178
OP, MSL, True, fpr, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490, 0.9490
OP, MSL, True, auc, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985, 0.4985
OP, MSL, True, f1b, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737
RAND, MSL, True, fpr, 0.9610, 0.9615, 0.9616, 0.9614, 0.9612, 0.9615, 0.9617, 0.9616, 0.9616, 1.0000, 0.9616, 0.9617, 0.9617, 0.9617, 0.9614, 0.9614, 0.9617, 0.9617, 0.9615, 0.9616, 0.9615, 0.9617, 0.9617, 0.9616, 0.9613, 0.9617, 0.9615, 0.9611, 0.9617, 0.9612, 0.9616, 0.9617
RAND, MSL, True, auc, 0.5137, 0.4881, 0.5064, 0.5072, 0.5535, 0.4972, 0.4769, 0.5122, 0.4774, 0.5606, 0.4874, 0.4368, 0.5507, 0.5589, 0.4864, 0.4900, 0.5114, 0.5182, 0.5283, 0.4834, 0.5292, 0.4792, 0.5057, 0.5185, 0.5293, 0.4726, 0.4859, 0.5269, 0.4765, 0.5005, 0.4709, 0.5449
RAND, MSL, True, f1b, 0.9524, 0.8696, 0.9524, 0.9317, 0.8772, 0.9317, 0.9464, 0.8955, 0.9585, 0.9524, 0.9259, 0.9091, 0.9404, 0.9404, 0.9709, 0.9836, 0.9288, 0.9554, 0.9036, 0.9709, 0.9494, 0.8310, 0.9709, 0.9174, 0.9677, 0.8287, 0.9063, 1.0000, 0.9146, 0.8547, 1.0000, 0.9464
