VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957
OCSVM, SMD, True, auc, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862, 0.7862
OCSVM, SMD, True, f1b, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888, 0.2888
DBSCAN, SMD, True, fpr, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952
DBSCAN, SMD, True, auc, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050
DBSCAN, SMD, True, f1b, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982
GMM, SMD, True, fpr, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956, 0.9956
GMM, SMD, True, auc, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247, 0.8247
GMM, SMD, True, f1b, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187, 0.9187
IF, SMD, True, fpr, 0.9957, 0.9956, 0.9957, 0.9957, 0.9957, 0.9957, 0.9956, 0.9955, 0.9957, 0.9957, 0.9955, 0.9956, 0.9956, 0.9957, 0.9956, 0.9957, 0.9958, 0.9957, 0.9957, 0.9957, 0.9956, 0.9957, 0.9958, 0.9957, 0.9956, 0.9955, 0.9957, 0.9958, 0.9957, 0.9957, 0.9957, 0.9957
IF, SMD, True, auc, 0.7899, 0.7844, 0.7834, 0.7988, 0.8023, 0.7937, 0.8031, 0.7954, 0.7897, 0.7947, 0.7901, 0.8093, 0.7959, 0.8008, 0.7946, 0.7907, 0.7864, 0.8020, 0.7941, 0.7895, 0.8063, 0.7873, 0.7900, 0.7954, 0.8095, 0.7939, 0.7895, 0.8001, 0.7939, 0.7972, 0.7978, 0.7944
IF, SMD, True, f1b, 0.7905, 0.8264, 0.7886, 0.7931, 0.7977, 0.7805, 0.7874, 0.9901, 0.7753, 0.7582, 0.9694, 0.7529, 0.8000, 0.7758, 0.8850, 0.7886, 0.7805, 0.9709, 0.7931, 0.7273, 0.7805, 0.9434, 0.9390, 0.7968, 0.7805, 0.7805, 0.7665, 0.8636, 0.7519, 0.7805, 0.7805, 0.7758
LSTM, SMD, True, fpr, 0.9951, 0.9947, 0.9953, 0.9947, 0.9953, 0.9955, 0.9950, 0.9952, 0.9947, 0.9951, 0.9954, 0.9953, 0.9949, 0.9952, 0.9948, 0.9952, 0.9951, 0.9947, 0.9951, 0.9941, 0.9955, 0.9950, 0.9950, 0.9949, 0.9950, 0.9949, 0.9949, 0.9949, 0.9952, 0.9951, 0.9953, 0.9945
LSTM, SMD, True, auc, 0.8576, 0.8583, 0.8478, 0.8580, 0.8571, 0.8439, 0.8489, 0.8670, 0.8650, 0.8648, 0.8408, 0.8598, 0.8446, 0.8595, 0.8455, 0.8602, 0.8549, 0.8597, 0.8586, 0.8584, 0.8513, 0.8588, 0.8525, 0.8662, 0.8434, 0.8686, 0.8687, 0.8504, 0.8380, 0.8694, 0.8472, 0.8635
LSTM, SMD, True, f1b, 0.8850, 0.8929, 0.8734, 0.8889, 0.8889, 0.8850, 0.8850, 0.8969, 0.8772, 0.8850, 0.8811, 0.8929, 0.8850, 0.8772, 0.8811, 0.8696, 0.8734, 0.8734, 0.8811, 0.8850, 0.8734, 0.8696, 0.8658, 0.8811, 0.8889, 0.8969, 0.8920, 0.8796, 0.8772, 0.9009, 0.8811, 0.8850
GRU, SMD, True, fpr, 0.9949, 0.9954, 0.9957, 0.9953, 0.9945, 0.9952, 0.9952, 0.9954, 0.9956, 0.9947, 0.9956, 0.9954, 0.9954, 0.9947, 0.9951, 0.9952, 0.9951, 0.9952, 0.9955, 0.9957, 0.9952, 0.9950, 0.9953, 0.9951, 0.9950, 0.9952, 0.9952, 0.9955, 0.9951, 0.9948, 0.9953, 0.9956
GRU, SMD, True, auc, 0.8682, 0.8346, 0.8308, 0.8579, 0.8532, 0.8450, 0.8331, 0.8679, 0.8258, 0.8367, 0.8605, 0.8351, 0.8360, 0.8529, 0.8484, 0.8290, 0.8549, 0.8419, 0.8420, 0.8475, 0.8624, 0.8420, 0.8443, 0.8511, 0.8258, 0.8434, 0.8365, 0.8500, 0.8395, 0.8409, 0.8395, 0.8563
GRU, SMD, True, f1b, 0.8889, 0.8811, 0.8929, 0.8969, 0.8929, 0.8734, 0.8929, 0.8929, 0.8969, 0.8621, 0.8850, 0.8850, 0.8734, 0.8889, 0.8889, 0.9009, 0.8889, 0.8772, 0.8929, 0.8929, 0.8772, 0.8969, 0.8696, 0.8772, 0.8811, 0.8889, 0.8929, 0.8889, 0.8850, 0.8658, 0.8889, 0.8929
AE, SMD, True, fpr, 0.9956, 0.9956, 0.9958, 0.9957, 0.9955, 0.9956, 0.9955, 0.9958, 0.9957, 0.9957, 0.9957, 0.9956, 0.9956, 0.9958, 0.9957, 0.9957, 0.9956, 0.9956, 0.9957, 0.9957, 0.9957, 0.9958, 0.9957, 0.9956, 0.9954, 0.9955, 0.9956, 0.9956, 0.9956, 0.9957, 0.9956, 0.9957
AE, SMD, True, auc, 0.8238, 0.8259, 0.8398, 0.8203, 0.8388, 0.8221, 0.8172, 0.8277, 0.8221, 0.8307, 0.8103, 0.8264, 0.8266, 0.8144, 0.8308, 0.8318, 0.8299, 0.8368, 0.8223, 0.8482, 0.8082, 0.8274, 0.8075, 0.8152, 0.8340, 0.8208, 0.8280, 0.8270, 0.8413, 0.8203, 0.8145, 0.8366
AE, SMD, True, f1b, 0.9010, 0.9268, 0.8716, 0.9223, 0.9268, 0.9223, 0.8676, 0.9268, 0.9135, 0.9048, 0.9314, 0.9268, 0.9268, 0.9314, 0.9146, 0.9268, 0.9268, 0.9302, 0.9314, 0.9268, 0.9135, 0.9192, 0.9100, 0.8676, 0.9055, 0.9268, 0.9100, 0.9223, 0.9135, 0.9091, 0.9268, 0.9146
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.2903, 0.2546, 0.2377, 0.2370, 0.2859, 0.2795, 0.2533, 0.2740, 0.2515, 0.2625, 0.2771, 0.2404, 0.2527, 0.2484, 0.2582, 0.2594, 0.2539, 0.2839, 0.2346, 0.2754, 0.2751, 0.2734, 0.2757, 0.2813, 0.2395, 0.2694, 0.3007, 0.2784, 0.2997, 0.2538, 0.2899, 0.2764
VAE, SMD, True, f1b, 0.0252, 0.0238, 0.0271, 0.0207, 0.0226, 0.0256, 0.0249, 0.0262, 0.0269, 0.0241, 0.0214, 0.0238, 0.0257, 0.0236, 0.0232, 0.0275, 0.0234, 0.0254, 0.0248, 0.0248, 0.0253, 0.0274, 0.0240, 0.0238, 0.0216, 0.0268, 0.0251, 0.0233, 0.0258, 0.0260, 0.0240, 0.0240
OP, SMD, True, fpr, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952, 0.9952
OP, SMD, True, auc, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050, 0.5050
OP, SMD, True, f1b, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982, 0.1982
RAND, SMD, True, fpr, 0.9958, 0.9957, 0.9957, 0.9957, 0.9957, 0.9958, 0.9958, 0.9957, 0.9958, 0.9958, 0.9958, 0.9958, 0.9958, 0.9958, 0.9957, 0.9956, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9957, 0.9958, 0.9958, 0.9957, 0.9957, 0.9957, 0.9957, 0.9958, 0.9957, 0.9957, 0.9958
RAND, SMD, True, auc, 0.5129, 0.4892, 0.4523, 0.5288, 0.4850, 0.4966, 0.4717, 0.4943, 0.5198, 0.5211, 0.4622, 0.5218, 0.5321, 0.4548, 0.4816, 0.5117, 0.5106, 0.5105, 0.5055, 0.4519, 0.5072, 0.5304, 0.4995, 0.4956, 0.5570, 0.4800, 0.5274, 0.4697, 0.5054, 0.5297, 0.4555, 0.4480
RAND, SMD, True, f1b, 0.3713, 0.3351, 0.0831, 0.4111, 0.1325, 0.2747, 0.1711, 0.1402, 0.3899, 0.3500, 0.3171, 0.2616, 0.1294, 0.2206, 0.3069, 0.2177, 0.2532, 0.2543, 0.1487, 0.0655, 0.0885, 0.4356, 0.2413, 0.1210, 0.3471, 0.1127, 0.1575, 0.1155, 0.2016, 0.2911, 0.1461, 0.1104
