VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625, 0.6625
OCSVM, MSL, True, f1b, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991, 0.9991
DBSCAN, MSL, True, fpr, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991
DBSCAN, MSL, True, auc, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301, 0.7301
DBSCAN, MSL, True, f1b, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978, 0.9978
GMM, MSL, True, fpr, 0.4991, 0.4991, 1.0000, 0.4991, 0.4991, 0.4991, 0.4991, 1.0000, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 1.0000, 0.4991, 1.0000, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 1.0000, 0.4991, 0.4991, 0.4991, 1.0000, 0.4991, 0.4991, 0.4991
GMM, MSL, True, auc, 0.3810, 0.3810, 0.3408, 0.3810, 0.3810, 0.3494, 0.3810, 0.3525, 0.3810, 0.3494, 0.3810, 0.3810, 0.3810, 0.3810, 0.3525, 0.3494, 0.3441, 0.3810, 0.3810, 0.3810, 0.3810, 0.3810, 0.3810, 0.3494, 0.3525, 0.3494, 0.3494, 0.3494, 0.3525, 0.3810, 0.3810, 0.3494
GMM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
IF, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4980, 0.4976, 1.0000, 0.4982, 1.0000, 0.4980, 1.0000, 1.0000, 1.0000, 1.0000, 0.4982, 1.0000, 0.4980, 0.4982, 1.0000, 1.0000, 1.0000, 1.0000, 0.4980, 1.0000, 1.0000, 1.0000, 1.0000, 0.4980, 1.0000
IF, MSL, True, auc, 0.3746, 0.6544, 0.6546, 0.6550, 0.6544, 0.6543, 0.3733, 0.3738, 0.3730, 0.3728, 0.3741, 0.6543, 0.3730, 0.3729, 0.6547, 0.6554, 0.6554, 0.3746, 0.6542, 0.3733, 0.3740, 0.6544, 0.6543, 0.6544, 0.6542, 0.3729, 0.3731, 0.6560, 0.3735, 0.3729, 0.3737, 0.3743
IF, MSL, True, f1b, 0.9991, 0.9982, 1.0000, 0.9996, 1.0000, 0.9987, 0.9991, 0.9996, 1.0000, 0.9969, 0.9974, 1.0000, 1.0000, 0.9996, 1.0000, 0.9991, 0.9982, 1.0000, 1.0000, 0.9991, 1.0000, 1.0000, 0.9987, 0.9991, 0.9991, 1.0000, 0.9991, 0.9991, 0.9974, 0.9991, 0.9991, 0.9991
LSTM, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4989, 1.0000, 1.0000, 0.4879, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4991, 0.4991, 0.4991, 0.4991, 1.0000, 1.0000, 0.4991, 1.0000
LSTM, MSL, True, auc, 0.5658, 0.4405, 0.4554, 0.4336, 0.5622, 0.4391, 0.5181, 0.5523, 0.4304, 0.4225, 0.4721, 0.5448, 0.5915, 0.4325, 0.4353, 0.4210, 0.4421, 0.4390, 0.4293, 0.4235, 0.4224, 0.4309, 0.5727, 0.4186, 0.5415, 0.4913, 0.5812, 0.4228, 0.5771, 0.5155, 0.5475, 0.4401
LSTM, MSL, True, f1b, 1.0000, 1.0000, 0.9996, 1.0000, 0.9996, 0.9996, 0.9996, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9996, 0.9996, 0.9996, 1.0000, 1.0000, 1.0000, 0.9996, 1.0000, 0.9996, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9996, 0.9996
GRU, MSL, True, fpr, 0.4991, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4991, 1.0000, 1.0000, 1.0000, 0.4991, 1.0000, 1.0000, 1.0000, 0.4991, 1.0000, 1.0000, 0.4991, 1.0000, 1.0000, 0.4991, 1.0000, 0.4991, 1.0000, 1.0000, 0.4650, 1.0000, 0.4991, 0.4991, 1.0000, 1.0000
GRU, MSL, True, auc, 0.5807, 0.4256, 0.5281, 0.4295, 0.4225, 0.5358, 0.4410, 0.5384, 0.5238, 0.4281, 0.4317, 0.4226, 0.5805, 0.5149, 0.5236, 0.4154, 0.4219, 0.4317, 0.4268, 0.5012, 0.5510, 0.5727, 0.4360, 0.5200, 0.5491, 0.4401, 0.5675, 0.4362, 0.5012, 0.4291, 0.4218, 0.5610
GRU, MSL, True, f1b, 0.9996, 1.0000, 0.9996, 0.9996, 1.0000, 0.9996, 0.9996, 1.0000, 1.0000, 1.0000, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 1.0000, 0.9996, 0.9996, 1.0000, 1.0000, 0.9996, 0.9996, 1.0000, 0.9996, 0.9996, 0.9996, 1.0000, 1.0000, 1.0000, 0.9996, 0.9996, 0.9996
AE, MSL, True, fpr, 0.4991, 1.0000, 1.0000, 0.4978, 1.0000, 0.4989, 0.4989, 0.4987, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4991, 1.0000, 0.4978, 1.0000, 0.4980, 0.4978, 1.0000, 1.0000, 0.4991, 1.0000, 0.4978, 1.0000, 1.0000, 0.4991, 0.4989, 0.4978
AE, MSL, True, auc, 0.3302, 0.6448, 0.3642, 0.3851, 0.3617, 0.3867, 0.6575, 0.3788, 0.3870, 0.3363, 0.3611, 0.3606, 0.6414, 0.3663, 0.2956, 0.3399, 0.6478, 0.3583, 0.3436, 0.3849, 0.3499, 0.3088, 0.3673, 0.3666, 0.3767, 0.6653, 0.3876, 0.3625, 0.3585, 0.3715, 0.6528, 0.6462
AE, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4991, 1.0000, 0.4989, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, MSL, True, auc, 0.2299, 0.2247, 0.2284, 0.2221, 0.2247, 0.2271, 0.2239, 0.2247, 0.2243, 0.2287, 0.2253, 0.2226, 0.2762, 0.2240, 0.2217, 0.2267, 0.2307, 0.2289, 0.2245, 0.2245, 0.2291, 0.2244, 0.2243, 0.2290, 0.2274, 0.2242, 0.2290, 0.2254, 0.2270, 0.2229, 0.2238, 0.2301
VAE, MSL, True, f1b, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908, 0.7908
OP, MSL, True, fpr, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991
OP, MSL, True, auc, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991, 0.4991
OP, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
RAND, MSL, True, fpr, 1.0000, 1.0000, 0.4987, 1.0000, 0.4989, 0.4989, 1.0000, 0.4982, 0.4991, 0.4989, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4989, 1.0000, 0.4989, 0.4991, 0.4991, 1.0000, 0.4989, 1.0000, 0.4987, 1.0000, 1.0000, 1.0000, 0.4989, 1.0000, 1.0000, 1.0000
RAND, MSL, True, auc, 0.4992, 0.4840, 0.5299, 0.4645, 0.5095, 0.5104, 0.4957, 0.5148, 0.5153, 0.5091, 0.5053, 0.4916, 0.4707, 0.4954, 0.4989, 0.4867, 0.5009, 0.4957, 0.5024, 0.4989, 0.4973, 0.4902, 0.4910, 0.4984, 0.5057, 0.5063, 0.4957, 0.4849, 0.4828, 0.5153, 0.4980, 0.5041
RAND, MSL, True, f1b, 1.0000, 0.9991, 1.0000, 1.0000, 0.9991, 0.9996, 0.9996, 0.9996, 1.0000, 0.9991, 0.9978, 1.0000, 1.0000, 0.9969, 0.9996, 0.9991, 1.0000, 0.9991, 0.9987, 0.9978, 0.9987, 0.9991, 1.0000, 1.0000, 0.9965, 0.9978, 1.0000, 0.9987, 1.0000, 1.0000, 1.0000, 1.0000
