VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387, 0.5387
OCSVM, MSL, True, f1b, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107, 0.9107
DBSCAN, MSL, True, fpr, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945, 0.8945
DBSCAN, MSL, True, auc, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041, 0.5041
DBSCAN, MSL, True, f1b, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766, 0.9766
GMM, MSL, True, fpr, 0.8967, 0.8036, 0.8967, 0.8000, 0.8036, 0.8000, 0.8967, 0.8036, 0.8967, 0.8967, 0.8036, 0.8000, 0.8967, 0.8000, 0.8000, 0.8036, 0.8967, 0.8967, 0.8000, 0.8000, 0.8967, 0.8967, 0.8967, 0.8000, 0.8000, 0.8000, 0.8967, 0.8967, 0.8036, 0.8000, 0.8000, 0.8036
GMM, MSL, True, auc, 0.5115, 0.5150, 0.5115, 0.5289, 0.5150, 0.5289, 0.5115, 0.5150, 0.5115, 0.5115, 0.5150, 0.5289, 0.5115, 0.5289, 0.5289, 0.5150, 0.5115, 0.5115, 0.5289, 0.5289, 0.5115, 0.5115, 0.5115, 0.5289, 0.5289, 0.5289, 0.5115, 0.5115, 0.5150, 0.5289, 0.5289, 0.5150
GMM, MSL, True, f1b, 0.9785, 0.9843, 0.9785, 0.9560, 0.9843, 0.9560, 0.9785, 0.9843, 0.9785, 0.9785, 0.9843, 0.9560, 0.9785, 0.9560, 0.9560, 0.9843, 0.9785, 0.9785, 0.9560, 0.9560, 0.9785, 0.9785, 0.9785, 0.9560, 0.9560, 0.9560, 0.9785, 0.9785, 0.9843, 0.9560, 0.9560, 0.9843
IF, MSL, True, fpr, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000, 0.8000
IF, MSL, True, auc, 0.5283, 0.5289, 0.5292, 0.5284, 0.5285, 0.5281, 0.5281, 0.5285, 0.5287, 0.5290, 0.5286, 0.5284, 0.5283, 0.5285, 0.5288, 0.5289, 0.5280, 0.5287, 0.5286, 0.5290, 0.5285, 0.5286, 0.5290, 0.5284, 0.5286, 0.5291, 0.5289, 0.5290, 0.5288, 0.5284, 0.5285, 0.5285
IF, MSL, True, f1b, 0.9766, 0.9747, 0.9804, 0.9242, 0.9452, 0.9242, 0.9042, 0.9452, 0.9785, 0.9634, 0.9363, 0.9259, 0.9107, 0.9294, 0.9434, 0.9653, 0.9042, 0.9259, 0.9191, 0.9416, 0.9042, 0.9311, 0.9747, 0.9785, 0.9328, 0.9328, 0.9671, 0.9579, 0.9294, 0.9242, 0.9191, 0.9276
LSTM, MSL, True, fpr, 0.8967, 0.8969, 0.8971, 1.0000, 0.8968, 0.8968, 1.0000, 0.8970, 0.8969, 1.0000, 0.8969, 0.8965, 1.0000, 0.8966, 1.0000, 1.0000, 0.8965, 0.8963, 0.8970, 1.0000, 0.8966, 0.8970, 0.8969, 1.0000, 0.8969, 0.8969, 0.8966, 0.8971, 1.0000, 0.8970, 0.8970, 0.8967
LSTM, MSL, True, auc, 0.5498, 0.6011, 0.5714, 0.5630, 0.5657, 0.5338, 0.5364, 0.5469, 0.5825, 0.5724, 0.5437, 0.5234, 0.5531, 0.5547, 0.5966, 0.5546, 0.5147, 0.5743, 0.5555, 0.5783, 0.5360, 0.5611, 0.5370, 0.5371, 0.5444, 0.5457, 0.5570, 0.5907, 0.5760, 0.5727, 0.5649, 0.5535
LSTM, MSL, True, f1b, 0.8961, 0.8977, 0.8945, 0.8961, 0.8945, 0.8993, 0.8929, 0.8961, 0.8929, 0.8945, 0.8977, 0.8977, 0.9009, 0.8961, 0.8929, 0.8929, 0.9042, 0.8929, 0.9042, 0.8961, 0.8977, 0.8929, 0.8945, 0.8961, 0.8913, 0.8913, 0.9025, 0.8945, 0.8961, 0.8977, 0.8945, 0.8961
GRU, MSL, True, fpr, 0.8969, 0.8861, 1.0000, 0.8940, 0.8963, 0.8968, 0.8943, 0.8969, 0.8853, 0.8816, 0.8947, 0.8928, 0.8935, 0.8966, 0.8929, 0.8926, 0.8920, 0.8926, 0.8950, 0.8824, 0.8942, 0.8936, 0.8954, 0.8828, 0.8713, 1.0000, 0.8965, 0.8970, 0.8970, 0.8927, 0.8968, 0.8913
GRU, MSL, True, auc, 0.5635, 0.5864, 0.6129, 0.6347, 0.5824, 0.6358, 0.7125, 0.6342, 0.6167, 0.6054, 0.6371, 0.6181, 0.5953, 0.5892, 0.6257, 0.5867, 0.6347, 0.6355, 0.6181, 0.5960, 0.6243, 0.6045, 0.6164, 0.5937, 0.6011, 0.5911, 0.6305, 0.5847, 0.5729, 0.6373, 0.6555, 0.6080
GRU, MSL, True, f1b, 0.8993, 0.8961, 0.8993, 0.8945, 0.8993, 0.8977, 0.8961, 0.8945, 0.8961, 0.8929, 0.8945, 0.8929, 0.8977, 0.8945, 0.8961, 0.8913, 0.8977, 0.8945, 0.9025, 0.9009, 0.8961, 0.8977, 0.9042, 0.8913, 0.8913, 0.9042, 0.9009, 0.8961, 0.8977, 0.8961, 0.8977, 0.8961
AE, MSL, True, fpr, 0.8000, 0.8000, 0.8000, 0.8969, 0.8000, 0.8000, 0.8000, 1.0000, 0.8000, 0.8945, 0.8000, 0.8000, 0.7995, 0.8000, 1.0000, 0.8945, 0.8945, 0.8000, 0.8000, 0.7997, 0.8945, 0.8000, 0.8945, 0.8000, 0.7994, 1.0000, 0.8000, 1.0000, 0.7994, 0.8000, 0.8000, 0.7994
AE, MSL, True, auc, 0.5284, 0.5288, 0.5288, 0.5125, 0.5290, 0.5288, 0.5287, 0.5228, 0.5286, 0.5383, 0.5290, 0.5288, 0.5294, 0.5285, 0.5231, 0.5296, 0.5382, 0.5285, 0.5288, 0.5293, 0.5380, 0.5290, 0.5381, 0.5287, 0.5223, 0.5130, 0.5291, 0.5247, 0.5224, 0.5289, 0.5287, 0.5224
AE, MSL, True, f1b, 0.9381, 0.9597, 0.9560, 0.9597, 0.9506, 0.9328, 0.9311, 0.9294, 0.9524, 0.9225, 0.9597, 0.9470, 0.9058, 0.9434, 0.9398, 0.9597, 0.9381, 0.9311, 0.9506, 0.9506, 0.9058, 0.9488, 0.9560, 0.9381, 0.9579, 0.9208, 0.9328, 0.9242, 0.9560, 0.9542, 0.9452, 0.9597
VAE, MSL, True, fpr, 0.8968, 1.0000, 0.8970, 0.8970, 0.8968, 1.0000, 0.8969, 0.8970, 1.0000, 1.0000, 0.8968, 1.0000, 0.8969, 0.8970, 0.8968, 0.8970, 0.8964, 0.8971, 0.8970, 0.8970, 1.0000, 0.8969, 0.8969, 1.0000, 0.8968, 1.0000, 1.0000, 0.8971, 0.8967, 1.0000, 0.8970, 0.8970
VAE, MSL, True, auc, 0.4702, 0.4747, 0.4719, 0.4721, 0.4624, 0.4752, 0.4568, 0.4739, 0.4675, 0.4732, 0.4722, 0.4854, 0.4731, 0.4686, 0.4739, 0.4702, 0.4654, 0.4728, 0.4733, 0.4751, 0.4645, 0.4794, 0.4744, 0.4682, 0.4740, 0.4727, 0.4756, 0.4708, 0.4688, 0.4707, 0.4712, 0.4688
VAE, MSL, True, f1b, 0.1897, 0.1916, 0.1908, 0.1903, 0.1919, 0.1911, 0.1930, 0.1908, 0.1902, 0.1911, 0.1903, 0.3536, 0.1905, 0.1911, 0.1908, 0.3516, 0.1926, 0.1918, 0.1906, 0.1911, 0.1913, 0.3516, 0.1909, 0.1910, 0.1908, 0.1904, 0.3559, 0.1898, 0.1918, 0.1912, 0.1900, 0.1893
OP, MSL, True, fpr, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354, 0.8354
OP, MSL, True, auc, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044, 0.5044
OP, MSL, True, f1b, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666, 0.5666
RAND, MSL, True, fpr, 0.8967, 0.8958, 0.8965, 1.0000, 0.8968, 0.8966, 0.8969, 0.8968, 0.8967, 0.8971, 0.8965, 1.0000, 0.8971, 0.8969, 0.8968, 0.8959, 0.8959, 0.8951, 0.8969, 0.8966, 1.0000, 0.8969, 0.8968, 0.8971, 0.8969, 0.8968, 0.8969, 0.8970, 0.8969, 0.8966, 0.8964, 0.8971
RAND, MSL, True, auc, 0.4909, 0.4725, 0.5180, 0.4727, 0.5333, 0.5173, 0.5183, 0.5112, 0.5029, 0.5301, 0.5123, 0.4666, 0.5141, 0.5150, 0.5308, 0.5097, 0.5102, 0.4986, 0.4859, 0.5037, 0.5195, 0.5088, 0.5121, 0.5175, 0.4830, 0.5160, 0.4808, 0.5282, 0.5145, 0.5014, 0.4933, 0.4722
RAND, MSL, True, f1b, 0.9488, 0.9434, 0.9488, 0.9174, 0.9560, 0.9747, 0.9398, 0.9804, 0.9452, 0.9671, 0.9634, 0.9524, 0.9766, 0.9653, 0.9960, 0.9276, 0.9560, 0.9416, 0.9823, 0.9881, 0.9091, 0.8929, 0.9259, 0.9843, 0.9091, 0.9597, 0.9597, 0.9597, 0.9804, 0.8929, 0.9025, 0.9823
