VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959, 0.4959
OCSVM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
DBSCAN, MSL, True, fpr, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273
DBSCAN, MSL, True, auc, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945, 0.4945
DBSCAN, MSL, True, f1b, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805
GMM, MSL, True, fpr, 0.9355, 0.9355, 0.9355, 0.9355, 0.9353, 0.9346, 0.9357, 0.9355, 0.9355, 0.9346, 0.9355, 0.9346, 0.9353, 0.9354, 0.9353, 0.9353, 0.9346, 0.9357, 0.9346, 0.9346, 0.9346, 0.9353, 0.9357, 0.9346, 0.9357, 0.9357, 0.9346, 0.9346, 0.9355, 0.9353, 0.9355, 0.9355
GMM, MSL, True, auc, 0.4987, 0.5078, 0.4987, 0.4987, 0.4945, 0.5044, 0.4932, 0.4987, 0.4987, 0.5044, 0.4987, 0.5044, 0.4945, 0.5024, 0.4945, 0.4890, 0.5044, 0.4932, 0.5044, 0.5044, 0.5044, 0.4913, 0.4932, 0.5044, 0.4966, 0.4932, 0.5044, 0.5044, 0.4987, 0.4891, 0.4966, 0.4987
GMM, MSL, True, f1b, 0.9476, 0.9496, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9496, 0.9476, 0.8464, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9496, 0.9476, 0.9476, 0.9496, 0.9476, 0.9476, 0.9476, 0.9476, 0.9476, 0.9496, 0.9476
IF, MSL, True, fpr, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273
IF, MSL, True, auc, 0.4951, 0.4951, 0.4948, 0.4948, 0.4949, 0.4951, 0.4950, 0.4948, 0.4951, 0.4949, 0.4952, 0.4949, 0.4950, 0.4950, 0.4952, 0.4951, 0.4951, 0.4948, 0.4950, 0.4952, 0.4949, 0.4946, 0.4950, 0.4950, 0.4952, 0.4949, 0.4951, 0.4949, 0.4953, 0.4952, 0.4951, 0.4949
IF, MSL, True, f1b, 0.9397, 0.9536, 0.9784, 0.9206, 0.9436, 0.9638, 0.9076, 0.8496, 0.9700, 0.9040, 0.9436, 0.9556, 0.9784, 0.9339, 0.9869, 0.9658, 0.9679, 0.8610, 0.9679, 0.9417, 0.9784, 0.9243, 0.9869, 0.8863, 0.9891, 0.9700, 0.9300, 0.9339, 0.9556, 0.9762, 0.9658, 0.8464
LSTM, MSL, True, fpr, 0.9360, 0.9360, 0.9360, 0.9356, 0.9359, 0.9359, 0.9359, 1.0000, 0.9360, 0.9359, 0.9358, 0.9359, 0.9360, 0.9360, 0.9360, 0.9360, 0.9357, 0.9360, 0.9360, 0.9359, 0.9359, 0.9359, 0.9360, 0.9360, 0.9358, 0.9358, 0.9360, 0.9360, 0.9360, 0.9360, 0.9358, 0.9360
LSTM, MSL, True, auc, 0.5553, 0.5433, 0.5101, 0.5186, 0.5678, 0.5351, 0.5153, 0.5328, 0.5468, 0.5327, 0.5422, 0.5526, 0.5464, 0.5623, 0.5630, 0.5509, 0.5282, 0.5430, 0.5287, 0.5321, 0.5002, 0.5348, 0.5181, 0.5897, 0.5373, 0.5251, 0.5532, 0.5688, 0.5323, 0.5350, 0.5253, 0.5524
LSTM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
GRU, MSL, True, fpr, 0.9360, 0.9360, 0.9352, 0.9358, 0.9360, 0.9357, 0.9359, 0.9360, 0.9356, 0.9359, 0.9360, 0.9360, 0.9359, 0.9359, 0.9358, 0.9358, 1.0000, 1.0000, 0.9354, 0.9359, 0.9359, 0.9359, 0.9360, 0.9355, 0.9358, 0.9352, 0.9356, 0.9357, 0.9355, 0.9360, 0.9358, 0.9360
GRU, MSL, True, auc, 0.5444, 0.5178, 0.5641, 0.5373, 0.5516, 0.5437, 0.5351, 0.5466, 0.5309, 0.5607, 0.5487, 0.5439, 0.5355, 0.5364, 0.5568, 0.5576, 0.5373, 0.5362, 0.5484, 0.5582, 0.5557, 0.5697, 0.5392, 0.5590, 0.5464, 0.5278, 0.5456, 0.5961, 0.5450, 0.5472, 0.5335, 0.5349
GRU, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, MSL, True, fpr, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9355, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9358, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273, 0.9273
AE, MSL, True, auc, 0.4955, 0.4955, 0.4954, 0.4953, 0.4951, 0.4954, 0.4953, 0.4953, 0.4956, 0.4953, 0.4953, 0.5029, 0.4954, 0.4953, 0.4953, 0.4955, 0.4953, 0.4957, 0.4956, 0.4954, 0.4954, 0.4951, 0.5024, 0.4952, 0.4956, 0.4953, 0.4953, 0.4956, 0.4954, 0.4954, 0.4953, 0.4950
AE, MSL, True, f1b, 0.9805, 0.9805, 0.9784, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9784, 0.9638, 0.9805, 0.9805, 0.9805, 0.9679, 0.9720, 0.9784, 0.9762, 0.9638, 0.9805, 0.9805, 0.9762, 0.9805, 0.9805, 0.9805, 0.9805, 0.9762, 0.9805, 0.9784, 0.9805, 0.9784, 0.9805, 0.9741
VAE, MSL, True, fpr, 0.9360, 0.9356, 0.9360, 0.9352, 0.9360, 0.9356, 0.9353, 0.9351, 0.9358, 0.9356, 0.9360, 0.9360, 0.9360, 0.9356, 0.9360, 0.9356, 0.9359, 0.9360, 0.9360, 0.9360, 0.9359, 0.9360, 0.9360, 0.9360, 0.9355, 0.9348, 0.9353, 0.9349, 0.9356, 0.9358, 0.9353, 0.9352
VAE, MSL, True, auc, 0.5105, 0.5102, 0.5099, 0.5113, 0.5287, 0.5102, 0.5213, 0.5146, 0.5106, 0.5194, 0.5104, 0.5105, 0.5104, 0.5090, 0.5187, 0.5219, 0.5106, 0.5150, 0.5316, 0.5096, 0.5108, 0.5190, 0.5111, 0.5098, 0.5124, 0.5112, 0.5148, 0.5112, 0.5169, 0.5108, 0.5109, 0.5126
VAE, MSL, True, f1b, 0.6936, 0.6936, 0.6936, 0.6936, 1.0000, 0.6936, 1.0000, 1.0000, 0.6936, 1.0000, 0.6936, 0.6936, 0.6936, 0.6936, 1.0000, 0.9978, 0.6936, 1.0000, 1.0000, 0.6936, 0.6936, 1.0000, 0.6936, 0.6936, 1.0000, 0.6936, 1.0000, 0.6936, 1.0000, 0.6936, 0.6936, 1.0000
OP, MSL, True, fpr, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263, 0.9263
OP, MSL, True, auc, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009, 0.5009
OP, MSL, True, f1b, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386, 0.6386
RAND, MSL, True, fpr, 0.9360, 0.9359, 1.0000, 0.9355, 0.9357, 0.9356, 0.9359, 0.9359, 0.9352, 0.9359, 0.9360, 0.9360, 0.9359, 0.9360, 0.9357, 0.9358, 1.0000, 0.9359, 0.9350, 0.9355, 1.0000, 0.9357, 0.9358, 1.0000, 0.9360, 0.9359, 1.0000, 0.9360, 0.9359, 0.9359, 0.9360, 0.9355
RAND, MSL, True, auc, 0.4854, 0.4773, 0.4930, 0.5001, 0.5024, 0.5102, 0.5015, 0.5175, 0.4927, 0.4945, 0.5035, 0.4767, 0.5148, 0.4716, 0.5169, 0.4839, 0.4929, 0.4897, 0.5033, 0.5244, 0.5233, 0.5050, 0.4969, 0.5015, 0.5414, 0.4893, 0.4807, 0.4820, 0.5034, 0.5246, 0.5263, 0.5239
RAND, MSL, True, f1b, 0.8986, 0.9095, 0.9358, 0.7930, 0.8743, 0.9113, 0.9847, 0.9847, 0.8464, 0.9476, 0.8433, 0.9658, 0.8043, 0.8370, 0.8845, 0.8248, 0.9516, 0.9741, 0.8692, 0.9358, 0.9679, 0.9113, 0.8464, 0.8324, 0.9720, 0.9131, 0.8561, 0.9869, 0.9224, 0.8464, 0.9417, 0.9320
