VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9655, 0.9659, 0.9655, 0.9655, 0.9659, 0.9659, 0.9659, 0.9659, 0.9655, 0.9659, 0.9659, 0.9655, 0.9659, 0.9659, 0.9659, 0.9655, 0.9655, 0.9655, 0.9659, 0.9659, 0.9655, 0.9659, 0.9659, 0.9659, 0.9659, 0.9655, 0.9655, 0.9655, 0.9659, 0.9655, 0.9655, 0.9659
FRO, SMAP, True, auc, 0.6786, 0.6712, 0.6785, 0.6785, 0.6712, 0.6712, 0.6705, 0.6712, 0.6785, 0.6712, 0.6712, 0.6784, 0.6712, 0.6710, 0.6712, 0.6786, 0.6786, 0.6786, 0.6712, 0.6712, 0.6785, 0.6712, 0.6712, 0.6712, 0.6712, 0.6786, 0.6786, 0.6786, 0.6712, 0.6786, 0.6785, 0.6712
FRO, SMAP, True, f1b, 0.9060, 0.9060, 0.9060, 0.0639, 0.9060, 0.9060, 0.9060, 0.9060, 0.0639, 0.9060, 0.9060, 0.0639, 0.9060, 0.0639, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060
FRL, SMAP, True, fpr, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659
FRL, SMAP, True, auc, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704
FRL, SMAP, True, f1b, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060
FRR, SMAP, True, fpr, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659
FRR, SMAP, True, auc, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704
FRR, SMAP, True, f1b, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060, 0.9060
OCSVM, SMAP, True, fpr, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659, 0.9659
OCSVM, SMAP, True, auc, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704, 0.6704
