VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147, 0.6147
OCSVM, MSL, True, f1b, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091
DBSCAN, MSL, True, fpr, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338, 0.9338
DBSCAN, MSL, True, auc, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273, 0.6273
DBSCAN, MSL, True, f1b, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130, 0.8130
GMM, MSL, True, fpr, 0.9341, 0.9341, 0.9341, 0.9338, 0.9339, 0.9338, 0.9341, 0.9341, 0.9341, 0.9341, 0.9341, 0.9341, 0.9338, 0.9341, 0.9341, 0.9341, 0.9341, 0.9341, 0.9338, 0.9194, 0.9189, 0.9341, 0.9341, 0.9144, 0.9341, 0.9339, 0.9338, 0.9341, 0.9341, 0.9338, 0.9341, 0.9341
GMM, MSL, True, auc, 0.6313, 0.6313, 0.6313, 0.6134, 0.6077, 0.6134, 0.6313, 0.6313, 0.6313, 0.6313, 0.6313, 0.6313, 0.6134, 0.6313, 0.5982, 0.6313, 0.6313, 0.6313, 0.6134, 0.6143, 0.6082, 0.6313, 0.6313, 0.5573, 0.6313, 0.6077, 0.6134, 0.6313, 0.6313, 0.6134, 0.6313, 0.6313
GMM, MSL, True, f1b, 0.8599, 0.8599, 0.8599, 0.8511, 0.8511, 0.8511, 0.8599, 0.8599, 0.8599, 0.8599, 0.8599, 0.8599, 0.8511, 0.8599, 0.8511, 0.8599, 0.8599, 0.8599, 0.8511, 0.8475, 0.8511, 0.8599, 0.8599, 0.8710, 0.8599, 0.8511, 0.8511, 0.8599, 0.8599, 0.8511, 0.8599, 0.8599
IF, MSL, True, fpr, 0.8984, 0.8984, 0.9138, 0.8969, 0.9140, 0.9138, 0.8984, 0.8984, 0.9122, 0.9150, 0.9122, 0.9138, 0.8984, 0.8969, 0.8984, 0.8984, 0.8977, 0.8984, 0.9141, 0.8984, 0.9150, 0.9058, 0.8984, 0.9059, 0.8984, 0.8983, 0.8984, 0.8984, 0.9150, 0.8983, 0.9150, 0.9138
IF, MSL, True, auc, 0.5546, 0.5545, 0.5544, 0.5546, 0.5543, 0.5543, 0.5550, 0.5538, 0.5536, 0.5540, 0.5539, 0.5545, 0.5550, 0.5539, 0.5546, 0.5544, 0.5548, 0.5547, 0.5539, 0.5538, 0.5546, 0.5547, 0.5545, 0.5536, 0.5549, 0.5543, 0.5541, 0.5536, 0.5532, 0.5541, 0.5536, 0.5546
IF, MSL, True, f1b, 0.9507, 0.9441, 0.9247, 0.9609, 0.9153, 0.9215, 0.9507, 0.9643, 0.9408, 0.9574, 0.9375, 0.9122, 0.9474, 0.9247, 0.9343, 0.9278, 0.9408, 0.9783, 0.9122, 0.9854, 0.9310, 0.9184, 0.9247, 0.9060, 0.9712, 0.9375, 0.9507, 0.8626, 0.9609, 0.9890, 0.9783, 0.9474
LSTM, MSL, True, fpr, 0.9019, 0.9341, 0.9338, 0.9338, 0.8987, 0.9012, 0.9329, 0.9338, 0.9339, 0.9339, 0.9338, 0.8972, 0.9329, 0.9337, 0.9012, 0.9004, 0.9336, 0.9338, 0.9340, 0.9338, 0.9339, 0.9337, 0.9338, 0.9335, 0.9341, 0.9336, 0.8972, 0.9340, 0.9336, 0.9338, 0.9340, 0.8970
LSTM, MSL, True, auc, 0.6349, 0.4834, 0.6349, 0.5557, 0.6423, 0.6360, 0.6335, 0.4938, 0.6241, 0.5548, 0.6232, 0.6405, 0.6243, 0.6225, 0.6374, 0.6319, 0.6119, 0.6350, 0.6258, 0.5467, 0.6226, 0.5678, 0.6231, 0.6138, 0.5647, 0.5975, 0.6326, 0.6229, 0.6207, 0.5799, 0.6241, 0.6423
LSTM, MSL, True, f1b, 0.9474, 0.9375, 0.9408, 0.9278, 0.9408, 0.9441, 0.9441, 0.9278, 0.9215, 0.9278, 0.9247, 0.9278, 0.9408, 0.9441, 0.9278, 0.9278, 0.9408, 0.9408, 0.9441, 0.9441, 0.9474, 0.9247, 0.9408, 0.9215, 0.9310, 0.9408, 0.9408, 0.9215, 0.9408, 0.9408, 0.9408, 0.9375
GRU, MSL, True, fpr, 0.9338, 0.9339, 0.9335, 0.9341, 0.8970, 0.9332, 0.9341, 0.9338, 0.9341, 0.9335, 0.9338, 0.9340, 0.9341, 0.9336, 0.9341, 0.9340, 0.9338, 0.9341, 0.9339, 0.9341, 0.9339, 0.9339, 0.9336, 1.0000, 0.8990, 0.9341, 0.9339, 0.9338, 0.9338, 0.9341, 0.9338, 0.9341
GRU, MSL, True, auc, 0.5921, 0.5806, 0.6147, 0.5673, 0.6261, 0.6268, 0.5694, 0.6209, 0.6095, 0.6205, 0.6210, 0.5540, 0.6174, 0.5986, 0.6095, 0.6112, 0.6083, 0.6169, 0.6096, 0.5657, 0.5618, 0.6076, 0.5868, 0.5621, 0.6297, 0.6065, 0.6134, 0.6212, 0.6032, 0.6066, 0.5487, 0.5103
GRU, MSL, True, f1b, 0.9441, 0.9474, 0.9408, 0.9441, 0.9408, 0.9474, 0.9408, 0.9408, 0.9408, 0.9507, 0.9408, 0.9408, 0.9375, 0.9408, 0.9408, 0.9375, 0.9408, 0.9408, 0.9375, 0.9408, 0.9408, 0.9408, 0.9343, 0.9375, 0.9408, 0.9408, 0.9375, 0.9441, 0.9375, 0.9375, 0.9408, 0.9408
AE, MSL, True, fpr, 1.0000, 0.9340, 0.9306, 0.9193, 0.9307, 0.9337, 0.9341, 0.8935, 0.9341, 0.9333, 0.9318, 0.9340, 0.9341, 0.9334, 0.9340, 0.9324, 0.9338, 0.9341, 0.9306, 0.9330, 0.9340, 0.9323, 0.9313, 0.9330, 0.9306, 1.0000, 0.9340, 0.8960, 0.9295, 0.9341, 0.8935, 0.9338
AE, MSL, True, auc, 0.6227, 0.6350, 0.6500, 0.6119, 0.6419, 0.6470, 0.6325, 0.6161, 0.6308, 0.6463, 0.6413, 0.6356, 0.6448, 0.5626, 0.6460, 0.6464, 0.6219, 0.6397, 0.6424, 0.6387, 0.6370, 0.6343, 0.6424, 0.6347, 0.6426, 0.6466, 0.6469, 0.5646, 0.6241, 0.6510, 0.6040, 0.6182
AE, MSL, True, f1b, 0.9030, 0.8795, 0.8882, 0.8852, 0.8766, 0.8682, 0.9343, 0.8682, 0.8882, 0.8882, 0.8824, 0.8738, 0.9030, 0.8795, 0.8738, 0.9343, 0.8544, 0.8795, 0.8882, 0.8852, 0.8795, 0.9375, 0.8544, 0.9184, 0.8824, 0.9310, 0.8911, 0.8795, 0.9000, 0.8852, 0.9122, 0.9375
VAE, MSL, True, fpr, 0.9340, 0.9340, 0.9340, 0.9340, 0.9339, 0.9340, 0.9340, 0.9339, 0.9340, 0.9340, 1.0000, 0.9337, 0.9339, 0.9341, 0.9340, 0.9341, 0.9340, 0.9340, 0.9340, 0.9337, 0.9340, 0.9340, 0.9340, 0.9339, 0.9340, 0.9341, 0.9339, 0.9341, 0.9340, 0.9340, 0.9337, 0.9339
VAE, MSL, True, auc, 0.3803, 0.3773, 0.3826, 0.3806, 0.3786, 0.3777, 0.3817, 0.3819, 0.3823, 0.3782, 0.3839, 0.3796, 0.3844, 0.3799, 0.3798, 0.3807, 0.3763, 0.3838, 0.3816, 0.3790, 0.3808, 0.3767, 0.3797, 0.3846, 0.3800, 0.3832, 0.3813, 0.3791, 0.3829, 0.3774, 0.3828, 0.3788
VAE, MSL, True, f1b, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815, 0.1815
OP, MSL, True, fpr, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123, 0.9123
OP, MSL, True, auc, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056, 0.5056
OP, MSL, True, f1b, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511, 0.8511
RAND, MSL, True, fpr, 0.9341, 0.9340, 0.9340, 0.9337, 0.9335, 0.9329, 0.9331, 0.9339, 0.9336, 0.9340, 0.9335, 0.9341, 0.9340, 0.9341, 0.9341, 0.9319, 0.9341, 0.9341, 0.9340, 0.9338, 0.9335, 0.9341, 0.9340, 0.9338, 0.9333, 0.9340, 0.9336, 0.9334, 0.9341, 0.9341, 0.9341, 0.9340
RAND, MSL, True, auc, 0.5155, 0.5020, 0.4836, 0.5191, 0.5127, 0.5093, 0.4825, 0.4859, 0.4972, 0.5113, 0.4479, 0.4565, 0.4839, 0.4722, 0.4986, 0.5072, 0.4404, 0.4725, 0.5263, 0.4739, 0.5087, 0.4972, 0.5225, 0.5175, 0.4773, 0.4706, 0.4543, 0.5282, 0.5300, 0.5390, 0.5020, 0.5055
RAND, MSL, True, f1b, 0.9060, 0.9310, 0.8012, 0.8852, 0.8795, 0.8130, 0.8970, 0.8738, 0.8654, 0.8911, 0.8230, 0.7918, 0.8130, 0.9343, 0.9609, 0.7872, 0.7380, 0.8333, 0.9184, 0.9310, 0.8133, 0.8299, 0.8299, 0.8411, 0.8491, 0.9441, 0.8264, 0.8439, 0.8517, 0.9000, 0.9060, 0.9643
