VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552, 0.9552
OCSVM, SMD, True, auc, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256, 0.8256
OCSVM, SMD, True, f1b, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807, 0.6807
DBSCAN, SMD, True, fpr, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486, 0.9486
DBSCAN, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
DBSCAN, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
GMM, SMD, True, fpr, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9555, 0.9554
GMM, SMD, True, auc, 0.8660, 0.8668, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8660, 0.8628
GMM, SMD, True, f1b, 0.9730, 0.9361, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9730, 0.9164
IF, SMD, True, fpr, 0.9552, 0.9550, 0.9556, 0.9551, 0.9552, 0.9555, 0.9553, 0.9556, 0.9553, 0.9541, 0.9556, 0.9556, 0.9553, 0.9550, 0.9548, 0.9555, 0.9558, 0.9555, 0.9552, 0.9553, 0.9556, 0.9556, 0.9555, 0.9555, 0.9557, 0.9550, 0.9556, 0.9556, 0.9557, 0.9557, 0.9555, 0.9548
IF, SMD, True, auc, 0.8470, 0.8589, 0.8705, 0.8630, 0.8644, 0.8661, 0.8662, 0.8567, 0.8601, 0.8641, 0.8653, 0.8666, 0.8482, 0.8710, 0.8542, 0.8656, 0.8551, 0.8523, 0.8512, 0.8597, 0.8529, 0.8583, 0.8585, 0.8696, 0.8688, 0.8520, 0.8561, 0.8645, 0.8695, 0.8625, 0.8689, 0.8644
IF, SMD, True, f1b, 0.7224, 0.7385, 0.8505, 0.8196, 0.7258, 0.7956, 0.8721, 0.7813, 0.8179, 0.7517, 0.8151, 0.8200, 0.7508, 0.8621, 0.8241, 0.8299, 0.8143, 0.7541, 0.7330, 0.8000, 0.7195, 0.8020, 0.7689, 0.7791, 0.7984, 0.7706, 0.7911, 0.7746, 0.8078, 0.8585, 0.8311, 0.7780
LSTM, SMD, True, fpr, 0.9540, 0.9547, 0.9536, 0.9550, 0.9538, 0.9546, 0.9547, 0.9537, 0.9540, 0.9548, 0.9544, 0.9547, 0.9537, 0.9532, 0.9545, 0.9554, 0.9540, 0.9526, 0.9556, 0.9532, 0.9548, 0.9544, 0.9527, 0.9555, 0.9522, 0.9542, 0.9551, 0.9554, 0.9525, 0.9516, 0.9548, 0.9551
LSTM, SMD, True, auc, 0.8885, 0.8936, 0.8744, 0.8901, 0.8740, 0.8855, 0.8926, 0.8958, 0.8735, 0.8812, 0.8760, 0.8755, 0.8702, 0.8796, 0.8827, 0.8850, 0.8895, 0.8862, 0.8701, 0.8907, 0.8844, 0.8751, 0.8878, 0.8860, 0.8770, 0.8832, 0.8768, 0.8778, 0.8948, 0.8709, 0.8749, 0.8737
LSTM, SMD, True, f1b, 0.7754, 0.6835, 0.7237, 0.7745, 0.7260, 0.7497, 0.7248, 0.7704, 0.7349, 0.7226, 0.7481, 0.7255, 0.7669, 0.7509, 0.7689, 0.7500, 0.7395, 0.7744, 0.7438, 0.7287, 0.7223, 0.7723, 0.7201, 0.7316, 0.7406, 0.7335, 0.7403, 0.7685, 0.7744, 0.7574, 0.7411, 0.7133
GRU, SMD, True, fpr, 0.9530, 0.9554, 0.9549, 0.9526, 0.9493, 0.9535, 0.9551, 0.9538, 0.9557, 0.9542, 0.9537, 0.9531, 0.9533, 0.9527, 0.9541, 0.9534, 0.9538, 0.9516, 0.9549, 0.9557, 0.9555, 0.9503, 0.9533, 0.9547, 0.9554, 0.9541, 0.9524, 0.9548, 0.9521, 0.9550, 0.9540, 0.9550
GRU, SMD, True, auc, 0.7702, 0.7762, 0.8773, 0.8778, 0.8682, 0.8651, 0.8699, 0.7722, 0.8776, 0.8805, 0.8517, 0.8837, 0.7803, 0.8750, 0.8649, 0.8191, 0.8755, 0.8552, 0.8738, 0.7911, 0.8774, 0.8733, 0.8725, 0.8744, 0.8656, 0.8250, 0.8752, 0.7793, 0.7833, 0.8004, 0.8666, 0.8792
GRU, SMD, True, f1b, 0.7851, 0.7718, 0.7874, 0.8170, 0.7986, 0.6812, 0.7953, 0.7502, 0.7908, 0.7976, 0.8105, 0.8058, 0.8259, 0.7857, 0.7749, 0.7304, 0.8058, 0.7751, 0.7190, 0.8076, 0.7912, 0.8277, 0.7929, 0.8119, 0.7612, 0.7695, 0.8170, 0.8110, 0.7512, 0.7548, 0.7637, 0.7803
AE, SMD, True, fpr, 0.9558, 0.9553, 0.9555, 0.9557, 0.9552, 0.9556, 0.9558, 0.9554, 0.9557, 0.9556, 0.9555, 0.9555, 0.9545, 0.9548, 0.9556, 0.9551, 0.9555, 0.9554, 0.9550, 0.9558, 0.9555, 0.9551, 0.9556, 0.9556, 0.9555, 0.9553, 0.9548, 0.9550, 0.9555, 0.9558, 0.9556, 0.9555
AE, SMD, True, auc, 0.8428, 0.8030, 0.8876, 0.8603, 0.8649, 0.8564, 0.8681, 0.8881, 0.8686, 0.8561, 0.8620, 0.8819, 0.8547, 0.8920, 0.8796, 0.8405, 0.8606, 0.8529, 0.8728, 0.8611, 0.8630, 0.8560, 0.8287, 0.8502, 0.8355, 0.8327, 0.8189, 0.8577, 0.8594, 0.8735, 0.8905, 0.8874
AE, SMD, True, f1b, 0.9423, 0.9446, 0.9427, 0.9427, 0.9469, 0.9391, 0.9459, 0.9395, 0.9419, 0.9510, 0.9459, 0.9432, 0.9464, 0.9496, 0.9400, 0.9436, 0.9423, 0.9473, 0.9446, 0.9405, 0.9441, 0.9436, 0.9418, 0.9428, 0.9446, 0.9473, 0.9446, 0.9418, 0.9441, 0.9475, 0.9450, 0.9459
VAE, SMD, True, fpr, 0.9548, 0.9558, 1.0000, 0.9547, 0.9555, 0.9558, 1.0000, 0.9556, 0.9558, 0.9556, 0.9558, 0.9554, 0.9548, 0.9542, 0.9558, 0.9544, 0.9546, 0.9557, 1.0000, 0.9558, 1.0000, 0.9558, 0.9558, 0.9557, 0.9543, 1.0000, 0.9552, 1.0000, 0.9553, 0.9541, 0.9545, 0.9543
VAE, SMD, True, auc, 0.3674, 0.2669, 0.3045, 0.3446, 0.3751, 0.3791, 0.3161, 0.3549, 0.3420, 0.3723, 0.2197, 0.2267, 0.3424, 0.4062, 0.3672, 0.2193, 0.3051, 0.3594, 0.3531, 0.2556, 0.3134, 0.3483, 0.2246, 0.4562, 0.3373, 0.2046, 0.3017, 0.3134, 0.3437, 0.3253, 0.3379, 0.4260
VAE, SMD, True, f1b, 0.1472, 0.1509, 0.1317, 0.1455, 0.2883, 0.5294, 0.1455, 0.1848, 0.3004, 0.1780, 0.1340, 0.1448, 0.2356, 0.5753, 0.1849, 0.1464, 0.1779, 0.4735, 0.1614, 0.1290, 0.1329, 0.1602, 0.1133, 0.5068, 0.4647, 0.1226, 0.1548, 0.1610, 0.1717, 0.1890, 0.1535, 0.2763
OP, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
OP, SMD, True, auc, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999, 0.4999
OP, SMD, True, f1b, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367, 0.4367
RAND, SMD, True, fpr, 0.9558, 0.9558, 0.9558, 0.9558, 0.9557, 0.9558, 0.9558, 0.9558, 0.9558, 1.0000, 0.9557, 0.9558, 0.9558, 0.9558, 0.9558, 1.0000, 0.9558, 0.9557, 0.9557, 0.9557, 0.9558, 1.0000, 0.9558, 0.9557, 0.9558, 0.9558, 1.0000, 0.9558, 0.9557, 0.9558, 0.9557, 0.9558
RAND, SMD, True, auc, 0.4877, 0.5004, 0.5156, 0.5002, 0.5008, 0.4916, 0.5114, 0.5036, 0.5032, 0.4963, 0.4940, 0.4993, 0.5015, 0.5034, 0.4976, 0.5010, 0.5031, 0.5037, 0.4968, 0.5143, 0.4868, 0.4912, 0.5083, 0.5105, 0.4998, 0.5030, 0.4916, 0.5087, 0.4938, 0.5020, 0.5015, 0.4973
RAND, SMD, True, f1b, 0.8640, 0.8563, 0.8602, 0.7709, 0.8313, 0.8495, 0.7910, 0.9017, 0.8556, 0.8945, 0.8512, 0.8373, 0.9092, 0.8333, 0.8439, 0.8034, 0.8318, 0.8525, 0.8684, 0.8642, 0.8349, 0.8742, 0.8266, 0.8056, 0.8677, 0.8934, 0.8656, 0.8647, 0.8716, 0.7566, 0.8131, 0.7589
