VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579
OCSVM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
DBSCAN, MSL, True, fpr, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989, 0.8989
DBSCAN, MSL, True, auc, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318, 0.9318
DBSCAN, MSL, True, f1b, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462, 0.9462
GMM, MSL, True, fpr, 0.9013, 0.8998, 0.8998, 0.9013, 0.8998, 0.9154, 0.9013, 0.9013, 0.8998, 0.9154, 0.9013, 0.8998, 0.8998, 0.9013, 0.8998, 0.8998, 0.8998, 0.8998, 0.8998, 0.9154, 0.9013, 0.8998, 0.8998, 0.8998, 0.8998, 0.8998, 0.9154, 0.9013, 0.8998, 0.8998, 0.8998, 0.9155
GMM, MSL, True, auc, 0.2505, 0.2630, 0.2630, 0.2505, 0.2630, 0.1188, 0.2505, 0.2505, 0.2630, 0.1188, 0.2505, 0.2630, 0.2630, 0.2505, 0.2630, 0.2630, 0.2630, 0.2630, 0.2630, 0.1188, 0.2505, 0.2630, 0.2630, 0.2630, 0.2630, 0.2630, 0.1188, 0.2505, 0.2630, 0.2630, 0.2630, 0.1210
GMM, MSL, True, f1b, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811, 0.8811
IF, MSL, True, fpr, 0.9148, 0.9149, 0.9149, 0.9148, 0.9149, 0.9149, 0.9149, 0.9149, 0.9148, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9148, 0.9149, 0.9149, 0.9148, 0.9149, 0.9148, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9149, 0.9148, 0.9149
IF, MSL, True, auc, 0.8152, 0.8472, 0.8122, 0.6747, 0.5433, 0.8172, 0.5427, 0.6708, 0.6786, 0.5429, 0.5430, 0.6824, 0.8112, 0.8174, 0.6756, 0.6779, 0.6774, 0.6896, 0.8097, 0.5398, 0.5459, 0.6733, 0.5449, 0.5513, 0.8113, 0.7104, 0.6863, 0.5432, 0.6816, 0.8094, 0.8120, 0.8122
IF, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
LSTM, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
LSTM, MSL, True, auc, 0.1788, 0.1862, 0.1893, 0.1887, 0.1775, 0.1871, 0.1729, 0.1828, 0.1723, 0.1747, 0.1721, 0.1746, 0.1864, 0.1730, 0.1903, 0.1798, 0.1795, 0.1721, 0.1748, 0.1759, 0.1767, 0.1854, 0.1741, 0.1781, 0.1867, 0.1828, 0.1838, 0.1748, 0.1984, 0.1755, 0.1734, 0.1956
LSTM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
GRU, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
GRU, MSL, True, auc, 0.1667, 0.1660, 0.1642, 0.1584, 0.1620, 0.1592, 0.1654, 0.1607, 0.1634, 0.1628, 0.1615, 0.1605, 0.1629, 0.1616, 0.1673, 0.1635, 0.1631, 0.1663, 0.1625, 0.1633, 0.1601, 0.1586, 0.1674, 0.1614, 0.1613, 0.1654, 0.1641, 0.1668, 0.1603, 0.1663, 0.1646, 0.1655
GRU, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, MSL, True, fpr, 0.8996, 0.9144, 0.9159, 0.8761, 0.8744, 0.8995, 0.8989, 0.9161, 0.8765, 0.9152, 0.8574, 0.8961, 0.8765, 0.8744, 0.8761, 0.8744, 0.8774, 0.8765, 0.8765, 0.8765, 0.8774, 0.8574, 0.8769, 0.8991, 0.8772, 0.8574, 0.8646, 0.8900, 0.8996, 0.8765, 0.8996, 0.8991
AE, MSL, True, auc, 0.9007, 0.9020, 0.8945, 0.9095, 0.9019, 0.8821, 0.8889, 0.8974, 0.8808, 0.9028, 0.9185, 0.8781, 0.8960, 0.9090, 0.8899, 0.8886, 0.9011, 0.8828, 0.8948, 0.9175, 0.8749, 0.9065, 0.8891, 0.8474, 0.8984, 0.9221, 0.9057, 0.8703, 0.9009, 0.8899, 0.8865, 0.8854
AE, MSL, True, f1b, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524
VAE, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, MSL, True, auc, 0.0828, 0.0923, 0.0840, 0.0789, 0.0873, 0.0712, 0.0797, 0.0755, 0.0850, 0.0746, 0.0734, 0.0851, 0.0778, 0.0907, 0.0842, 0.0917, 0.0735, 0.0907, 0.0838, 0.0707, 0.0835, 0.0930, 0.0805, 0.0834, 0.0766, 0.0836, 0.0837, 0.0843, 0.0833, 0.0819, 0.0884, 0.0865
VAE, MSL, True, f1b, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730, 0.2730
OP, MSL, True, fpr, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145, 0.9145
OP, MSL, True, auc, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979, 0.4979
OP, MSL, True, f1b, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524, 0.9524
RAND, MSL, True, fpr, 0.9157, 0.9157, 0.9160, 0.9157, 0.9159, 0.9160, 0.9159, 1.0000, 0.9157, 0.9157, 0.9157, 0.9158, 0.9160, 0.9157, 0.9161, 0.9161, 0.9157, 0.9161, 0.9159, 0.9161, 0.9150, 1.0000, 0.9162, 0.9155, 0.9160, 0.9161, 0.9157, 1.0000, 0.9153, 0.9156, 0.9159, 0.9160
RAND, MSL, True, auc, 0.5095, 0.5090, 0.4985, 0.5041, 0.5138, 0.4761, 0.4910, 0.4808, 0.4795, 0.5072, 0.4820, 0.4693, 0.5364, 0.4843, 0.5147, 0.5135, 0.5142, 0.4990, 0.4863, 0.5007, 0.5150, 0.4781, 0.4989, 0.4917, 0.4664, 0.5119, 0.4770, 0.4931, 0.4909, 0.4899, 0.5254, 0.4742
RAND, MSL, True, f1b, 0.9368, 0.9368, 0.9281, 0.9434, 0.9524, 0.9110, 0.9501, 0.9259, 0.9346, 0.9167, 0.9091, 0.9009, 0.9091, 0.9412, 0.9050, 0.9259, 0.9153, 0.9390, 0.9217, 0.9174, 0.9302, 0.9524, 0.8989, 0.9390, 0.9263, 0.9390, 0.8949, 0.9800, 0.9368, 0.9259, 0.9524, 0.9368
