VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, MSL, True, fpr, 0.4985, 0.4985, 0.4989, 0.4989, 0.4989, 1.0000, 0.4987, 1.0000, 0.4989, 0.4989, 1.0000, 0.4989, 0.4989, 0.4989, 0.4989, 1.0000, 0.4985, 0.4987, 0.4982, 0.4991, 0.4985, 0.4985, 0.4987, 0.4989, 0.4989, 0.4989, 0.4985, 0.4985, 1.0000, 0.4985, 0.4985, 0.4989
FRO, MSL, True, auc, 0.3401, 0.3403, 0.3365, 0.3389, 0.3368, 0.3355, 0.3394, 0.3380, 0.3389, 0.3392, 0.3353, 0.3395, 0.3365, 0.3391, 0.3368, 0.3353, 0.3403, 0.3395, 0.3410, 0.3386, 0.3400, 0.3400, 0.3371, 0.3392, 0.3391, 0.3392, 0.3407, 0.3405, 0.3354, 0.3400, 0.3403, 0.3392
FRO, MSL, True, f1b, 0.8709, 0.8699, 0.8709, 0.8709, 0.8709, 0.8709, 0.8702, 0.8709, 0.8709, 0.8709, 0.8709, 1.0000, 0.8709, 0.8709, 1.0000, 0.8699, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 1.0000, 1.0000, 1.0000, 1.0000, 0.8709, 0.8709, 1.0000, 1.0000
FRL, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRL, MSL, True, auc, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381, 0.3381
FRL, MSL, True, f1b, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709
FRR, MSL, True, fpr, 0.4989, 0.4985, 0.4985, 1.0000, 0.4987, 0.4989, 0.4989, 0.4985, 0.4989, 0.4987, 0.4989, 0.4991, 0.4985, 0.4989, 0.4985, 0.4985, 0.4989, 0.4987, 0.4989, 0.4985, 0.4989, 0.4987, 1.0000, 0.4989, 0.4987, 0.4985, 1.0000, 0.4987, 1.0000, 0.4989, 0.4991, 0.4985
FRR, MSL, True, auc, 0.3390, 0.3378, 0.3402, 0.3380, 0.3398, 0.3390, 0.3389, 0.3401, 0.3367, 0.3394, 0.3390, 0.3383, 0.3376, 0.3365, 0.3400, 0.3400, 0.3368, 0.3396, 0.3365, 0.3401, 0.3365, 0.3371, 0.3353, 0.3388, 0.3395, 0.3401, 0.3378, 0.3371, 0.3353, 0.3389, 0.3359, 0.3401
FRR, MSL, True, f1b, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709, 0.8709
OCSVM, MSL, True, fpr, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976, 0.4976
