VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9653, 0.9647, 0.9638, 0.9637, 0.9636, 0.9652, 0.9636, 0.9653, 0.9637, 0.9647, 0.9641, 0.9636, 0.9656, 0.9647, 0.9647, 0.9647, 0.9656, 0.9647, 0.9656, 0.9637, 0.9647, 0.9636, 0.9647, 0.9637, 0.9656, 0.9644, 0.9647, 0.9656, 0.9652, 0.9641, 0.9641, 0.9647
FRO, SMAP, True, auc, 0.8403, 0.8453, 0.8425, 0.8454, 0.8400, 0.8400, 0.8398, 0.8402, 0.8401, 0.8451, 0.8400, 0.8427, 0.8423, 0.8451, 0.8452, 0.8451, 0.8370, 0.8455, 0.8421, 0.8453, 0.8448, 0.8426, 0.8451, 0.8426, 0.8423, 0.8469, 0.8451, 0.8370, 0.8400, 0.8373, 0.8374, 0.8422
FRO, SMAP, True, f1b, 0.4406, 0.9050, 0.0665, 0.4406, 0.4406, 0.4406, 0.0665, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.0665, 0.4406, 0.9067, 0.4406, 0.4406, 0.0665, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.0665, 0.4406, 0.4406, 0.0665
FRL, SMAP, True, fpr, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640
FRL, SMAP, True, auc, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876, 0.8876
FRL, SMAP, True, f1b, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413, 0.4413
FRR, SMAP, True, fpr, 0.9643, 0.9653, 0.9643, 0.9647, 0.9647, 0.9653, 0.9653, 0.9643, 0.9647, 0.9643, 0.9647, 0.9653, 0.9644, 0.9653, 0.9643, 0.9653, 0.9643, 0.9653, 0.9643, 0.9643, 0.9653, 0.9644, 0.9653, 0.9653, 0.9643, 0.9652, 0.9653, 0.9643, 0.9643, 0.9644, 0.9644, 0.9647
FRR, SMAP, True, auc, 0.8415, 0.8397, 0.8415, 0.8452, 0.8450, 0.8397, 0.8397, 0.8417, 0.8450, 0.8415, 0.8450, 0.8398, 0.8470, 0.8397, 0.8415, 0.8471, 0.8415, 0.8397, 0.8414, 0.8414, 0.8397, 0.8468, 0.8397, 0.8397, 0.8415, 0.8452, 0.8397, 0.8415, 0.8415, 0.8468, 0.8441, 0.8450
FRR, SMAP, True, f1b, 0.4406, 0.4406, 0.4406, 0.4413, 0.4406, 0.4406, 0.4406, 0.4413, 0.4406, 0.4406, 0.4406, 0.4406, 0.4413, 0.4406, 0.4406, 0.4413, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406, 0.4406
OCSVM, SMAP, True, fpr, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640, 0.9640
OCSVM, SMAP, True, auc, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009, 0.8009
