VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.5409, 0.5403, 0.5404, 0.5402, 0.5405, 0.5407, 0.5408, 0.5407, 0.5406, 0.5404, 0.5410, 0.5408, 0.5407, 0.5404, 0.5410, 0.5405, 0.5405, 0.5400, 0.5408, 0.5408, 0.5409, 0.5403, 0.5408, 0.5405, 0.5402, 0.5402, 0.5405, 0.5405, 0.5405, 0.5404, 0.5408, 0.5405
FRO, SMAP, True, auc, 0.3982, 0.4007, 0.4002, 0.4011, 0.4000, 0.3991, 0.3989, 0.3991, 0.3996, 0.4004, 0.3980, 0.3989, 0.3991, 0.4002, 0.3980, 0.3998, 0.3998, 0.4020, 0.3989, 0.3989, 0.3985, 0.4009, 0.3987, 0.3998, 0.4013, 0.4009, 0.3998, 0.3998, 0.4000, 0.4002, 0.3989, 0.3998
FRO, SMAP, True, f1b, 0.6293, 0.6284, 0.6284, 0.6284, 0.6297, 0.6295, 0.6284, 0.6295, 0.6295, 0.6297, 0.6292, 0.6292, 0.6293, 0.6297, 0.6292, 0.6296, 0.6296, 0.6301, 0.6284, 0.6294, 0.6293, 0.6298, 0.6294, 0.6284, 0.6299, 0.6298, 0.6296, 0.6284, 0.6297, 0.6296, 0.6294, 0.6296
FRL, SMAP, True, fpr, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418
FRL, SMAP, True, auc, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945
FRL, SMAP, True, f1b, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284
FRR, SMAP, True, fpr, 0.5418, 0.5415, 0.5414, 0.5418, 0.5418, 0.5415, 0.5418, 0.5418, 0.5415, 0.5418, 0.5416, 0.5418, 0.5418, 0.5417, 0.5418, 0.5417, 0.5417, 0.5414, 0.5415, 0.5416, 0.5416, 0.5412, 0.5413, 0.5417, 0.5417, 0.5415, 0.5418, 0.5416, 0.5417, 0.5417, 0.5413, 0.5417
FRR, SMAP, True, auc, 0.3945, 0.3958, 0.3965, 0.3945, 0.3945, 0.3961, 0.3945, 0.3945, 0.3961, 0.3945, 0.3956, 0.3945, 0.3945, 0.3952, 0.3945, 0.3947, 0.3950, 0.3963, 0.3958, 0.3952, 0.3954, 0.3972, 0.3969, 0.3950, 0.3947, 0.3958, 0.3945, 0.3956, 0.3947, 0.3950, 0.3969, 0.3952
FRR, SMAP, True, f1b, 0.6284, 0.6287, 0.6289, 0.6284, 0.6284, 0.6287, 0.6284, 0.6284, 0.6288, 0.6284, 0.6284, 0.6284, 0.6284, 0.6285, 0.6284, 0.6284, 0.6284, 0.6288, 0.6286, 0.6285, 0.6286, 0.6289, 0.6288, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6284, 0.6285, 0.6289, 0.6285
OCSVM, SMAP, True, fpr, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418, 0.5418
OCSVM, SMAP, True, auc, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945, 0.3945
