VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670
OCSVM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
DBSCAN, MSL, True, fpr, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814, 0.8814
DBSCAN, MSL, True, auc, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145, 0.6145
DBSCAN, MSL, True, f1b, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579, 0.9579
GMM, MSL, True, fpr, 0.8777, 0.8777, 0.8782, 0.8782, 0.8782, 0.8782, 0.8782, 0.8777, 0.8777, 0.8777, 0.8777, 0.8782, 0.8782, 0.8777, 0.8777, 0.8777, 0.8777, 0.8777, 0.8820, 0.8777, 0.8777, 0.8782, 0.8782, 0.8782, 0.8777, 0.8777, 0.8782, 0.8777, 0.8782, 0.8777, 0.8782, 0.8782
GMM, MSL, True, auc, 0.4269, 0.4269, 0.4276, 0.4276, 0.4276, 0.4276, 0.4276, 0.4269, 0.4269, 0.4269, 0.4269, 0.4276, 0.4276, 0.4269, 0.4269, 0.4269, 0.4269, 0.4269, 0.3668, 0.4269, 0.4269, 0.4276, 0.4276, 0.4276, 0.4269, 0.4269, 0.4276, 0.4269, 0.4276, 0.4269, 0.4276, 0.4276
GMM, MSL, True, f1b, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881, 0.9881
IF, MSL, True, fpr, 0.8562, 0.8609, 0.8602, 0.8800, 0.8548, 0.8609, 0.8561, 0.8596, 0.8602, 0.8602, 0.8555, 0.8557, 0.8801, 0.8800, 0.8556, 0.8561, 0.8601, 0.8596, 0.8562, 0.8555, 0.8562, 0.8553, 0.8561, 0.8559, 0.8561, 0.8556, 0.8609, 0.8609, 0.8596, 0.8555, 0.8602, 0.8603
IF, MSL, True, auc, 0.5181, 0.5194, 0.5205, 0.5190, 0.5195, 0.5184, 0.5181, 0.5323, 0.5194, 0.5181, 0.5194, 0.5161, 0.5187, 0.5195, 0.5377, 0.5185, 0.5185, 0.5188, 0.5192, 0.5187, 0.5180, 0.5186, 0.5158, 0.5174, 0.5345, 0.5192, 0.5206, 0.5212, 0.5184, 0.5327, 0.5167, 0.5190
IF, MSL, True, f1b, 0.9843, 0.9960, 0.9804, 0.9960, 0.9747, 0.9901, 0.9542, 0.9766, 0.9804, 0.9843, 0.9804, 0.9709, 0.9921, 0.9960, 0.9901, 0.9728, 0.9960, 0.9980, 0.9843, 0.9921, 0.9728, 0.9960, 0.9843, 0.9804, 0.9921, 0.9921, 0.9881, 0.9709, 1.0000, 0.9823, 0.9843, 0.9843
LSTM, MSL, True, fpr, 1.0000, 0.8824, 0.8821, 0.8824, 0.8823, 0.8823, 1.0000, 0.8823, 0.8822, 0.8816, 0.8824, 0.8816, 0.8822, 0.8824, 0.8822, 0.8822, 0.8822, 0.8800, 0.8821, 0.8824, 0.8816, 1.0000, 0.8824, 0.8823, 0.8823, 0.8822, 0.8822, 0.8824, 0.8821, 0.8822, 0.8824, 0.8822
LSTM, MSL, True, auc, 0.4456, 0.4455, 0.4543, 0.4496, 0.4563, 0.4605, 0.4093, 0.4793, 0.4549, 0.4534, 0.4162, 0.4545, 0.4410, 0.3995, 0.4878, 0.4652, 0.4680, 0.4797, 0.4724, 0.4506, 0.4472, 0.4740, 0.4346, 0.4168, 0.4574, 0.4534, 0.4425, 0.4701, 0.4001, 0.4637, 0.4606, 0.4621
LSTM, MSL, True, f1b, 0.9940, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9862, 0.9960, 0.9960, 0.9960, 0.9940, 0.9960, 0.9901, 0.9843, 0.9960, 0.9960, 0.9960, 0.9921, 0.9960, 0.9960, 0.9960, 0.9960, 0.9921, 0.9804, 0.9960, 0.9960, 0.9940, 0.9960, 0.9843, 0.9940, 0.9960, 0.9960
GRU, MSL, True, fpr, 0.8824, 0.8822, 0.8824, 0.8824, 0.8816, 1.0000, 1.0000, 0.8816, 0.8821, 0.8767, 1.0000, 0.8824, 0.8804, 0.8824, 0.8822, 0.8824, 0.8822, 1.0000, 1.0000, 0.8819, 1.0000, 0.8822, 0.8824, 0.8824, 0.8824, 0.8821, 0.8822, 1.0000, 0.8819, 0.8824, 0.8824, 0.8824
GRU, MSL, True, auc, 0.4488, 0.4272, 0.3972, 0.4356, 0.4056, 0.4004, 0.4226, 0.4345, 0.4474, 0.4476, 0.4536, 0.4320, 0.4412, 0.4451, 0.4399, 0.4429, 0.4606, 0.3944, 0.4307, 0.4550, 0.4517, 0.4494, 0.4493, 0.4521, 0.4166, 0.3992, 0.4387, 0.4534, 0.4462, 0.4548, 0.4009, 0.4305
GRU, MSL, True, f1b, 0.9960, 0.9960, 0.9940, 0.9960, 0.9960, 0.9785, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9843, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9921, 0.9862, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960
AE, MSL, True, fpr, 0.8778, 0.8776, 0.8777, 0.8811, 0.8813, 0.8812, 0.8813, 0.8777, 0.8784, 0.8812, 0.8776, 0.8785, 0.8764, 0.8785, 0.8777, 0.8778, 0.8780, 0.8785, 0.8779, 0.8785, 0.8811, 0.8777, 0.8783, 0.8780, 0.8762, 0.8785, 0.8813, 0.8776, 0.8761, 0.8776, 0.8776, 0.8776
AE, MSL, True, auc, 0.6076, 0.5925, 0.6312, 0.6162, 0.6420, 0.6413, 0.6135, 0.6340, 0.6298, 0.5904, 0.6396, 0.6317, 0.6374, 0.6450, 0.6037, 0.6050, 0.6474, 0.6318, 0.6284, 0.6339, 0.6304, 0.6121, 0.6465, 0.5989, 0.6435, 0.6031, 0.6418, 0.6408, 0.6350, 0.6354, 0.6434, 0.6194
AE, MSL, True, f1b, 0.9960, 0.9862, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960
VAE, MSL, True, fpr, 0.8801, 0.8821, 0.8817, 1.0000, 0.8824, 1.0000, 0.8822, 0.8816, 0.8805, 0.8824, 0.8812, 0.8788, 0.8820, 0.8767, 0.8821, 0.8815, 0.8813, 0.8822, 0.8816, 0.8821, 0.8771, 0.8819, 0.8824, 0.8808, 1.0000, 0.8809, 0.8799, 0.8821, 0.8815, 0.8815, 0.8817, 0.8777
VAE, MSL, True, auc, 0.6412, 0.6457, 0.6335, 0.6466, 0.6390, 0.6390, 0.6471, 0.6310, 0.6430, 0.6375, 0.6424, 0.6388, 0.6311, 0.6418, 0.6390, 0.6404, 0.6402, 0.6338, 0.6450, 0.6349, 0.6421, 0.6456, 0.6336, 0.6402, 0.6393, 0.6334, 0.6409, 0.6403, 0.6560, 0.6385, 0.6396, 0.6371
VAE, MSL, True, f1b, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278, 0.7278
OP, MSL, True, fpr, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824, 0.8824
OP, MSL, True, auc, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019, 0.5019
OP, MSL, True, f1b, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960, 0.9960
RAND, MSL, True, fpr, 0.8815, 0.8818, 1.0000, 0.8824, 0.8822, 0.8824, 0.8820, 1.0000, 0.8822, 0.8824, 0.8822, 0.8824, 0.8824, 0.8817, 1.0000, 0.8820, 0.8816, 0.8818, 0.8817, 0.8824, 0.8819, 1.0000, 0.8819, 0.8816, 0.8824, 0.8824, 0.8824, 0.8821, 0.8822, 0.8821, 0.8816, 0.8820
RAND, MSL, True, auc, 0.5198, 0.5229, 0.4905, 0.4623, 0.4808, 0.5184, 0.5289, 0.5118, 0.5131, 0.4697, 0.4913, 0.4778, 0.5223, 0.5092, 0.4694, 0.4937, 0.5059, 0.4953, 0.4788, 0.4859, 0.4646, 0.5409, 0.5145, 0.5147, 0.5614, 0.5153, 0.4854, 0.5195, 0.5081, 0.4822, 0.5051, 0.5085
RAND, MSL, True, f1b, 0.9862, 0.9690, 1.0000, 1.0000, 0.9785, 1.0000, 1.0000, 0.9940, 0.9881, 0.9843, 0.9881, 0.9940, 0.9901, 0.9843, 0.9921, 0.9560, 0.9881, 0.9901, 0.9747, 0.9940, 0.9881, 0.9843, 0.9940, 0.9843, 0.9804, 0.9747, 0.9921, 1.0000, 0.9470, 1.0000, 0.9615, 0.9671
