VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731, 0.9731
OCSVM, SMD, True, auc, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715, 0.6715
OCSVM, SMD, True, f1b, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198, 0.9198
DBSCAN, SMD, True, fpr, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729
DBSCAN, SMD, True, auc, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008, 0.5008
DBSCAN, SMD, True, f1b, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524, 0.0524
GMM, SMD, True, fpr, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721, 0.9721
GMM, SMD, True, auc, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835, 0.8835
GMM, SMD, True, f1b, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384, 0.9384
IF, SMD, True, fpr, 0.9732, 0.9727, 0.9733, 0.9731, 0.9732, 0.9731, 0.9732, 0.9730, 0.9730, 0.9731, 0.9733, 0.9730, 0.9731, 0.9732, 0.9727, 0.9730, 0.9729, 0.9732, 0.9729, 0.9733, 0.9731, 0.9733, 0.9731, 0.9732, 0.9728, 0.9730, 0.9733, 0.9729, 0.9732, 0.9733, 0.9731, 0.9731
IF, SMD, True, auc, 0.7879, 0.8094, 0.8099, 0.7857, 0.8221, 0.8200, 0.7987, 0.8144, 0.8174, 0.8228, 0.8176, 0.7906, 0.8084, 0.8116, 0.8154, 0.8162, 0.8081, 0.8050, 0.7935, 0.8073, 0.8202, 0.8030, 0.8202, 0.8147, 0.8198, 0.8033, 0.8144, 0.8083, 0.8099, 0.7986, 0.8060, 0.8060
IF, SMD, True, f1b, 0.8858, 0.8912, 0.9033, 0.9012, 0.9031, 0.9135, 0.9062, 0.8943, 0.9187, 0.8938, 0.9085, 0.9020, 0.9074, 0.9171, 0.9113, 0.9008, 0.9069, 0.9097, 0.8867, 0.9051, 0.9180, 0.8974, 0.9089, 0.9109, 0.9038, 0.9046, 0.9175, 0.8918, 0.9150, 0.9080, 0.9181, 0.8961
LSTM, SMD, True, fpr, 0.9727, 0.9719, 0.9731, 0.9721, 0.9731, 0.9716, 0.9720, 0.9728, 0.9723, 0.9729, 0.9727, 0.9720, 0.9730, 0.9722, 0.9732, 0.9731, 0.9723, 0.9729, 0.9729, 0.9729, 0.9713, 0.9730, 0.9726, 0.9724, 0.9730, 0.9725, 0.9731, 0.9712, 0.9710, 0.9732, 0.9728, 0.9733
LSTM, SMD, True, auc, 0.8463, 0.8670, 0.8569, 0.8537, 0.8655, 0.8726, 0.8728, 0.8661, 0.8735, 0.8631, 0.8699, 0.8578, 0.8599, 0.8619, 0.8652, 0.8643, 0.8669, 0.8711, 0.8652, 0.8686, 0.8632, 0.8665, 0.8598, 0.8660, 0.8596, 0.8647, 0.8685, 0.8733, 0.8759, 0.8584, 0.8637, 0.8550
LSTM, SMD, True, f1b, 0.9525, 0.9564, 0.9532, 0.9540, 0.9572, 0.9564, 0.9572, 0.9564, 0.9564, 0.9556, 0.9556, 0.9548, 0.9564, 0.9548, 0.9556, 0.9564, 0.9556, 0.9556, 0.9564, 0.9564, 0.9556, 0.9556, 0.9556, 0.9556, 0.9548, 0.9572, 0.9564, 0.9556, 0.9564, 0.9564, 0.9556, 0.9556
GRU, SMD, True, fpr, 0.9732, 0.9731, 0.9728, 0.9727, 0.9733, 0.9730, 0.9732, 0.9729, 0.9731, 0.9726, 0.9730, 0.9731, 0.9729, 0.9730, 0.9733, 0.9731, 0.9719, 0.9729, 0.9731, 0.9727, 0.9730, 0.9724, 0.9728, 0.9724, 0.9724, 0.9716, 0.9729, 0.9725, 0.9725, 0.9729, 0.9732, 0.9730
GRU, SMD, True, auc, 0.8695, 0.8670, 0.8648, 0.8673, 0.8610, 0.8634, 0.8565, 0.8710, 0.8676, 0.8679, 0.8630, 0.8709, 0.8670, 0.8647, 0.8649, 0.8710, 0.8673, 0.8629, 0.8599, 0.8701, 0.8637, 0.8627, 0.8610, 0.8708, 0.8729, 0.8687, 0.8675, 0.8629, 0.8627, 0.8586, 0.8703, 0.8703
GRU, SMD, True, f1b, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9572, 0.9564, 0.9564, 0.9564, 0.9572, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9564, 0.9572, 0.9564, 0.9564, 0.9564, 0.9572, 0.9564, 0.9572, 0.9564, 0.9564, 0.9572
AE, SMD, True, fpr, 0.9723, 0.9727, 0.9723, 0.9722, 0.9718, 0.9716, 0.9718, 0.9723, 0.9719, 0.9732, 0.9729, 0.9724, 0.9722, 0.9722, 0.9705, 0.9727, 0.9720, 0.9728, 0.9725, 0.9720, 0.9722, 0.9731, 0.9725, 0.9728, 0.9729, 0.9718, 0.9701, 0.9720, 0.9726, 0.9712, 0.9715, 0.9730
AE, SMD, True, auc, 0.8418, 0.8320, 0.8465, 0.8329, 0.8407, 0.8393, 0.8417, 0.8356, 0.8258, 0.8393, 0.8293, 0.8314, 0.8307, 0.8324, 0.8425, 0.8319, 0.8311, 0.8310, 0.8307, 0.8277, 0.8472, 0.8380, 0.8257, 0.8327, 0.8371, 0.8355, 0.8362, 0.8322, 0.8317, 0.8408, 0.8314, 0.8393
AE, SMD, True, f1b, 0.9548, 0.9556, 0.9556, 0.9548, 0.9548, 0.9548, 0.9556, 0.9548, 0.9548, 0.9548, 0.9548, 0.9556, 0.9556, 0.9548, 0.9540, 0.9556, 0.9540, 0.9548, 0.9548, 0.9556, 0.9548, 0.9548, 0.9556, 0.9548, 0.9548, 0.9540, 0.9540, 0.9548, 0.9548, 0.9548, 0.9564, 0.9548
VAE, SMD, True, fpr, 0.9733, 1.0000, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9732, 0.9733, 0.9733, 0.9733, 0.9732, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733
VAE, SMD, True, auc, 0.5972, 0.6120, 0.5936, 0.5990, 0.6181, 0.6013, 0.6120, 0.5991, 0.6027, 0.6062, 0.5979, 0.5955, 0.6035, 0.6280, 0.6079, 0.6233, 0.6032, 0.5986, 0.5956, 0.6025, 0.6045, 0.6216, 0.6004, 0.6130, 0.6034, 0.5871, 0.6309, 0.6034, 0.5928, 0.5980, 0.6012, 0.5889
VAE, SMD, True, f1b, 0.5968, 0.6329, 0.5333, 0.5910, 0.6392, 0.6016, 0.5687, 0.6159, 0.5946, 0.5821, 0.5387, 0.5870, 0.5447, 0.5420, 0.6077, 0.5735, 0.6544, 0.5405, 0.5281, 0.5333, 0.6333, 0.5702, 0.6096, 0.5767, 0.6321, 0.5589, 0.5146, 0.5638, 0.5863, 0.6202, 0.6167, 0.5658
OP, SMD, True, fpr, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729, 0.9729
OP, SMD, True, auc, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039, 0.5039
OP, SMD, True, f1b, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021, 0.1021
RAND, SMD, True, fpr, 0.9733, 0.9732, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9732, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9733, 0.9732, 0.9733, 0.9733
RAND, SMD, True, auc, 0.5009, 0.4906, 0.5153, 0.4913, 0.4998, 0.5042, 0.5205, 0.4726, 0.4867, 0.4929, 0.5137, 0.5141, 0.4806, 0.5074, 0.5119, 0.5237, 0.4896, 0.5127, 0.5100, 0.4882, 0.4958, 0.5061, 0.5028, 0.4993, 0.5077, 0.5023, 0.4912, 0.5085, 0.5112, 0.4863, 0.4864, 0.5110
RAND, SMD, True, f1b, 0.8643, 0.8229, 0.8250, 0.8300, 0.7269, 0.8424, 0.8416, 0.8506, 0.7818, 0.8215, 0.8402, 0.8424, 0.8416, 0.8402, 0.8439, 0.8087, 0.8424, 0.8424, 0.7937, 0.8351, 0.8468, 0.8416, 0.8225, 0.8307, 0.8064, 0.8416, 0.8111, 0.8180, 0.8416, 0.7662, 0.8023, 0.8468
