VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, MSL, True, auc, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428, 0.6428
OCSVM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
DBSCAN, MSL, True, fpr, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866
DBSCAN, MSL, True, auc, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369, 0.6369
DBSCAN, MSL, True, f1b, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065
GMM, MSL, True, fpr, 0.9886, 0.9876, 0.9881, 0.9886, 0.9886, 0.9876, 0.9876, 0.9887, 0.9876, 0.9887, 0.9876, 0.9886, 0.9886, 0.9886, 0.9886, 0.9876, 0.9886, 0.9886, 0.9886, 0.9876, 0.9876, 0.9886, 0.9886, 0.9876, 0.9887, 0.9876, 0.9887, 0.9876, 0.9886, 0.9886, 0.9876, 0.9886
GMM, MSL, True, auc, 0.4563, 0.5602, 0.4994, 0.4563, 0.4563, 0.5545, 0.5602, 0.4207, 0.3426, 0.4207, 0.5545, 0.4563, 0.4563, 0.4563, 0.4563, 0.3426, 0.4563, 0.4563, 0.4563, 0.5602, 0.5545, 0.4563, 0.4563, 0.3426, 0.4375, 0.5602, 0.4207, 0.5602, 0.4563, 0.4563, 0.5602, 0.4563
GMM, MSL, True, f1b, 0.8065, 0.8065, 0.2041, 0.8065, 0.8065, 0.8065, 0.8065, 0.6944, 0.6944, 0.6944, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.6944, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.6944, 0.2358, 0.8065, 0.6944, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065
IF, MSL, True, fpr, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866, 0.9866
IF, MSL, True, auc, 0.6191, 0.6251, 0.6157, 0.6191, 0.6191, 0.6238, 0.6157, 0.6243, 0.6250, 0.6239, 0.6173, 0.6162, 0.6160, 0.6153, 0.6176, 0.6201, 0.6252, 0.6301, 0.6156, 0.6162, 0.6156, 0.6154, 0.6157, 0.6173, 0.6206, 0.6156, 0.6176, 0.6235, 0.6202, 0.6176, 0.6174, 0.6157
IF, MSL, True, f1b, 0.2674, 0.2404, 0.1401, 0.1730, 0.2674, 0.2674, 0.1401, 0.2404, 0.4202, 0.1866, 0.1866, 0.1401, 0.1401, 0.1401, 0.1866, 0.1812, 0.2674, 0.2500, 0.1401, 0.1401, 0.1401, 0.1401, 0.1401, 0.1866, 0.4202, 0.1401, 0.1866, 0.2674, 0.1812, 0.1866, 0.1866, 0.1401
LSTM, MSL, True, fpr, 0.9783, 0.9774, 0.9771, 0.9773, 0.9789, 0.9767, 0.9768, 0.9778, 0.9766, 0.9794, 0.9776, 0.9780, 0.9774, 0.9755, 0.9790, 0.9799, 0.9773, 0.9771, 0.9779, 0.9766, 0.9779, 0.9759, 0.9762, 0.9779, 0.9789, 0.9779, 0.9762, 0.9781, 0.9765, 0.9763, 0.9770, 0.9790
LSTM, MSL, True, auc, 0.7746, 0.7680, 0.7695, 0.7750, 0.7757, 0.7753, 0.7818, 0.7690, 0.7793, 0.7739, 0.7706, 0.7717, 0.7736, 0.7783, 0.7775, 0.7688, 0.7713, 0.7746, 0.7703, 0.7723, 0.7737, 0.7758, 0.7762, 0.7728, 0.7629, 0.7698, 0.7720, 0.7730, 0.7767, 0.7761, 0.7708, 0.7668
LSTM, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
GRU, MSL, True, fpr, 0.9789, 0.9767, 0.9795, 0.9793, 0.9793, 0.9788, 0.9785, 0.9786, 0.9807, 0.9791, 0.9793, 0.9793, 0.9767, 0.9793, 0.9791, 0.9766, 0.9791, 0.9798, 0.9789, 0.9796, 0.9788, 0.9797, 0.9782, 0.9806, 0.9799, 0.9781, 0.9792, 0.9790, 0.9799, 0.9801, 0.9800, 0.9794
GRU, MSL, True, auc, 0.7658, 0.7749, 0.7720, 0.7693, 0.7715, 0.7630, 0.7763, 0.7762, 0.7819, 0.7749, 0.7686, 0.7764, 0.7761, 0.7649, 0.7686, 0.7897, 0.7715, 0.7735, 0.7708, 0.7719, 0.7701, 0.7769, 0.7695, 0.7630, 0.7666, 0.7712, 0.7775, 0.7678, 0.7670, 0.7729, 0.7600, 0.7655
GRU, MSL, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
AE, MSL, True, fpr, 0.9875, 0.9875, 0.9876, 0.9886, 0.9866, 0.9878, 0.9886, 0.9880, 0.9866, 0.9878, 0.9876, 0.9878, 0.9878, 0.9865, 0.9866, 0.9876, 0.9866, 0.9861, 0.9880, 0.9876, 0.9876, 0.9878, 0.9866, 0.9880, 0.9887, 0.9880, 0.9880, 0.9866, 0.9878, 0.9878, 0.9875, 0.9876
AE, MSL, True, auc, 0.5657, 0.5071, 0.5553, 0.5804, 0.6462, 0.4951, 0.4722, 0.5753, 0.6563, 0.4775, 0.5469, 0.4775, 0.4775, 0.6868, 0.6485, 0.5471, 0.6596, 0.6686, 0.5753, 0.5469, 0.5493, 0.4775, 0.6417, 0.5730, 0.5879, 0.5047, 0.4869, 0.6500, 0.5879, 0.4773, 0.5700, 0.5471
AE, MSL, True, f1b, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065, 0.8065
VAE, MSL, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, MSL, True, auc, 0.3424, 0.3444, 0.3479, 0.3428, 0.3262, 0.3264, 0.3298, 0.3535, 0.3482, 0.3486, 0.3289, 0.3503, 0.3417, 0.3334, 0.3306, 0.3534, 0.3546, 0.3454, 0.3417, 0.3367, 0.3429, 0.3517, 0.3454, 0.3539, 0.3265, 0.3527, 0.3316, 0.3430, 0.3372, 0.3424, 0.3416, 0.3441
VAE, MSL, True, f1b, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298, 0.0298
OP, MSL, True, fpr, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871, 0.9871
OP, MSL, True, auc, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973, 0.4973
OP, MSL, True, f1b, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223, 0.0223
RAND, MSL, True, fpr, 0.9887, 0.9886, 0.9881, 0.9883, 0.9886, 0.9881, 0.9887, 0.9884, 0.9882, 0.9885, 0.9882, 0.9884, 0.9884, 0.9886, 0.9886, 0.9886, 0.9885, 0.9884, 0.9886, 0.9885, 0.9886, 0.9885, 0.9884, 0.9876, 0.9885, 0.9877, 0.9884, 0.9887, 0.9880, 0.9880, 0.9885, 0.9886
RAND, MSL, True, auc, 0.5366, 0.4986, 0.4710, 0.4250, 0.5706, 0.5002, 0.4442, 0.5047, 0.5883, 0.5091, 0.5286, 0.4909, 0.5642, 0.5317, 0.4698, 0.5071, 0.5089, 0.5007, 0.3686, 0.5342, 0.4531, 0.4673, 0.5005, 0.4712, 0.5282, 0.5535, 0.5446, 0.5307, 0.4033, 0.5871, 0.5157, 0.4873
RAND, MSL, True, f1b, 0.4464, 0.8929, 0.3497, 0.1603, 0.6250, 0.4464, 0.2252, 0.7576, 0.7576, 0.8772, 0.5208, 0.3030, 0.6024, 0.8197, 0.2778, 0.6667, 0.6250, 0.4902, 0.0996, 0.5376, 0.3759, 0.5747, 0.2475, 0.6849, 0.2890, 0.1812, 0.8065, 0.2538, 0.2632, 0.7353, 0.2857, 0.4237
