VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275, 0.9275
OCSVM, SMD, True, auc, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892, 0.8892
OCSVM, SMD, True, f1b, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763, 0.9763
DBSCAN, SMD, True, fpr, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262
DBSCAN, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
DBSCAN, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
GMM, SMD, True, fpr, 0.9239, 0.9245, 0.9245, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239, 0.9245, 0.9245, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239, 0.9245, 0.9239, 0.9245, 0.9245, 0.9239, 0.9245, 0.9239, 0.9239, 0.9245, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239, 0.9239
GMM, SMD, True, auc, 0.9109, 0.9033, 0.9032, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109, 0.9033, 0.9032, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109, 0.9033, 0.9109, 0.9033, 0.9032, 0.9109, 0.9033, 0.9109, 0.9109, 0.9033, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109, 0.9109
GMM, SMD, True, f1b, 0.9979, 0.9889, 0.9889, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979, 0.9889, 0.9889, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979, 0.9889, 0.9979, 0.9889, 0.9889, 0.9979, 0.9889, 0.9979, 0.9979, 0.9889, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979, 0.9979
IF, SMD, True, fpr, 0.9125, 0.9213, 0.9243, 0.9203, 0.9223, 0.9205, 0.9187, 0.9202, 0.9194, 0.9216, 0.9219, 0.9123, 0.9174, 0.9159, 0.9143, 0.9176, 0.9212, 0.9220, 0.9126, 0.9222, 0.9188, 0.9181, 0.9106, 0.9167, 0.9260, 0.9198, 0.9235, 0.9155, 0.9187, 0.9144, 0.9152, 0.9047
IF, SMD, True, auc, 0.9325, 0.9285, 0.9286, 0.9321, 0.9348, 0.9274, 0.9334, 0.9306, 0.9316, 0.9309, 0.9251, 0.9374, 0.9292, 0.9305, 0.9348, 0.9377, 0.9306, 0.9320, 0.9304, 0.9279, 0.9259, 0.9287, 0.9391, 0.9274, 0.9313, 0.9281, 0.9219, 0.9328, 0.9315, 0.9336, 0.9364, 0.9363
IF, SMD, True, f1b, 0.9843, 0.9938, 0.9915, 0.9947, 0.9896, 0.9842, 0.9837, 0.9867, 0.9909, 0.9808, 0.9906, 0.9880, 0.9820, 0.9889, 0.9888, 0.9734, 0.9882, 0.9886, 0.9866, 0.9909, 0.9819, 0.9880, 0.9878, 0.9886, 0.9831, 0.9839, 0.9842, 0.9903, 0.9839, 0.9932, 0.9817, 0.9917
LSTM, SMD, True, fpr, 0.9284, 0.9281, 0.9281, 0.9278, 0.9284, 0.9283, 0.9284, 0.9284, 0.9285, 0.9281, 0.9285, 0.9283, 0.9285, 0.9284, 0.9283, 0.9282, 0.9283, 0.9284, 0.9281, 0.9282, 0.9280, 0.9283, 0.9282, 0.9285, 0.9283, 0.9283, 0.9283, 0.9278, 0.9285, 0.9284, 0.9283, 0.9280
LSTM, SMD, True, auc, 0.7659, 0.7692, 0.7574, 0.7603, 0.7600, 0.7693, 0.7640, 0.7660, 0.7612, 0.7698, 0.7507, 0.7598, 0.7543, 0.7626, 0.7688, 0.7714, 0.7562, 0.7576, 0.7582, 0.7740, 0.7631, 0.7698, 0.7662, 0.7469, 0.7618, 0.7738, 0.7584, 0.7743, 0.7577, 0.7647, 0.7797, 0.7771
LSTM, SMD, True, f1b, 0.9915, 0.9892, 0.9848, 0.9871, 0.9851, 0.9839, 0.9903, 0.9837, 0.9877, 0.9900, 0.9895, 0.9811, 0.9886, 0.9843, 0.9827, 0.9906, 0.9866, 0.9866, 0.9851, 0.9898, 0.9886, 0.9820, 0.9932, 0.9831, 0.9825, 0.9869, 0.9895, 0.9826, 0.9837, 0.9871, 0.9898, 0.9877
GRU, SMD, True, fpr, 0.9285, 0.9284, 0.9285, 0.9284, 0.9283, 0.9283, 0.9280, 0.9285, 0.9285, 1.0000, 0.9283, 0.9285, 0.9284, 0.9284, 0.9283, 0.9284, 0.9283, 0.9282, 0.9279, 0.9279, 0.9284, 0.9285, 0.9283, 0.9285, 0.9280, 0.9282, 0.9284, 0.9285, 0.9282, 0.9284, 0.9284, 0.9285
GRU, SMD, True, auc, 0.7590, 0.7648, 0.7620, 0.7612, 0.7748, 0.7777, 0.7678, 0.7632, 0.7598, 0.7510, 0.7657, 0.7661, 0.7771, 0.7534, 0.7733, 0.7577, 0.7646, 0.7633, 0.7649, 0.7608, 0.7705, 0.7660, 0.7623, 0.7539, 0.7918, 0.7726, 0.7597, 0.7585, 0.7692, 0.7620, 0.7572, 0.7678
GRU, SMD, True, f1b, 0.9909, 0.9880, 0.9877, 0.9900, 0.9895, 0.9927, 0.9906, 0.9932, 0.9900, 0.9889, 0.9947, 0.9918, 0.9915, 0.9909, 0.9909, 0.9921, 0.9921, 0.9840, 0.9898, 0.9892, 0.9906, 0.9938, 0.9889, 0.9921, 0.9886, 0.9898, 0.9898, 0.9889, 0.9874, 0.9909, 0.9895, 0.9929
AE, SMD, True, fpr, 0.9273, 0.9272, 0.9273, 0.9253, 0.9278, 0.9282, 0.9259, 0.9227, 0.9255, 0.9258, 0.9241, 0.9285, 0.9256, 0.9252, 0.9244, 0.9285, 0.9276, 0.9283, 0.9247, 0.9260, 0.9272, 0.9251, 0.9262, 0.9236, 0.9281, 0.9264, 0.9241, 0.9250, 0.9260, 0.9268, 0.9240, 0.9272
AE, SMD, True, auc, 0.8580, 0.8249, 0.8525, 0.8827, 0.8332, 0.8651, 0.8561, 0.8894, 0.8811, 0.8819, 0.8608, 0.8462, 0.8383, 0.8819, 0.8858, 0.8811, 0.8797, 0.8449, 0.8905, 0.8539, 0.8815, 0.8819, 0.8837, 0.8756, 0.8676, 0.8778, 0.8683, 0.8722, 0.8712, 0.8476, 0.8695, 0.8520
AE, SMD, True, f1b, 0.9976, 0.9973, 0.9970, 0.9974, 0.9970, 0.9973, 0.9970, 0.9976, 0.9971, 0.9971, 0.9973, 0.9973, 0.9982, 0.9971, 0.9974, 0.9965, 0.9971, 0.9976, 0.9956, 0.9965, 0.9974, 0.9971, 0.9974, 0.9982, 0.9959, 0.9973, 0.9979, 0.9976, 0.9974, 0.9970, 0.9962, 0.9973
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9285, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9285
VAE, SMD, True, auc, 0.7017, 0.7223, 0.6704, 0.7303, 0.6841, 0.6910, 0.6901, 0.6764, 0.6921, 0.6970, 0.6906, 0.6830, 0.7009, 0.6909, 0.6835, 0.6936, 0.7037, 0.7031, 0.7004, 0.7360, 0.6899, 0.6939, 0.7085, 0.6858, 0.7016, 0.7152, 0.6698, 0.7199, 0.6997, 0.7006, 0.6952, 0.7204
VAE, SMD, True, f1b, 0.7571, 0.7834, 0.7305, 0.7541, 0.7376, 0.7260, 0.7316, 0.7519, 0.7590, 0.7484, 0.7372, 0.7218, 0.7627, 0.7456, 0.7442, 0.7465, 0.7947, 0.7736, 0.7483, 0.7382, 0.7322, 0.7919, 0.7548, 0.7636, 0.7386, 0.7530, 0.7451, 0.7443, 0.7513, 0.7443, 0.7358, 0.7367
OP, SMD, True, fpr, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262, 0.9262
OP, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OP, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
RAND, SMD, True, fpr, 0.9285, 0.9283, 0.9285, 0.9285, 0.9285, 0.9284, 0.9284, 0.9285, 0.9285, 0.9285, 0.9284, 0.9285, 0.9283, 0.9285, 0.9284, 0.9284, 0.9285, 0.9285, 0.9284, 0.9285, 0.9284, 0.9284, 0.9285, 0.9285, 0.9284, 0.9285, 0.9284, 1.0000, 0.9285, 0.9285, 0.9285, 0.9285
RAND, SMD, True, auc, 0.4949, 0.5101, 0.5071, 0.4890, 0.4931, 0.4966, 0.4955, 0.4990, 0.4980, 0.4978, 0.5092, 0.4985, 0.4927, 0.5014, 0.5041, 0.4906, 0.4971, 0.5034, 0.5046, 0.5084, 0.4862, 0.4990, 0.5038, 0.4996, 0.4999, 0.5043, 0.4963, 0.5093, 0.4916, 0.4958, 0.5025, 0.4930
RAND, SMD, True, f1b, 0.9174, 0.8688, 0.9278, 0.8847, 0.8903, 0.8817, 0.8903, 0.9428, 0.9504, 0.9417, 0.9143, 0.9298, 0.9341, 0.8978, 0.9090, 0.9038, 0.9023, 0.9256, 0.9317, 0.9400, 0.9223, 0.9118, 0.9129, 0.8908, 0.9270, 0.9367, 0.8933, 0.9243, 0.8956, 0.9013, 0.9373, 0.8761
