VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515, 0.9515
OCSVM, SMD, True, auc, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868, 0.5868
OCSVM, SMD, True, f1b, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079, 0.9079
DBSCAN, SMD, True, fpr, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528
DBSCAN, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
DBSCAN, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
GMM, SMD, True, fpr, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531, 0.9531
GMM, SMD, True, auc, 0.6439, 0.6071, 0.5886, 0.6439, 0.6439, 0.6439, 0.6071, 0.6439, 0.6071, 0.6439, 0.6071, 0.6071, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.5886, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439, 0.6439
GMM, SMD, True, f1b, 0.9822, 0.9505, 0.9748, 0.9822, 0.9822, 0.9822, 0.9505, 0.9822, 0.9505, 0.9822, 0.9505, 0.9505, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9748, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822, 0.9822
IF, SMD, True, fpr, 0.9528, 0.9531, 0.9532, 0.9516, 0.9529, 0.9529, 0.9526, 0.9529, 0.9524, 0.9525, 0.9530, 0.9531, 0.9527, 0.9528, 0.9532, 0.9523, 0.9528, 0.9520, 0.9522, 0.9528, 0.9524, 0.9529, 0.9531, 0.9530, 0.9529, 0.9530, 0.9527, 0.9532, 0.9525, 0.9528, 0.9527, 0.9525
IF, SMD, True, auc, 0.5903, 0.5950, 0.6129, 0.6145, 0.5994, 0.5907, 0.6444, 0.5949, 0.6133, 0.6076, 0.6169, 0.5947, 0.6294, 0.6222, 0.6053, 0.6143, 0.6099, 0.6153, 0.6059, 0.6046, 0.5742, 0.6193, 0.5878, 0.6035, 0.5995, 0.5785, 0.5893, 0.6335, 0.6200, 0.5901, 0.6292, 0.5797
IF, SMD, True, f1b, 0.9174, 0.9661, 0.9646, 0.9441, 0.9579, 0.9544, 0.9277, 0.9569, 0.9560, 0.9605, 0.9491, 0.9364, 0.9318, 0.9441, 0.9655, 0.9632, 0.9323, 0.9644, 0.9598, 0.9483, 0.9102, 0.9649, 0.9421, 0.9161, 0.9681, 0.9494, 0.9200, 0.9645, 0.9583, 0.9551, 0.9404, 0.9506
LSTM, SMD, True, fpr, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9532, 0.9531, 0.9532, 0.9528, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532
LSTM, SMD, True, auc, 0.5061, 0.4841, 0.4978, 0.4803, 0.4660, 0.4800, 0.5161, 0.5212, 0.4966, 0.5190, 0.4913, 0.5231, 0.5188, 0.5076, 0.4876, 0.5177, 0.5040, 0.5036, 0.5028, 0.5014, 0.5006, 0.5116, 0.4926, 0.4959, 0.5001, 0.4691, 0.4971, 0.5099, 0.4991, 0.5115, 0.4929, 0.5287
LSTM, SMD, True, f1b, 0.9656, 0.9200, 0.9558, 0.9429, 0.9652, 0.9639, 0.9566, 0.9571, 0.9274, 0.9721, 0.9545, 0.9605, 0.9660, 0.9665, 0.9635, 0.9562, 0.9503, 0.9287, 0.9613, 0.9704, 0.9643, 0.9630, 0.9503, 0.9507, 0.9445, 0.9660, 0.9575, 0.9639, 0.9458, 0.9545, 0.9571, 0.9287
GRU, SMD, True, fpr, 0.9527, 1.0000, 0.9532, 0.9532, 0.9530, 0.9532, 0.9532, 0.9531, 0.9532, 1.0000, 0.9531, 0.9532, 0.9532, 1.0000, 0.9532, 0.9532, 0.9532, 0.9531, 0.9532, 0.9531, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 0.9532, 0.9531, 0.9532, 0.9531, 0.9531, 0.9532, 0.9528
GRU, SMD, True, auc, 0.5154, 0.4816, 0.5029, 0.5040, 0.5258, 0.5013, 0.5010, 0.5277, 0.4991, 0.4933, 0.5096, 0.4960, 0.5147, 0.4757, 0.5238, 0.5171, 0.5048, 0.5172, 0.4820, 0.4775, 0.4886, 0.4948, 0.5032, 0.4995, 0.5002, 0.4774, 0.5187, 0.4977, 0.5262, 0.5161, 0.4936, 0.5246
GRU, SMD, True, f1b, 0.9291, 0.9470, 0.9396, 0.9355, 0.9347, 0.9220, 0.9533, 0.9495, 0.9491, 0.9122, 0.9579, 0.9106, 0.9247, 0.9207, 0.9396, 0.9474, 0.9146, 0.9326, 0.9339, 0.9194, 0.9177, 0.9449, 0.9400, 0.9512, 0.9235, 0.9042, 0.9420, 0.9311, 0.9319, 0.9267, 0.9262, 0.9290
AE, SMD, True, fpr, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9532, 1.0000, 0.9532, 0.9532, 0.9532, 1.0000, 0.9532, 0.9532, 0.9532, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 1.0000
AE, SMD, True, auc, 0.5511, 0.5206, 0.5636, 0.5636, 0.5149, 0.5578, 0.5627, 0.5311, 0.5688, 0.5910, 0.5633, 0.5512, 0.5559, 0.5542, 0.5396, 0.5414, 0.5546, 0.5756, 0.5183, 0.5412, 0.5956, 0.5662, 0.5581, 0.5600, 0.5500, 0.5283, 0.5197, 0.5627, 0.5603, 0.5324, 0.5797, 0.5252
AE, SMD, True, f1b, 0.9826, 0.9914, 0.9826, 0.9835, 0.9826, 0.9826, 0.9844, 0.9826, 0.9822, 0.9824, 0.9825, 0.9826, 0.9835, 0.9844, 0.9914, 0.9826, 0.9839, 0.9839, 0.9835, 0.9822, 0.9844, 0.9830, 0.9822, 0.9826, 0.9833, 0.9919, 0.9822, 0.9826, 0.9826, 0.9844, 0.9830, 0.9830
VAE, SMD, True, fpr, 0.9532, 1.0000, 1.0000, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 1.0000, 0.9532, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9532, 0.9532, 1.0000, 1.0000, 0.9532, 1.0000, 1.0000
VAE, SMD, True, auc, 0.4817, 0.4927, 0.5362, 0.3993, 0.5591, 0.4248, 0.4582, 0.4689, 0.4500, 0.4561, 0.4643, 0.5157, 0.3837, 0.5078, 0.4428, 0.4916, 0.4781, 0.5961, 0.5282, 0.5483, 0.4687, 0.4899, 0.4852, 0.5092, 0.4990, 0.4499, 0.5643, 0.5130, 0.5249, 0.4970, 0.5053, 0.4660
VAE, SMD, True, f1b, 0.8067, 0.7711, 0.8025, 0.8099, 0.7941, 0.7336, 0.7975, 0.7971, 0.7443, 0.8013, 0.8218, 0.7855, 0.7537, 0.8558, 0.8275, 0.7790, 0.7561, 0.8218, 0.7956, 0.7833, 0.7994, 0.7837, 0.8052, 0.8033, 0.7571, 0.7686, 0.8186, 0.7637, 0.8130, 0.7782, 0.8040, 0.7754
OP, SMD, True, fpr, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528, 0.9528
OP, SMD, True, auc, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018, 0.5018
OP, SMD, True, f1b, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894, 0.0894
RAND, SMD, True, fpr, 0.9532, 1.0000, 0.9531, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9531, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9531, 0.9532, 0.9531, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9532, 0.9531, 0.9532, 0.9532, 0.9531, 0.9531
RAND, SMD, True, auc, 0.4862, 0.4903, 0.5031, 0.4952, 0.4997, 0.5103, 0.5087, 0.5011, 0.5086, 0.5032, 0.4905, 0.4899, 0.5122, 0.5022, 0.5023, 0.4801, 0.5019, 0.4956, 0.5016, 0.5071, 0.4968, 0.4715, 0.4882, 0.4991, 0.5051, 0.5030, 0.5052, 0.5124, 0.4798, 0.5004, 0.4979, 0.4898
RAND, SMD, True, f1b, 0.8948, 0.8784, 0.8810, 0.8477, 0.8952, 0.8665, 0.9324, 0.8947, 0.9002, 0.9537, 0.8472, 0.8387, 0.9198, 0.8493, 0.8612, 0.8502, 0.8755, 0.8923, 0.8476, 0.8864, 0.8349, 0.8862, 0.9044, 0.8759, 0.8521, 0.9509, 0.8951, 0.9194, 0.8605, 0.8780, 0.8775, 0.9287
