VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
IF, MSL, True, f1b, 0.6442, 0.6471, 0.6427, 0.6442, 0.6442, 0.6437, 0.6422, 0.6421, 0.6471, 0.6467, 0.6432, 0.6442, 0.6422, 0.6442, 0.6422, 0.6427, 0.6422, 0.6442, 0.6432, 0.6471, 0.6442, 0.6422, 0.6442, 0.6471, 0.6422, 0.6442, 0.6432, 0.6442, 0.6447, 0.6417, 0.6476, 0.6442
LSTM, MSL, True, fpr, 0.9166, 0.9166, 0.9165, 0.9165, 0.9161, 0.9166, 0.9166, 0.9162, 0.9167, 0.9165, 0.9167, 0.9166, 0.9167, 0.9159, 0.9165, 0.9163, 0.9167, 0.9166, 0.9159, 0.9167, 0.9150, 0.9168, 0.9168, 0.9165, 0.9168, 0.9166, 0.9166, 0.9158, 0.9162, 0.9163, 0.9166, 0.9167
LSTM, MSL, True, auc, 0.7035, 0.6985, 0.6959, 0.6964, 0.6912, 0.7036, 0.6827, 0.6904, 0.6911, 0.6954, 0.6890, 0.7037, 0.6914, 0.7018, 0.6919, 0.6834, 0.6924, 0.6868, 0.6936, 0.6955, 0.6974, 0.6997, 0.7024, 0.6935, 0.6951, 0.6895, 0.6980, 0.6952, 0.6956, 0.6930, 0.6867, 0.6985
LSTM, MSL, True, f1b, 0.9375, 0.9449, 0.9449, 0.9396, 0.9470, 0.9354, 0.9396, 0.9385, 0.9375, 0.9438, 0.9417, 0.9396, 0.9428, 0.9438, 0.9492, 0.9333, 0.9313, 0.9354, 0.9459, 0.9385, 0.9449, 0.9481, 0.9333, 0.9344, 0.9396, 0.9406, 0.9417, 0.9428, 0.9470, 0.9406, 0.9375, 0.9406
GRU, MSL, True, fpr, 0.9162, 0.9167, 0.9169, 0.9167, 0.9168, 0.9167, 0.9166, 0.9165, 0.9167, 0.9168, 0.9167, 0.9167, 0.9165, 0.9166, 0.9166, 0.9165, 0.9166, 0.9166, 0.9168, 0.9167, 0.9167, 1.0000, 0.9166, 0.9165, 0.9167, 0.9168, 0.9167, 1.0000, 0.9168, 1.0000, 0.9167, 0.9169
GRU, MSL, True, auc, 0.6965, 0.6949, 0.6936, 0.6991, 0.6907, 0.7036, 0.6930, 0.6975, 0.6990, 0.6970, 0.6892, 0.6908, 0.6846, 0.6902, 0.6961, 0.6949, 0.6879, 0.6890, 0.6945, 0.6935, 0.6975, 0.6897, 0.6947, 0.6987, 0.6983, 0.6999, 0.6933, 0.6896, 0.7002, 0.6861, 0.6981, 0.6909
GRU, MSL, True, f1b, 0.9428, 0.9459, 0.9449, 0.9459, 0.9449, 0.9417, 0.9492, 0.9438, 0.9502, 0.9459, 0.9513, 0.9449, 0.9492, 0.9513, 0.9492, 0.9470, 0.9513, 0.9492, 0.9365, 0.9567, 0.9481, 0.9513, 0.9535, 0.9417, 0.9492, 0.9417, 0.9438, 0.9492, 0.9524, 0.9492, 0.9428, 0.9492
AE, MSL, True, fpr, 0.9117, 0.9117, 0.9117, 0.9117, 0.9154, 0.9117, 0.9117, 0.9117, 0.9117, 0.9117, 0.9116, 0.9117, 0.9117, 0.9117, 0.9117, 0.9116, 0.9117, 0.9162, 0.9117, 0.9117, 0.9117, 0.9116, 0.9116, 0.9168, 0.9117, 0.9162, 0.9117, 0.9117, 0.9117, 0.9117, 0.9117, 0.9117
AE, MSL, True, auc, 0.5980, 0.5986, 0.5899, 0.5875, 0.3442, 0.6020, 0.5919, 0.5876, 0.5999, 0.5980, 0.6085, 0.5975, 0.6009, 0.5988, 0.6009, 0.5906, 0.5905, 0.6062, 0.5875, 0.6052, 0.5899, 0.5978, 0.6002, 0.6084, 0.5898, 0.6108, 0.6055, 0.6029, 0.5874, 0.6034, 0.6118, 0.5917
AE, MSL, True, f1b, 0.9513, 0.9481, 0.9481, 0.9470, 0.9481, 0.9470, 0.9481, 0.9513, 0.9470, 0.9502, 0.9513, 0.9481, 0.9524, 0.9492, 0.9492, 0.9481, 0.9492, 0.9481, 0.9459, 0.9492, 0.9502, 0.9470, 0.9438, 0.9470, 0.9502, 0.9502, 0.9481, 0.9492, 0.9502, 0.9492, 0.9524, 0.9449
VAE, MSL, True, fpr, 0.9155, 0.9156, 0.9155, 0.9158, 0.9155, 0.9155, 0.9131, 0.9155, 0.9155, 0.9155, 0.9155, 0.9157, 0.9156, 0.9157, 0.9158, 0.9157, 0.9144, 0.9155, 0.9156, 0.9122, 0.9156, 0.9155, 0.9155, 0.9155, 0.9154, 0.9155, 0.9156, 0.9161, 0.9120, 0.9155, 0.9156, 0.9157
VAE, MSL, True, auc, 0.3824, 0.3820, 0.3821, 0.3825, 0.3824, 0.3822, 0.3761, 0.3821, 0.3821, 0.3821, 0.3820, 0.3821, 0.3816, 0.3822, 0.3826, 0.3820, 0.3760, 0.3821, 0.3822, 0.3804, 0.3822, 0.3821, 0.3825, 0.3821, 0.3821, 0.3821, 0.3823, 0.3821, 0.3824, 0.3820, 0.3820, 0.3821
VAE, MSL, True, f1b, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916, 0.1916
OP, MSL, True, fpr, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169, 0.9169
OP, MSL, True, auc, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994, 0.4994
OP, MSL, True, f1b, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535, 0.1535
RAND, MSL, True, fpr, 0.9169, 0.9159, 1.0000, 1.0000, 0.9167, 1.0000, 0.9168, 1.0000, 0.9168, 0.9167, 0.9169, 0.9163, 0.9169, 0.9167, 0.9169, 1.0000, 0.9169, 0.9167, 0.9166, 0.9167, 0.9167, 0.9167, 0.9168, 0.9167, 1.0000, 1.0000, 0.9168, 0.9168, 1.0000, 0.9165, 0.9165, 0.9166
RAND, MSL, True, auc, 0.5005, 0.5247, 0.5012, 0.4910, 0.5013, 0.4881, 0.5021, 0.4972, 0.5016, 0.4990, 0.4886, 0.5151, 0.5199, 0.5159, 0.4850, 0.4903, 0.4950, 0.4825, 0.4990, 0.5006, 0.4764, 0.5225, 0.5312, 0.4892, 0.4935, 0.4971, 0.4971, 0.5081, 0.4801, 0.4937, 0.5155, 0.5122
RAND, MSL, True, f1b, 0.8833, 0.9502, 0.8522, 0.9344, 0.8598, 0.8488, 0.9231, 0.8493, 0.9733, 0.8908, 0.8955, 0.9231, 0.9677, 0.8468, 0.9111, 0.9091, 0.7650, 0.9417, 0.9061, 0.8927, 0.9428, 0.8459, 0.9180, 0.8814, 0.8842, 0.8851, 0.8633, 0.9375, 0.9160, 0.9600, 0.8425, 0.9578
