VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887, 0.9887
OCSVM, SMD, True, auc, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785, 0.7785
OCSVM, SMD, True, f1b, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846
DBSCAN, SMD, True, fpr, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925
DBSCAN, SMD, True, auc, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379, 0.5379
DBSCAN, SMD, True, f1b, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846
GMM, SMD, True, fpr, 0.9698, 0.9807, 0.9717, 0.9717, 0.9717, 0.9717, 0.9698, 0.9706, 0.9698, 0.9753, 0.9807, 0.9717, 0.9698, 0.9717, 0.9698, 0.9717, 0.9717, 0.9807, 0.9717, 0.9717, 0.9717, 0.9698, 0.9698, 0.9698, 0.9698, 0.9717, 0.9698, 0.9717, 0.9807, 0.9698, 0.9698, 0.9717
GMM, SMD, True, auc, 0.9628, 0.9544, 0.9647, 0.9647, 0.9647, 0.9647, 0.9628, 0.9574, 0.9628, 0.9626, 0.9544, 0.9647, 0.9628, 0.9647, 0.9628, 0.9647, 0.9647, 0.9544, 0.9647, 0.9647, 0.9647, 0.9628, 0.9628, 0.9628, 0.9628, 0.9647, 0.9628, 0.9647, 0.9544, 0.9628, 0.9628, 0.9647
GMM, SMD, True, f1b, 0.9925, 0.8939, 0.9875, 0.9875, 0.9875, 0.9875, 0.9925, 0.9612, 0.9925, 0.8939, 0.8939, 0.9875, 0.9925, 0.9875, 0.9925, 0.9875, 0.9875, 0.8939, 0.9875, 0.9875, 0.9875, 0.9925, 0.9925, 0.9925, 0.9925, 0.9875, 0.9925, 0.9875, 0.8939, 0.9925, 0.9925, 0.9875
IF, SMD, True, fpr, 0.9876, 0.9849, 0.9817, 0.9860, 0.9858, 0.9859, 0.9863, 0.9852, 0.9858, 0.9860, 0.9858, 0.9856, 0.9783, 0.9852, 0.9840, 0.9853, 0.9865, 0.9869, 0.9853, 0.9857, 0.9878, 0.9852, 0.9826, 0.9834, 0.9858, 0.9849, 0.9854, 0.9837, 0.9816, 0.9848, 0.9868, 0.9865
IF, SMD, True, auc, 0.7943, 0.8612, 0.8893, 0.8790, 0.8588, 0.8573, 0.8547, 0.8748, 0.8849, 0.8373, 0.8667, 0.8521, 0.9008, 0.8702, 0.8672, 0.8752, 0.8506, 0.8508, 0.8671, 0.8510, 0.8116, 0.8666, 0.8784, 0.8767, 0.8588, 0.8701, 0.8631, 0.8909, 0.8980, 0.8627, 0.8722, 0.8489
IF, SMD, True, f1b, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846
LSTM, SMD, True, fpr, 0.9925, 0.9923, 0.9921, 0.9925, 0.9925, 0.9921, 0.9927, 0.9916, 0.9920, 0.9917, 0.9917, 0.9918, 0.9918, 0.9911, 0.9924, 0.9920, 0.9921, 0.9917, 0.9925, 0.9917, 0.9910, 0.9909, 0.9919, 0.9919, 0.9918, 0.9928, 0.9928, 0.9925, 0.9919, 0.9922, 0.9924, 0.9910
LSTM, SMD, True, auc, 0.8549, 0.8458, 0.8535, 0.8527, 0.8389, 0.8539, 0.8581, 0.8585, 0.8587, 0.8631, 0.8542, 0.8542, 0.8616, 0.8555, 0.8479, 0.8553, 0.8527, 0.8514, 0.8529, 0.8636, 0.8623, 0.8741, 0.8593, 0.8322, 0.8542, 0.8351, 0.8410, 0.8468, 0.8634, 0.8507, 0.8404, 0.8629
LSTM, SMD, True, f1b, 0.9925, 0.9975, 0.9975, 0.9950, 0.9950, 0.9975, 0.9950, 0.9925, 0.9975, 0.9925, 0.9925, 0.9975, 0.9975, 0.9925, 0.9975, 0.9950, 0.9925, 0.9975, 0.9925, 0.9975, 0.9975, 0.9975, 0.9975, 0.9900, 0.9925, 0.9925, 0.9925, 0.9900, 0.9950, 0.9975, 0.9975, 0.9975
GRU, SMD, True, fpr, 0.9923, 0.9895, 0.9901, 0.9918, 0.9922, 0.9913, 0.9912, 0.9915, 0.9915, 0.9915, 0.9928, 0.9903, 0.9858, 0.9883, 0.9889, 0.9915, 0.9914, 0.9900, 0.9897, 0.9911, 0.9922, 0.9915, 0.9902, 0.9914, 0.9913, 0.9906, 0.9913, 0.9904, 0.9916, 0.9923, 0.9899, 0.9900
GRU, SMD, True, auc, 0.8643, 0.8839, 0.8690, 0.8640, 0.8607, 0.8728, 0.8510, 0.8721, 0.8833, 0.8728, 0.8367, 0.8796, 0.9060, 0.9041, 0.8989, 0.8650, 0.8697, 0.8950, 0.8996, 0.8638, 0.8835, 0.8593, 0.8917, 0.8574, 0.8635, 0.8859, 0.8537, 0.8909, 0.8686, 0.8759, 0.8867, 0.8868
GRU, SMD, True, f1b, 0.9975, 0.9950, 0.9846, 0.9900, 0.9925, 0.9950, 0.9975, 0.9925, 0.9925, 0.9975, 0.9950, 0.9900, 0.9925, 0.9975, 0.9975, 0.9925, 0.9925, 0.9975, 0.9900, 0.9900, 0.9975, 0.9925, 0.9925, 0.9950, 0.9975, 0.9925, 0.9925, 0.9950, 0.9975, 0.9950, 0.9975, 0.9900
AE, SMD, True, fpr, 0.9880, 0.9875, 0.9918, 0.9878, 0.9905, 0.9885, 0.9891, 0.9806, 0.9898, 0.9856, 0.9887, 0.9897, 0.9915, 0.9896, 0.9897, 0.9913, 0.9875, 0.9901, 0.9877, 0.9889, 0.9874, 0.9879, 0.9905, 0.9809, 0.9899, 0.9898, 0.9877, 0.9914, 0.9909, 0.9913, 0.9896, 0.9903
AE, SMD, True, auc, 0.8960, 0.9042, 0.9093, 0.9052, 0.8959, 0.9252, 0.9115, 0.9412, 0.9061, 0.9259, 0.9398, 0.8962, 0.8718, 0.8943, 0.8957, 0.9083, 0.9013, 0.9206, 0.9227, 0.8993, 0.8956, 0.9226, 0.9095, 0.9372, 0.9082, 0.9121, 0.9001, 0.8744, 0.8649, 0.9128, 0.8868, 0.9094
AE, SMD, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, fpr, 0.9931, 0.9930, 0.9917, 1.0000, 1.0000, 0.9931, 0.9931, 0.9927, 0.9931, 0.9929, 0.9930, 1.0000, 0.9931, 0.9928, 0.9928, 0.9931, 0.9928, 0.9930, 0.9931, 0.9929, 0.9931, 1.0000, 0.9931, 0.9930, 0.9930, 0.9930, 0.9930, 1.0000, 0.9930, 0.9929, 1.0000, 0.9931
VAE, SMD, True, auc, 0.5099, 0.5451, 0.6149, 0.5311, 0.4298, 0.4760, 0.5026, 0.5390, 0.4374, 0.6308, 0.4474, 0.4366, 0.4738, 0.5786, 0.5571, 0.5034, 0.5840, 0.5308, 0.5557, 0.5117, 0.4800, 0.4020, 0.4724, 0.6883, 0.4466, 0.4974, 0.5677, 0.4449, 0.5857, 0.6228, 0.4676, 0.4590
VAE, SMD, True, f1b, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846, 0.9846
OP, SMD, True, fpr, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925, 0.9925
OP, SMD, True, auc, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101, 0.5101
OP, SMD, True, f1b, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975, 0.9975
RAND, SMD, True, fpr, 0.9931, 0.9931, 0.9930, 0.9931, 0.9931, 0.9931, 0.9931, 0.9931, 0.9930, 0.9930, 0.9930, 0.9930, 0.9931, 0.9931, 0.9931, 0.9931, 0.9931, 0.9930, 0.9931, 0.9931, 0.9931, 0.9931, 0.9931, 0.9930, 0.9931, 0.9931, 0.9929, 0.9931, 0.9931, 0.9930, 0.9931, 0.9931
RAND, SMD, True, auc, 0.4946, 0.4590, 0.4878, 0.5062, 0.5109, 0.4703, 0.4991, 0.5050, 0.4902, 0.4650, 0.5085, 0.5296, 0.4872, 0.4832, 0.5003, 0.4797, 0.4982, 0.5117, 0.4998, 0.4648, 0.5126, 0.4901, 0.5045, 0.4961, 0.5273, 0.4911, 0.5017, 0.4971, 0.4864, 0.4930, 0.4811, 0.4725
RAND, SMD, True, f1b, 0.5396, 0.5101, 0.3672, 0.5100, 0.4414, 0.6421, 0.5563, 0.7079, 0.5239, 0.7079, 0.4108, 0.6159, 0.3715, 0.4029, 0.6885, 0.4981, 0.4321, 0.5780, 0.3825, 0.3174, 0.6300, 0.5847, 0.5356, 0.8067, 0.5486, 0.5757, 0.7259, 0.7314, 0.3663, 0.4262, 0.3276, 0.4484
