VAR, SMD, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCSVM, SMD, True, fpr, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844, 0.9844
OCSVM, SMD, True, auc, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400, 0.6400
OCSVM, SMD, True, f1b, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315, 0.9315
DBSCAN, SMD, True, fpr, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836
DBSCAN, SMD, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
DBSCAN, SMD, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
GMM, SMD, True, fpr, 0.9845, 0.9844, 0.9845, 0.9845, 0.9845, 0.9847, 0.9845, 0.9845, 0.9844, 0.9844, 0.9844, 0.9845, 0.9844, 0.9844, 0.9844, 0.9847, 0.9845, 0.9844, 0.9844, 0.9844, 0.9847, 0.9845, 0.9845, 0.9847, 0.9847, 0.9847, 0.9844, 0.9845, 0.9844, 0.9845, 0.9844, 0.9844
GMM, SMD, True, auc, 0.7199, 0.7015, 0.7199, 0.7199, 0.7199, 0.7544, 0.7199, 0.7199, 0.7014, 0.7015, 0.7015, 0.7199, 0.7014, 0.7015, 0.7015, 0.7544, 0.7199, 0.7014, 0.7014, 0.7014, 0.7544, 0.7199, 0.7199, 0.7544, 0.7544, 0.7544, 0.7014, 0.7199, 0.7014, 0.7199, 0.7014, 0.7015
GMM, SMD, True, f1b, 0.9977, 0.9966, 0.9977, 0.9977, 0.9977, 1.0000, 0.9977, 0.9977, 0.9966, 0.9966, 0.9966, 0.9977, 0.9966, 0.9966, 0.9966, 1.0000, 0.9977, 0.9966, 0.9966, 0.9966, 1.0000, 0.9977, 0.9977, 1.0000, 1.0000, 1.0000, 0.9966, 0.9977, 0.9966, 0.9977, 0.9966, 0.9966
IF, SMD, True, fpr, 0.9847, 0.9848, 0.9848, 0.9845, 0.9846, 0.9847, 0.9847, 0.9847, 0.9845, 0.9849, 0.9845, 0.9845, 0.9845, 0.9849, 0.9849, 0.9848, 0.9846, 0.9843, 0.9846, 0.9846, 0.9848, 0.9847, 0.9846, 0.9847, 0.9848, 0.9847, 0.9845, 0.9849, 0.9845, 0.9846, 0.9847, 0.9847
IF, SMD, True, auc, 0.7150, 0.7128, 0.7384, 0.7211, 0.7567, 0.7245, 0.7402, 0.7329, 0.7251, 0.7241, 0.7421, 0.7142, 0.7228, 0.7140, 0.7280, 0.7237, 0.7159, 0.7274, 0.7165, 0.7194, 0.7097, 0.7467, 0.7327, 0.7169, 0.7164, 0.7236, 0.7274, 0.7175, 0.7153, 0.7243, 0.7331, 0.7312
IF, SMD, True, f1b, 0.8402, 0.8689, 0.8446, 0.8446, 0.8402, 0.8349, 0.8413, 0.8357, 0.8349, 0.8349, 0.8435, 0.8349, 0.8349, 0.8413, 0.8349, 0.8446, 0.8349, 0.8349, 0.8349, 0.8349, 0.8349, 0.8413, 0.8349, 0.8349, 0.8349, 0.8411, 0.8349, 0.8349, 0.8379, 0.8413, 0.8435, 0.8349
LSTM, SMD, True, fpr, 0.9838, 0.9844, 0.9844, 0.9844, 0.9848, 0.9847, 0.9849, 0.9847, 0.9842, 0.9846, 0.9835, 0.9842, 0.9849, 0.9847, 0.9849, 0.9846, 0.9842, 0.9829, 0.9839, 0.9849, 0.9846, 0.9833, 0.9849, 0.9846, 0.9848, 0.9844, 0.9831, 0.9838, 0.9848, 0.9849, 0.9846, 0.9844
LSTM, SMD, True, auc, 0.6367, 0.5798, 0.6131, 0.5845, 0.5930, 0.6189, 0.6041, 0.6057, 0.5700, 0.6685, 0.5645, 0.5711, 0.5547, 0.6905, 0.5739, 0.6186, 0.6350, 0.5673, 0.6088, 0.6062, 0.6226, 0.5811, 0.6738, 0.5878, 0.6551, 0.6448, 0.6660, 0.6145, 0.6503, 0.6399, 0.5711, 0.6355
LSTM, SMD, True, f1b, 0.9977, 0.9281, 0.9977, 0.9977, 0.9293, 0.9977, 0.9775, 0.9977, 0.9293, 0.9304, 0.9304, 0.9248, 0.9931, 0.9977, 0.9327, 0.9304, 0.9977, 0.9943, 0.9954, 0.9943, 0.9977, 0.9293, 0.9977, 0.8533, 0.9977, 0.9977, 0.8708, 0.9977, 0.9476, 0.9304, 0.9304, 0.9977
GRU, SMD, True, fpr, 0.9848, 0.9846, 0.9838, 0.9843, 0.9846, 0.9847, 0.9843, 0.9848, 0.9848, 0.9848, 0.9843, 0.9837, 0.9848, 0.9848, 0.9841, 0.9849, 0.9845, 0.9847, 0.9843, 0.9833, 0.9835, 0.9846, 0.9840, 0.9835, 0.9838, 0.9847, 0.9843, 0.9847, 0.9849, 0.9829, 0.9840, 0.9846
GRU, SMD, True, auc, 0.6393, 0.6207, 0.6554, 0.6216, 0.7078, 0.6690, 0.6090, 0.6997, 0.6497, 0.7003, 0.6440, 0.6661, 0.6800, 0.7075, 0.5848, 0.6729, 0.6313, 0.6849, 0.6590, 0.6788, 0.6034, 0.6818, 0.6362, 0.6603, 0.7135, 0.6932, 0.6587, 0.6692, 0.5955, 0.7125, 0.6115, 0.6645
GRU, SMD, True, f1b, 0.9977, 0.9977, 0.9977, 0.9977, 0.9954, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977, 0.9977
AE, SMD, True, fpr, 0.9842, 0.9848, 0.9846, 0.9843, 0.9849, 0.9848, 0.9844, 0.9847, 0.9848, 0.9847, 0.9842, 0.9843, 0.9845, 0.9833, 0.9843, 0.9843, 0.9846, 0.9849, 0.9845, 0.9843, 0.9841, 0.9846, 0.9848, 0.9845, 0.9845, 0.9848, 0.9845, 0.9846, 0.9846, 0.9830, 0.9849, 0.9844
AE, SMD, True, auc, 0.8145, 0.7519, 0.7901, 0.7780, 0.7710, 0.7426, 0.8195, 0.7839, 0.8043, 0.7492, 0.8048, 0.7895, 0.7803, 0.8152, 0.7898, 0.8076, 0.8121, 0.7140, 0.7984, 0.8020, 0.7809, 0.7958, 0.7934, 0.7817, 0.7896, 0.7473, 0.7558, 0.8136, 0.7975, 0.7993, 0.7907, 0.8087
AE, SMD, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9977, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, fpr, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
VAE, SMD, True, auc, 0.4132, 0.4833, 0.4264, 0.4306, 0.3772, 0.4662, 0.3853, 0.3842, 0.4777, 0.4112, 0.4357, 0.4211, 0.4449, 0.4524, 0.4307, 0.4615, 0.4219, 0.4243, 0.4026, 0.4687, 0.3338, 0.3960, 0.4280, 0.3438, 0.3824, 0.4260, 0.3503, 0.3894, 0.3752, 0.3354, 0.4310, 0.3482
VAE, SMD, True, f1b, 0.0595, 0.0765, 0.0633, 0.0608, 0.0640, 0.0650, 0.0594, 0.0639, 0.0690, 0.0624, 0.0637, 0.0609, 0.0607, 0.0631, 0.0634, 0.0632, 0.0627, 0.0628, 0.0667, 0.0685, 0.0649, 0.0621, 0.0684, 0.0648, 0.0645, 0.0625, 0.0643, 0.0629, 0.0650, 0.0613, 0.0630, 0.0662
OP, SMD, True, fpr, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836, 0.9836
OP, SMD, True, auc, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253, 0.5253
OP, SMD, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
RAND, SMD, True, fpr, 0.9849, 0.9849, 1.0000, 0.9848, 0.9848, 0.9848, 0.9849, 0.9848, 0.9849, 0.9848, 0.9848, 0.9848, 0.9848, 0.9849, 0.9849, 0.9849, 0.9848, 0.9849, 0.9848, 0.9849, 0.9849, 0.9848, 0.9848, 0.9849, 0.9848, 0.9849, 0.9849, 0.9848, 0.9848, 0.9848, 0.9849, 0.9849
RAND, SMD, True, auc, 0.4971, 0.5121, 0.5049, 0.5068, 0.5077, 0.4848, 0.4919, 0.5012, 0.5078, 0.5219, 0.5036, 0.4854, 0.5094, 0.5234, 0.5114, 0.4956, 0.5094, 0.4854, 0.5207, 0.4919, 0.4945, 0.5078, 0.4628, 0.5044, 0.4903, 0.4932, 0.5087, 0.5043, 0.5059, 0.4855, 0.4977, 0.4892
RAND, SMD, True, f1b, 0.8522, 0.8170, 0.8057, 0.7974, 0.7903, 0.7576, 0.7924, 0.7521, 0.7595, 0.8926, 0.7387, 0.6997, 0.8728, 0.8894, 0.7944, 0.7604, 0.7903, 0.7957, 0.7567, 0.7510, 0.7140, 0.8005, 0.7275, 0.7849, 0.7708, 0.7974, 0.8043, 0.7863, 0.8364, 0.7089, 0.7641, 0.6549
