VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 1.0000, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268
FRO, SMAP, True, auc, 0.6963, 0.6961, 0.6968, 0.6950, 0.6950, 0.6940, 0.6959, 0.6958, 0.6948, 0.6953, 0.6949, 0.6948, 0.6961, 0.6935, 0.6953, 0.6953, 0.6958, 0.6965, 0.6951, 0.6935, 0.6960, 0.6933, 0.6952, 0.6940, 0.6959, 0.6955, 0.6946, 0.6941, 0.6935, 0.6940, 0.6961, 0.6950
FRO, SMAP, True, f1b, 0.6409, 0.6409, 0.1359, 0.9992, 0.1359, 0.1359, 0.1359, 0.1359, 0.6406, 0.6409, 0.6409, 0.1359, 0.6409, 0.1359, 0.6409, 0.1359, 0.1359, 0.6409, 0.1359, 0.1359, 0.1359, 0.1359, 0.6409, 0.1359, 0.1359, 0.1359, 0.1359, 0.1359, 0.1359, 0.6409, 1.0000, 0.1359
FRL, SMAP, True, fpr, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271
FRL, SMAP, True, auc, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980, 0.6980
FRL, SMAP, True, f1b, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409
FRR, SMAP, True, fpr, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268, 0.9268
FRR, SMAP, True, auc, 0.6946, 0.6966, 0.6955, 0.6961, 0.6965, 0.6944, 0.6956, 0.6970, 0.6956, 0.6970, 0.6950, 0.6973, 0.6964, 0.6956, 0.6959, 0.6960, 0.6973, 0.6956, 0.6959, 0.6949, 0.6959, 0.6957, 0.6959, 0.6964, 0.6961, 0.6959, 0.6970, 0.6964, 0.6970, 0.6967, 0.6964, 0.6947
FRR, SMAP, True, f1b, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409, 0.6409
OCSVM, SMAP, True, fpr, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271, 0.9271
OCSVM, SMAP, True, auc, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641, 0.6641
