VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, MSL, True, fpr, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618
FRO, MSL, True, auc, 0.6558, 0.6571, 0.6560, 0.6556, 0.6557, 0.6558, 0.6559, 0.6572, 0.6572, 0.6557, 0.6559, 0.6558, 0.6570, 0.6556, 0.6556, 0.6581, 0.6558, 0.6559, 0.6561, 0.6559, 0.6561, 0.6570, 0.6559, 0.6558, 0.6636, 0.6560, 0.6572, 0.6559, 0.6569, 0.6558, 0.6572, 0.6572
FRO, MSL, True, f1b, 0.0573, 1.0000, 0.2232, 0.2230, 0.0573, 0.2232, 0.2232, 1.0000, 1.0000, 0.0573, 0.2232, 0.0573, 1.0000, 0.0573, 0.0573, 0.0573, 0.0573, 0.2230, 0.2232, 0.0573, 0.2232, 1.0000, 0.2232, 0.2232, 0.9972, 0.2232, 1.0000, 0.0573, 1.0000, 0.2232, 1.0000, 1.0000
FRL, MSL, True, fpr, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618
FRL, MSL, True, auc, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555, 0.6555
FRL, MSL, True, f1b, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232
FRR, MSL, True, fpr, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618, 0.9618
FRR, MSL, True, auc, 0.6557, 0.6560, 0.6561, 0.6560, 0.6558, 0.6558, 0.6559, 0.6558, 0.6558, 0.6559, 0.6559, 0.6560, 0.6557, 0.6559, 0.6559, 0.6558, 0.6557, 0.6557, 0.6559, 0.6557, 0.6560, 0.6557, 0.6559, 0.6558, 0.6559, 0.6561, 0.6559, 0.6558, 0.6561, 0.6560, 0.6558, 0.6559
FRR, MSL, True, f1b, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232, 0.2232
OCSVM, MSL, True, fpr, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683, 0.9683
