VAR, MSL, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, MSL, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, MSL, True, fpr, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316
FRO, MSL, True, auc, 0.5176, 0.5176, 0.5160, 0.5160, 0.5160, 0.5176, 0.5168, 0.5160, 0.5160, 0.5160, 0.5176, 0.5168, 0.5176, 0.5176, 0.5167, 0.5160, 0.5168, 0.5168, 0.5160, 0.5168, 0.5160, 0.5160, 0.5176, 0.5160, 0.5168, 0.5168, 0.5160, 0.5168, 0.5160, 0.5176, 0.5168, 0.5176
FRO, MSL, True, f1b, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9302, 0.9259, 0.9346, 0.9302, 0.9302, 0.9302
FRL, MSL, True, fpr, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316
FRL, MSL, True, auc, 0.5176, 0.5160, 0.5168, 0.5168, 0.5176, 0.5160, 0.5168, 0.5167, 0.5160, 0.5168, 0.5168, 0.5168, 0.5168, 0.5168, 0.5167, 0.5168, 0.5168, 0.5168, 0.5176, 0.5167, 0.5160, 0.5176, 0.5160, 0.5164, 0.5168, 0.5168, 0.5160, 0.5172, 0.5160, 0.5176, 0.5164, 0.5160
FRL, MSL, True, f1b, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346, 0.9346
FRR, MSL, True, fpr, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316
FRR, MSL, True, auc, 0.5176, 0.5176, 0.5176, 0.5160, 0.5168, 0.5176, 0.5167, 0.5167, 0.5168, 0.5176, 0.5167, 0.5160, 0.5160, 0.5160, 0.5176, 0.5176, 0.5176, 0.5176, 0.5168, 0.5176, 0.5176, 0.5168, 0.5160, 0.5168, 0.5176, 0.5176, 0.5176, 0.5176, 0.5176, 0.5168, 0.5176, 0.5176
FRR, MSL, True, f1b, 0.9302, 0.9346, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9346, 0.9302, 0.9302, 0.9302, 0.9346, 0.9346, 0.9302, 0.9346, 0.9346, 0.9302, 0.9302
OCSVM, MSL, True, fpr, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316, 0.9316
