VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858
FRO, SMAP, True, auc, 0.6443, 0.6442, 0.6433, 0.6439, 0.6438, 0.6443, 0.6434, 0.6432, 0.6439, 0.6438, 0.6439, 0.6438, 0.6441, 0.6443, 0.6444, 0.6434, 0.6435, 0.6436, 0.6437, 0.6432, 0.6436, 0.6437, 0.6441, 0.6438, 0.6445, 0.6440, 0.6440, 0.6442, 0.6439, 0.6432, 0.6433, 0.6437
FRO, SMAP, True, f1b, 0.0689, 0.0689, 0.0279, 0.0689, 0.0279, 0.0689, 0.0279, 0.0689, 0.0690, 0.0279, 0.0279, 0.0279, 0.0689, 0.0279, 0.0690, 0.0279, 0.0279, 0.0689, 0.0279, 0.0279, 0.0279, 0.0279, 0.0279, 0.0689, 0.0689, 0.0689, 0.0689, 0.0690, 0.0689, 0.0688, 0.0689, 0.0689
FRL, SMAP, True, fpr, 0.9850, 0.9851, 0.9850, 0.9850, 0.9850, 0.9851, 0.9851, 0.9850, 0.9851, 0.9850, 0.9850, 0.9851, 0.9851, 0.9851, 0.9850, 0.9851, 0.9850, 0.9851, 0.9851, 0.9850, 0.9850, 0.9851, 0.9850, 0.9850, 0.9851, 0.9850, 0.9851, 0.9850, 0.9851, 0.9850, 0.9850, 0.9850
FRL, SMAP, True, auc, 0.6820, 0.6738, 0.6740, 0.6779, 0.6780, 0.6660, 0.6739, 0.6741, 0.6738, 0.6820, 0.6779, 0.6739, 0.6738, 0.6659, 0.6741, 0.6740, 0.6819, 0.6740, 0.6661, 0.6739, 0.6780, 0.6738, 0.6741, 0.6781, 0.6740, 0.6740, 0.6739, 0.6742, 0.6739, 0.6742, 0.6819, 0.6818
FRL, SMAP, True, f1b, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709, 0.0709
FRR, SMAP, True, fpr, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858, 0.9858
FRR, SMAP, True, auc, 0.6437, 0.6438, 0.6432, 0.6438, 0.6435, 0.6437, 0.6440, 0.6441, 0.6434, 0.6438, 0.6436, 0.6439, 0.6436, 0.6440, 0.6443, 0.6438, 0.6439, 0.6437, 0.6439, 0.6439, 0.6436, 0.6436, 0.6443, 0.6435, 0.6436, 0.6438, 0.6442, 0.6440, 0.6432, 0.6440, 0.6429, 0.6435
FRR, SMAP, True, f1b, 0.0689, 0.0689, 0.0689, 0.0689, 0.0688, 0.0689, 0.0688, 0.0689, 0.0688, 0.0689, 0.0689, 0.0688, 0.0690, 0.0689, 0.0690, 0.0689, 0.0689, 0.0688, 0.0688, 0.0690, 0.0689, 0.0690, 0.0689, 0.0688, 0.0689, 0.0689, 0.0690, 0.0689, 0.0689, 0.0689, 0.0688, 0.0689
OCSVM, SMAP, True, fpr, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828, 0.9828
OCSVM, SMAP, True, auc, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954, 0.6954
